year,deployment_period,plot,block,location,bag,missing,deployment_date,removal_date,deployment_duration,litter,removal,coin_dry_wieght,coin_litter_dry_weight,initial_dry_weight,final_dry_weight,mass_loss
2024,within,13,4,7,B,No,6/30/24,8/17/24,48,Castilleja,C,2.47,5.26,5,2.79,2.21
2024,within,13,4,9,C,No,6/30/24,8/17/24,48,Castilleja,C,2.46,5.76,5,3.3,1.7
2024,within,14,4,2,A,No,6/30/24,8/17/24,48,Castilleja,R,2.45,5.65,5,3.2,1.8
2024,within,14,4,6,B,No,6/30/24,8/17/24,48,Castilleja,R,2.44,5.61,5,3.17,1.83
2024,within,14,4,8,C,No,6/30/24,8/17/24,48,Castilleja,R,2.46,5.61,5,3.15,1.85
2024,within,17,5,2,A,No,6/30/24,8/17/24,48,Mixed,C,2.46,5.64,5,3.18,1.82
2024,within,17,5,3,B,No,6/30/24,8/17/24,48,Mixed,C,2.46,5.38,5,2.92,2.08
2024,within,17,5,4,C,No,6/30/24,8/17/24,48,Mixed,C,2.45,5.38,5,2.93,2.07
2024,within,18,5,6,A,No,6/30/24,8/17/24,48,Mixed,R,2.45,5.24,5,2.79,2.21
2024,within,18,5,7,B,No,6/30/24,8/17/24,48,Mixed,R,2.47,5.42,5,2.95,2.05
2024,within,18,5,8,C,No,6/30/24,8/17/24,48,Mixed,R,2.45,5.56,5,3.11,1.89
2024,within,21,3,1,A,No,6/30/24,8/17/24,48,Castilleja,C,2.44,5.67,5,3.23,1.77
2024,within,21,3,3,B,No,6/30/24,8/17/24,48,Castilleja,C,2.46,5.72,5,3.26,1.74
2024,within,21,3,8,C,No,6/30/24,8/17/24,48,Castilleja,C,2.47,5.68,5,3.21,1.79
2024,within,22,3,7,A,No,6/30/24,8/17/24,48,Castilleja,R,2.45,5.31,5,2.86,2.14
2024,within,22,3,8,B,No,6/30/24,8/17/24,48,Castilleja,R,2.42,5.58,5,3.16,1.84
2024,within,22,3,9,C,No,6/30/24,8/17/24,48,Castilleja,R,2.46,5.53,5,3.07,1.93
2024,within,27,1,1,A,No,6/30/24,8/17/24,48,Community,C,2.46,5.5,5,3.04,1.96
2024,within,27,1,4,B,No,6/30/24,8/17/24,48,Community,C,2.47,4.94,5,2.47,2.53
2024,within,27,1,5,C,No,6/30/24,8/17/24,48,Community,C,2.45,5.26,5,2.81,2.19
2024,within,28,1,3,A,No,6/30/24,8/17/24,48,Community,R,2.46,5.39,5,2.93,2.07
2024,within,28,1,7,B,No,6/30/24,8/17/24,48,Community,R,2.46,5.7,5,3.24,1.76
2024,within,28,1,9,C,No,6/30/24,8/17/24,48,Community,R,2.46,4.73,5,2.27,2.73
2024,within,29,1,1,A,No,6/30/24,8/17/24,48,Castilleja,C,2.44,5.42,5,2.98,2.02
2024,within,29,1,4,B,No,6/30/24,8/17/24,48,Castilleja,C,2.44,5.72,5,3.28,1.72
2024,within,29,1,7,C,No,6/30/24,8/17/24,48,Castilleja,C,2.47,5.42,5,2.95,2.05
2024,within,30,1,2,A,No,6/30/24,8/17/24,48,Castilleja,R,2.44,5.57,5,3.13,1.87
2024,within,30,1,3,B,No,6/30/24,8/17/24,48,Castilleja,R,2.45,5.83,5,3.38,1.62
2024,within,30,1,8,C,No,6/30/24,8/17/24,48,Castilleja,R,2.45,6.1,5,3.65,1.35
2024,within,33,4,2,A,No,6/30/24,8/17/24,48,Community,R,2.46,5.55,5,3.09,1.91
2024,within,33,4,4,B,No,6/30/24,8/17/24,48,Community,R,2.45,5.53,5,3.08,1.92
2024,within,33,4,5,C,No,6/30/24,8/17/24,48,Community,R,2.45,6.25,5,3.8,1.2
2024,within,34,4,2,A,No,6/30/24,8/17/24,48,Community,C,2.43,5.11,5,2.68,2.32
2024,within,34,4,5,B,No,6/30/24,8/17/24,48,Community,C,2.47,5.32,5,2.85,2.15
2024,within,34,4,6,C,No,6/30/24,8/17/24,48,Community,C,2.44,5.46,5,3.02,1.98
2024,within,35,5,1,A,No,6/30/24,8/17/24,48,Community,C,2.46,5.6,5,3.14,1.86
2024,within,35,5,2,B,No,6/30/24,8/17/24,48,Community,C,2.44,4.95,5,2.51,2.49
2024,within,35,5,8,C,Yes,6/30/24,8/17/24,48,Community,C,2.45,,5,,
2024,within,36,5,2,A,No,6/30/24,8/17/24,48,Community,R,2.42,5.52,5,3.1,1.9
2024,within,36,5,6,B,No,6/30/24,8/17/24,48,Community,R,2.46,5.52,5,3.06,1.94
2024,within,36,5,8,C,No,6/30/24,8/17/24,48,Community,R,2.43,5.65,5,3.22,1.78
2024,within,37,5,4,A,No,6/30/24,8/17/24,48,Castilleja,C,2.46,5.67,5,3.21,1.79
2024,within,37,5,7,B,No,6/30/24,8/17/24,48,Castilleja,C,2.43,4.63,5,2.2,2.8
2024,within,37,5,9,C,No,6/30/24,8/17/24,48,Castilleja,C,2.44,5.41,5,2.97,2.03
2024,within,38,5,1,A,No,6/30/24,8/17/24,48,Castilleja,R,2.45,5.51,5,3.06,1.94
2024,within,38,5,7,B,No,6/30/24,8/17/24,48,Castilleja,R,2.46,6.1,5,3.64,1.36
2024,within,38,5,8,C,No,6/30/24,8/17/24,48,Castilleja,R,2.45,5.94,5,3.49,1.51
2024,within,39,4,1,A,No,6/30/24,8/17/24,48,Mixed,R,2.45,6.98,5,4.53,0.47
2024,within,39,4,5,B,No,6/30/24,8/17/24,48,Mixed,R,2.45,5.55,5,3.1,1.9
2024,within,39,4,8,C,No,6/30/24,8/17/24,48,Mixed,R,2.43,5.83,5,3.4,1.6
2024,within,40,4,1,A,No,6/30/24,8/17/24,48,Mixed,C,2.45,5.92,5,3.47,1.53
2024,within,40,4,7,B,No,6/30/24,8/17/24,48,Mixed,C,2.45,5.93,5,3.48,1.52
2024,within,40,4,9,C,No,6/30/24,8/17/24,48,Mixed,C,2.45,5.79,5,3.34,1.66
