year,date,site,fieldplot,pair,plot,block,collection,litter,removal,family,genus,species,code,functional_group,life_history,cover,count,nearest_neighbor,percent_cover
Pre,7/14/23,Emerald Lake,1A,1,1,1,Pre,Mixed,R,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,4,4,0,0.04
Pre,7/14/23,Emerald Lake,1A,1,1,1,Pre,Mixed,R,Asteraceae,Senecio,crassulus,SECR,forb,perennial,0.3,2,0,0.003
Pre,7/14/23,Emerald Lake,1A,1,1,1,Pre,Mixed,R,,,,rock,environmental,,5,0,0,0.05
Pre,7/14/23,Emerald Lake,1A,1,1,1,Pre,Mixed,R,,,,litter,environmental,,12,0,0,0.12
Pre,7/14/23,Emerald Lake,1A,1,1,1,Pre,Mixed,R,,,,bare,environmental,,40,0,0,0.4
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.4,4,0,0.004
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,4.5,2,0,0.045
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,5,5,0,0.05
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3,1,0,0.03
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,0.5,2,0,0.005
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,1,1,0,0.01
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,2,5,1,0.02
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.5,2,0,0.005
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,1,5,0,0.01
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,10.5,5,0,0.105
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,10,3,1,0.1
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,10,2,0,0.1
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Poaceae,Melica,spectabilis,MESP,grass,perennial,1,2,0,0.01
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,5.4,5,1,0.054
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Grossulariaceae,Ribes,montigenum,RIMO,shrub,perennial,23,2,0,0.23
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,Violaceae,Viola,nuttallii,VINU,forb,perennial,0.1,2,0,0.001
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,,,,rock,environmental,,2,0,0,0.02
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,,,,litter,environmental,,5,0,0,0.05
Pre,7/14/23,Emerald Lake,1B,1,2,1,Pre,Mixed,C,,,,bare,environmental,,40,0,0,0.4
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.1,3,0,0.001
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,5,1,0,0.05
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,0.1,1,0,0.001
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,0.5,3,0,0.005
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,4,1,0,0.04
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,3,3,0,0.03
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,0.1,1,0,0.001
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,7,16,1,0.07
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,0.3,2,0,0.003
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.5,1,0,0.005
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,0.5,1,0,0.005
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,1,1,0,0.01
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,15,8,0,0.15
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,2.5,1,0,0.025
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,3,2,0,0.03
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,25,2,0,0.25
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Fabaceae,Lupinus,argentus,LUAR,legume,perennial,7,14,1,0.07
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Poaceae,Melica,spectabilis,MESP,grass,perennial,0.1,1,0,0.001
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Brassicaceae,Noccaea,fendleri,NOFE,forb,perennial,0.1,1,0,0.001
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,4,1,1,0.04
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Asteraceae,Senecio,crassulus,SECR,forb,perennial,0.2,1,0,0.002
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,2.5,3,0,0.025
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,,,,litter,environmental,,2,0,0,0.02
Pre,7/19/23,Emerald Lake,2A,2,3,2,Pre,Castilleja,C,,,,bare,environmental,,50,0,0,0.5
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.3,7,0,0.003
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2.5,2,0,0.025
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,6,6,0,0.06
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,10,23,0,0.1
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,2,5,0,0.02
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,0.5,2,1,0.005
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,2,2,0,0.02
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,15,1,0,0.15
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,6,4,0,0.06
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,1.5,1,0,0.015
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Poaceae,Melica,spectabilis,MESP,grass,perennial,4,6,0,0.04
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,1,2,1,0.01
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Brassicaceae,Noccaea,fendleri,NOFE,forb,perennial,0.2,1,0,0.002
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,5,2,0,0.05
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Asteraceae,Senecio,crassulus,SECR,forb,perennial,4,5,1,0.04
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,5,4,0,0.05
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,,,,litter,environmental,,3,0,0,0.03
Pre,7/19/23,Emerald Lake,2B,2,4,2,Pre,Castilleja,R,,,,bare,environmental,,50,0,0,0.5
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,1,5,0,0.01
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,0.2,1,0,0.002
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,4,1,0,0.04
Pre,8/1/23,Emerald Lake,3A,3,5,2,Pre,Community,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,4,1,0,0.04
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,8,7,0,0.08
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,10,5,0,0.1
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,10,5,0,0.1
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,2.5,2,1,0.025
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,8,8,0,0.08
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,7,7,1,0.07
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,1,1,0,0.01
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,18,5,0,0.18
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,18,11,1,0.18
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,25,4,0,0.25
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Fabaceae,Lupinus,argentus,LUAR,legume,perennial,2.5,1,0,0.025
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Poaceae,Melica,spectabilis,MESP,grass,perennial,5,4,1,0.05
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,3,3,0,0.03
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,1,1,1,0.01
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Grossulariaceae,Ribes,montigenum,RIMO,shrub,perennial,3,2,0,0.03
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,Asteraceae,Senecio,crassulus,SECR,forb,perennial,8,5,1,0.08
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,,,,rock,environmental,,1,0,0,0.01
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,,,,litter,environmental,,5,0,0,0.05
Pre,7/17/23,Emerald Lake,3A,3,5,2,Pre,Community,R,,,,bare,environmental,,35,0,0,0.35
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.5,7,0,0.005
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,4,1,0,0.04
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,0.1,1,0,0.001
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,5,2,0,0.05
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,4,7,1,0.04
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,0.3,3,0,0.003
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,10,8,1,0.1
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,6,1,0,0.06
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,8,3,0,0.08
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,15,9,1,0.15
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Poaceae,Melica,spectabilis,MESP,grass,perennial,4,3,0,0.04
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,2,4,0,0.02
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,1,2,0,0.01
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Grossulariaceae,Ribes,montigenum,RIMO,shrub,perennial,20,3,0,0.2
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Asteraceae,Senecio,crassulus,SECR,forb,perennial,3,3,1,0.03
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,0.5,1,0,0.005
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,,,,bare,environmental,,15,0,0,0.15
Pre,7/17/23,Emerald Lake,3B,3,6,2,Pre,Community,C,,,,litter,environmental,,15,0,0,0.15
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,5,9,0,0.05
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3.5,2,0,0.035
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,0.5,1,0,0.005
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,12,10,1,0.12
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,2,1,0,0.02
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1,2,0,0.01
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,8,5,1,0.08
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,20,1,0,0.2
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Boraginaceae,Hydrophyllum,capitatum,HYCA,forb,perennial,1,2,0,0.01
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,8,5,0,0.08
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,25,5,0,0.25
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Poaceae,Melica,spectabilis,MESP,grass,perennial,1,1,0,0.01
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,1,2,0,0.01
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,1,0,0.02
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Asteraceae,Senecio,crassulus,SECR,forb,perennial,2,1,0,0.02
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,1,1,0,0.01
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,,,,litter,environmental,,10,0,0,0.1
Pre,7/17/23,Emerald Lake,4A,4,7,2,Pre,Mixed,R,,,,bare,environmental,,40,0,0,0.4
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,1,5,0,0.01
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,1,1,0,0.01
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3,4,0,0.03
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,8,8,1,0.08
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Asteraceae,Erigeron,speciosus,ERSP,forb,perennial,1.5,1,0,0.015
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,4,6,0,0.04
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Gentianaceae,Gentiana,parryi,GEPA,forb,perennial,2.5,2,0,0.025
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,4,2,0,0.04
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,6,1,0,0.06
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,2,2,1,0.02
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,10,2,0,0.1
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Poaceae,Melica,spectabilis,MESP,grass,perennial,3,5,1,0.03
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Poaceae,Phleum,alpinum,PHAL,grass,perennial,1,3,0,0.01
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,4,2,0,0.04
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Ranunculaceae,Ranunculus,inamoenus,RAIN,forb,perennial,0.1,1,0,0.001
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Grossulariaceae,Ribes,montigenum,RIMO,shrub,perennial,25,3,1,0.25
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Asteraceae,Senecio,crassulus,SECR,forb,perennial,4,3,1,0.04
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,Thalictraceae,Thalictrum,fendleri,THFE,forb,perennial,8,6,1,0.08
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,,,,litter,environmental,,10,0,0,0.1
Pre,7/17/23,Emerald Lake,4B,4,8,2,Pre,Mixed,C,,,,bare,environmental,,30,0,0,0.3
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.1,2,0,0.001
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1,1,0,0.01
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,10,4,1,0.1
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,15,15,1,0.15
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,6,2,0,0.06
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.5,1,0,0.005
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,1,4,0,0.01
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,25,2,0,0.25
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Fabaceae,Lupinus,argentus,LUAR,legume,perennial,2,2,0,0.02
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,6,3,0,0.06
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,2,0,0.02
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,5,7,1,0.05
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,,,,litter,environmental,,15,0,0,0.15
Pre,7/19/23,Emerald Lake,5A,5,9,3,Pre,Mixed,C,,,,bare,environmental,,40,0,0,0.4
Pre,7/19/23,Emerald Lake,5B,5,10,3,Pre,Mixed,R,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,2,6,0,0.02
Pre,7/19/23,Emerald Lake,5B,5,10,3,Pre,Mixed,R,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1.5,2,0,0.015
Pre,7/19/23,Emerald Lake,5B,5,10,3,Pre,Mixed,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,2,0,0.01
Pre,7/19/23,Emerald Lake,5B,5,10,3,Pre,Mixed,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,8,9,1,0.08
Pre,7/19/23,Emerald Lake,5B,5,10,3,Pre,Mixed,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,5,2,0,0.05
