site,year,season,date,web,transect,block,plot,subplot,quad,treatment,kartez,genus,sp.epithet,family,LifeHistory,PhotoPath,FunctionalGroup,cover,volume,biomass.BM,biomass.BIM,SiteCluster,MetStation,season.precip,GDD,SPEI.comp
fertilizer,2004,fall,2004-09-28,NA,NA,NA,7,NA,1,C,BAMU,Baileya,multiradiata,Asteraceae,perennial,C3,forb,5.5,170,9.0695,9.0695,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,20,NA,3,C,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,1.5,10.5,0.958599,1.107,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,10,NA,4,F,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,21.5,287.5,20.22777175,25.327,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,1,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,4.8,47.1,13.2768,13.2768,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,6,NA,2,F,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,5.75,64.5,13.1537841406688,13.9495,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,11,NA,4,F,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,1.5,5.5,0.958599,1.107,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,7,NA,4,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,12.4,177.9,25.33920633645,23.6468,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,5,NA,4,C,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,0.2,1.4,0.1278132,0.1476,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,11,NA,2,F,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,4,72,4.24932,4.712,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,11,NA,1,F,MELE2,Melampodium,leucanthum,Asteraceae,perennial,C3,forb,3,47,10.788,10.788,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,2,NA,3,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.15,0.8,0.4149,0.4149,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,5,NA,4,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,18.1,279,36.3812072792615,34.5167,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,2,NA,2,C,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,0.05,0.25,0.057,0.057,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,2,NA,1,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,14.7,91.35,33.1295570205876,35.6622,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,17,NA,4,F,SPHA,Sphaeralcea,hastulata,Malvaceae,perennial,C3,forb,0.75,8.25,1.03125,1.03125,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,7,NA,2,C,GUSA2,Gutierrezia,sarothrae,Asteraceae,perennial,C3,shrub,1.75,22.25,5.36225,5.36225,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,19,NA,2,F,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,6.7,79.8,4.2817422,4.9446,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,5,NA,2,C,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,0.3,1.4,0.1917198,0.2214,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,17,NA,3,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,17.55,339.15,35.5793533085307,33.46785,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,3,NA,3,C,BAMU,Baileya,multiradiata,Asteraceae,perennial,C3,forb,4,104,6.596,6.596,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,11,NA,1,F,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,2,14,5.532,5.532,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,19,NA,4,F,GUSA2,Gutierrezia,sarothrae,Asteraceae,perennial,C3,shrub,0.5,7,1.687,1.687,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,2,NA,4,C,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,1.25,19.25,2.06125,2.06125,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,11,NA,2,F,TILA2,Tidestromia,lanuginosa,Amaranthaceae,annual,C4,forb,0.5,5,0.33,0.33,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,8,NA,2,F,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.25,2.75,0.6915,0.6915,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,2,NA,3,C,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,3.6,18.8,2.3006376,2.6568,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,3,C,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,0.5,9.5,0.8245,0.8245,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,20,NA,1,C,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,0.25,4.25,0.41225,0.41225,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,10,NA,1,F,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,15,264,15.379752,17.67,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,3,NA,1,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,15.05,224.15,30.4727681782834,28.70035,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,4,NA,1,F,DABR,Dalea,brachystachya,Fabaceae,annual,C3,forb,1.75,18.75,0.609,0.609,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,1,NA,3,F,SPHA,Sphaeralcea,hastulata,Malvaceae,perennial,C3,forb,1.6,28.1,3.5125,3.5125,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,18,NA,2,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,12.65,129.35,25.5599023628224,24.12355,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,11,NA,4,F,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,0.25,0.75,0.6955,0.6955,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,4,NA,3,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,22.75,343.5,45.6527576774113,43.38425,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,18,NA,2,C,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,5,110,20.165,20.165,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,13,NA,4,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,5.25,83.25,12.92025,12.92025,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,10,NA,2,F,DAPU7,Dasyochloa,pulchella,Poaceae,perennial,C4,grass,0.35,1.5,0.873111145899759,0.875,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,1,NA,3,F,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,0.75,12,1.23675,1.23675,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,4,NA,4,F,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,0.25,3,0.6955,0.6955,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,16,NA,3,F,MUAR2,Muhlenbergia,arenicola,Poaceae,perennial,C4,grass,0.5,2,1.39935099723542,1.4765,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,19,NA,3,F,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,3.5,15.5,2.236731,2.583,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,17,NA,3,F,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,1,14,2.782,2.782,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,15,NA,2,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,10.2,113.2,20.8137791505613,19.4514,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,15,NA,2,C,MELE2,Melampodium,leucanthum,Asteraceae,perennial,C3,forb,0.1,0.5,0.3596,0.3596,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,18,NA,1,C,HYFIC,Hymenopappus,filifolius,Asteraceae,perennial,C3,forb,0.5,2.5,1.0341345,1.15,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,1,NA,4,F,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,1.4,7,0.8946924,1.0332,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,17,NA,1,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,29.3,678.55,59.3957818382775,55.8751,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,1,NA,2,F,SPHA,Sphaeralcea,hastulata,Malvaceae,perennial,C3,forb,0.75,9,1.125,1.125,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,6,NA,4,F,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,3,16.5,6.85588331167406,7.278,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,4,NA,3,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,4.25,36,10.45925,10.45925,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,3,C,BOBA2,Bouteloua,barbata,Poaceae,annual,C4,grass,1,8,0.225264,0.684,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,1,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,1.7,15.8,4.1837,4.1837,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,13,NA,2,C,SCBR2,Scleropogon,brevifolius,Poaceae,perennial,C4,grass,4.35,22.95,11.70433255,10.3965,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,13,NA,1,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,5.75,43.75,13.1537841406688,13.9495,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,10,NA,4,F,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,16.5,168,10.544589,12.177,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,2,C,MELE2,Melampodium,leucanthum,Asteraceae,perennial,C3,forb,0.25,2,0.899,0.899,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,20,NA,2,C,CHSE7,Chamaesyce,serrula,Euphorbiaceae,annual,C4,forb,0.55,1.2,0.3531,0.3531,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,20,NA,2,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,2.5,28.9,6.1525,6.1525,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,3,NA,2,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,5.6,90,11.6390884098046,10.6792,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,8,NA,1,F,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1.5,12,4.149,4.149,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,13,NA,3,C,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,1.4,5.9,0.8946924,1.0332,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,4,C,MELE2,Melampodium,leucanthum,Asteraceae,perennial,C3,forb,1,9,3.596,3.596,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,19,NA,2,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,2.25,25,5.53725,5.53725,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,11,NA,2,F,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,7.6,78.7,21.0216,21.0216,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,12,NA,4,C,MELE2,Melampodium,leucanthum,Asteraceae,perennial,C3,forb,0.25,3.25,0.899,0.899,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,14,NA,4,F,SOEL,Solanum,elaeagnifolium,Solanaceae,perennial,C3,forb,0.2,1,0.2180165,0.094,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,3,C,BOSP,Boerhavia,spicata,Nyctaginaceae,annual,C4,forb,2,46,1.77,1.77,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,3,NA,4,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,5.2,36,11.8461759190131,12.6152,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,8,NA,4,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,1,5,2.461,2.461,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,10,NA,3,F,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,0.75,9.75,2.0865,2.0865,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,19,NA,1,F,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,0.5,2.5,0.57,0.57,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,19,NA,2,F,SPFL2,Sporobolus,flexuosus,Poaceae,perennial,C4,grass,0.35,1.4,1.3168178,0.8505,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,17,NA,3,F,MUAR2,Muhlenbergia,arenicola,Poaceae,perennial,C4,grass,1,12,2.49645647054473,2.953,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,12,NA,1,C,ARPU9,Aristida,purpurea,Poaceae,perennial,C4,grass,5.75,87.25,0,29.9115,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,20,NA,3,C,DIWI2,Dimorphocarpa,wislizeni,Brassicaceae,annual,C3,forb,0.5,14,0.22775,0.22775,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,16,NA,2,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,13.45,216.45,27.3732591417048,25.64915,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,11,NA,3,F,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,4.7,39.1,13.0002,13.0002,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,12,NA,3,C,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,1.75,9.25,1.995,1.995,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,12,NA,4,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,8.8,90.95,24.3408,24.3408,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,10,NA,2,F,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,1.4,8.2,2.1645993,1.6492,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,3,C,ZIGR,Zinnia,grandiflora,Asteraceae,perennial,C3,shrub,1.5,13.5,3.024,3.024,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,7,NA,1,C,PAOB,Panicum,obtusum,Poaceae,perennial,C4,grass,4.15,34.7,10.0845,10.0845,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,19,NA,1,F,SPFL2,Sporobolus,flexuosus,Poaceae,perennial,C4,grass,0.25,2,0.774066,0.6075,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,16,NA,4,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,1.7,17.8,4.1837,4.1837,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,16,NA,3,F,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,28.5,443.25,64.0902835840073,69.141,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,11,NA,2,F,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,0.5,5.5,0.8245,0.8245,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,19,NA,2,F,DAPU7,Dasyochloa,pulchella,Poaceae,perennial,C4,grass,0.1,0.3,0.161625767120034,0.25,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,13,NA,4,C,SOEL,Solanum,elaeagnifolium,Solanaceae,perennial,C3,forb,2.5,16,1.550835,1.504,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,17,NA,3,F,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,1.5,46.5,2.4735,2.4735,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,16,NA,3,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,7.4,107.4,15.6532405971417,14.1118,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,19,NA,4,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,0.5,6,1.23219883452392,0.9535,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,1,NA,3,F,SOEL,Solanum,elaeagnifolium,Solanaceae,perennial,C3,forb,0.9,5.5,0.67747525,0.517,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,4,NA,4,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,2.5,31.25,6.1525,6.1525,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,4,NA,4,F,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,5.45,43.05,12.4842051614537,13.2217,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,1,NA,2,F,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,24.6,319.85,55.305710094449,59.6796,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,10,NA,3,F,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,25.2,240.9,16.1044632,18.5976,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,18,NA,1,C,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,1,9,0.639066,0.738,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,15,NA,1,C,MUAR2,Muhlenbergia,arenicola,Poaceae,perennial,C4,grass,12,60,26.6327768833495,35.436,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,1,NA,2,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,6.3,63,15.5043,15.5043,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,14,NA,2,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,0.85,6.6,2.09185,2.09185,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,1,C,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,0.1,0.6,0.2782,0.2782,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,9,NA,2,C,ASMIM,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.9,7.65,1.0575,1.0575,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,20,NA,4,C,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,1.5,11,1.71,1.71,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
fertilizer,2004,fall,2004-09-28,NA,NA,NA,15,NA,2,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,0.7,3.7,1.7227,1.7227,DeepWell,40,149.033,4107.05311810213,-0.690058273803907
