Year,Date,Site,Elevation,Collection Point,Disturbance Distance,Disturbance Type,Field Plot,Plot,Block,Removal,Litter,Family,Genus,Species,Code,Functional Group,Life History,Cover,Count,Nearest Neighbor,percent cover
2023,8/12/23,Schofield Park,,Post,,,,43,,Removal,,,,,bare,Environmental,,50,0,0,
2023,8/12/23,Schofield Park,,Post,,,,43,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,14,5,0,
2023,8/12/23,Schofield Park,,Post,,,,43,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,7,0,
2023,8/12/23,Schofield Park,,Post,,,,43,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,43,,Removal,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,43,,Removal,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,43,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,10,5,0,
2023,8/12/23,Schofield Park,,Post,,,,43,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,3,5,0,
2023,8/12/23,Schofield Park,,Post,,,,43,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,12,18,0,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,1,0,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,,,,bare,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,Poaceae,Bromus,,BR,Grass,perennial,15,3,0,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,Cyperaceae,Carex,raynoldsii,CARA,Sedge,perennial,1,5,0,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,6,3,0,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,25,12,1,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,5,11,1,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,10,5,0,
2023,8/12/23,Schofield Park,,Post,,,,44,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,20,10,1,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,12,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,,,,bare,Environmental,,30,0,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,25,6,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,7,11,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,8,6,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,2,5,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Asteraceae,Hymenoxys,hoopesii,HYHO,Forb,perennial,3,1,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1.5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,,,,litter,Environmental,,12,0,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,6,2,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,20,3,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Polygonaceae,Rumex,salicifolius,RUSA,Forb,perennial,0.8,1,0,
2023,8/12/23,Schofield Park,,Post,,,,45,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,8,5,0,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,5,15,1,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,,,,bare,Environmental,,40,0,0,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,Poaceae,Bromus,,BR,Grass,perennial,10,4,0,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,3,9,1,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,3,1,0,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,,,,litter,Environmental,,7,0,0,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,12,6,1,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,15,7,0,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,20,10,0,
2023,8/12/23,Schofield Park,,Post,,,,46,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,10,5,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,10,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,,,,bare,Environmental,,15,0,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Poaceae,Bromus,,BR,Grass,perennial,12,7,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,1,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,2.5,1,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Poaceae,Elymus,,EL,Grass,perennial,20,3,1,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,6,8,1,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,2,8,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,,,,litter,Environmental,,15,0,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,2,8,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,8,5,1,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,15,7,0,
2023,8/12/23,Schofield Park,,Post,,,,47,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,5,8,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,20,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,,,,bare,Environmental,,30,0,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,Poaceae,Elymus,,EL,Grass,perennial,18,5,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,3,14,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,13,7,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,20,8,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,8,5,0,
2023,8/12/23,Schofield Park,,Post,,,,48,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,10,8,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1.5,8,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1,6,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,,,,bare,Environmental,,60,0,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Poaceae,Bromus,,BR,Grass,perennial,2,5,1,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,8,6,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,10,6,1,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,2.5,1,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,15,5,1,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,3,2,1,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,3,6,0,
2023,8/12/23,Schofield Park,,Post,,,,49,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,12,16,1,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,,,,bare,Environmental,,25,0,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,5,7,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,15,8,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,0.5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,3,1,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,20,5,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,12,8,0,
2023,8/12/23,Schofield Park,,Post,,,,50,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,15,8,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,7,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,0.1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,,,,bare,Environmental,,50,0,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Poaceae,Bromus,,BR,Grass,perennial,0.5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,2,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,0.5,1,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,,,,litter,Environmental,,3,0,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,1.5,5,1,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,4,3,1,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,15,10,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,7,5,1,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,4,10,0,
2023,8/12/23,Schofield Park,,Post,,,,51,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,7.5,8,1,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,5,5,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,2,2,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,,,,bare,Environmental,,70,0,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,7,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,,,,litter,Environmental,,3,0,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,15,8,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,10,10,0,
2023,8/12/23,Schofield Park,,Post,,,,52,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,15,10,0,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,5,13,1,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,0.1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,,,,bare,Environmental,,35,0,0,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Poaceae,Bromus,,BR,Grass,perennial,30,7,1,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,2,0,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,2,2,0,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,25,10,1,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,7,4,0,
2023,8/12/23,Schofield Park,,Post,,,,53,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,10,11,1,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,6,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,,,,bare,Environmental,,20,0,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,15,5,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Cyperaceae,Carex,raynoldsii,CARA,Sedge,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,10,5,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,8,5,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,30,3,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,2,8,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,2,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,15,10,0,
2023,8/12/23,Schofield Park,,Post,,,,54,,Removal,,Caprifoliaceae,Valeriana,edulis,VAED,Forb,perennial,10,3,0,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,14,1,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1,10,0,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,,,,bare,Environmental,,50,0,0,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,0,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,3,2,0,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,2,6,1,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,4,3,0,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,10,15,1,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,3,0,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,30,12,1,
2023,8/12/23,Schofield Park,,Post,,,,55,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,15,10,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,6,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,,,,bare,Environmental,,40,0,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,4,6,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Poaceae,Elymus,,EL,Grass,perennial,9,1,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,5,7,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,3,3,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,10,9,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,8,4,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Salicaceae,Salix,,SA,Shrub,perennial,30,2,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,20,10,0,
2023,8/12/23,Schofield Park,,Post,,,,56,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,10,12,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,5,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1,5,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,,,,bare,Environmental,,60,0,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,3,10,1,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,3,4,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,4,1,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,4.8,4,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,10,5,1,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,4,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,25,12,0,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,20,20,1,
2023,8/12/23,Schofield Park,,Post,,,,57,,Control,,Violaceae,Viola,,VI,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,5,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,,,,bare,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,30,10,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,,,,litter,Environmental,,5,0,0,
