year,date,site,fieldplot,pair,plot,block,collection,litter,removal,family,genus,species,code,functional_group,life_history,cover,count,nearest_neighbor,percent_cover
2023,8/1/23,Emerald Lake,8B,8,16,4,Post,Control,R,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,1,1,0,0.01
2023,7/31/23,Emerald Lake,11B,11,22,3,Post,Castilleja,R,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,6,7,0,0.06
2023,7/31/23,Emerald Lake,12A,12,23,3,Post,Control,C,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,1,4,1,0.01
2023,8/1/23,Emerald Lake,13A,13,25,1,Post,Control,R,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,3,4,0,0.03
2023,8/1/23,Emerald Lake,13B,13,26,1,Post,Control,C,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,3,5,1,0.03
2023,8/1/23,Emerald Lake,15B,15,30,1,Post,Castilleja,R,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,1,4,0,0.01
2023,8/1/23,Emerald Lake,19A,19,37,5,Post,Castilleja,C,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,1B,1,2,1,Post,Mixed,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,4.5,1,0,0.045
2023,8/1/23,Emerald Lake,2A,2,3,2,Post,Castilleja,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,9,1,0,0.09
2023,8/1/23,Emerald Lake,4B,4,8,2,Post,Mixed,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2,5,0,0.02
2023,8/1/23,Emerald Lake,5A,5,9,3,Post,Mixed,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2,2,0,0.02
2023,8/1/23,Emerald Lake,6B,6,12,3,Post,Community,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2.5,2,0,0.025
2023,8/1/23,Emerald Lake,7A,7,13,4,Post,Castilleja,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3,1,,0.03
2023,8/1/23,Emerald Lake,8B,8,16,4,Post,Control,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2.2,3,0,0.022
2023,8/1/23,Emerald Lake,9A,9,17,5,Post,Mixed,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,7,4,0,0.07
2023,8/1/23,Emerald Lake,10A,10,19,5,Post,Control,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1,3,0,0.01
2023,7/31/23,Emerald Lake,11A,11,21,3,Post,Castilleja,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1,1,0,0.01
2023,7/31/23,Emerald Lake,12A,12,23,3,Post,Control,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,13B,13,26,1,Post,Control,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3,1,0,0.03
2023,8/1/23,Emerald Lake,14A,14,27,1,Post,Community,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1.5,1,0,0.015
2023,8/1/23,Emerald Lake,15A,15,29,1,Post,Castilleja,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,7,4,0,0.07
2023,8/1/23,Emerald Lake,16A,16,31,2,Post,Control,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,4,1,0,0.04
2023,8/1/23,Emerald Lake,17B,17,34,4,Post,Community,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2,2,0,0.02
2023,8/1/23,Emerald Lake,18B,18,36,5,Post,Community,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,9,3,0,0.09
2023,8/1/23,Emerald Lake,19A,19,37,5,Post,Castilleja,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,4,1,0,0.04
2023,8/1/23,Emerald Lake,20A,20,39,4,Post,Mixed,C,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3,1,0,0.03
2023,8/1/23,Emerald Lake,1A,1,1,1,Post,Mixed,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,3,4,0,0.03
2023,8/1/23,Emerald Lake,1B,1,2,1,Post,Mixed,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,2A,2,3,2,Post,Castilleja,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,2,3,1,0.02
2023,8/1/23,Emerald Lake,2B,2,4,2,Post,Castilleja,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,6,5,0,0.06
2023,8/1/23,Emerald Lake,3A,3,5,2,Post,Community,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,6.5,6,0,0.065
2023,8/7/23,Emerald Lake,4A,4,7,2,Post,Mixed,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,5A,5,9,3,Post,Mixed,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,5,2,0,0.05
2023,8/1/23,Emerald Lake,5B,5,10,3,Post,Mixed,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1.5,3,0,0.015
2023,8/1/23,Emerald Lake,6A,6,11,3,Post,Community,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,6,6,0,0.06
2023,8/1/23,Emerald Lake,6B,6,12,3,Post,Community,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,7B,7,14,4,Post,Castilleja,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,15,9,0,0.15
2023,8/1/23,Emerald Lake,8A,8,15,4,Post,Control,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,4,4,0,0.04
2023,8/1/23,Emerald Lake,8B,8,16,4,Post,Control,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,12,9,0,0.12
2023,8/1/23,Emerald Lake,9A,9,17,5,Post,Mixed,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,15,11,0,0.15
2023,8/1/23,Emerald Lake,9B,9,18,5,Post,Mixed,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,15,12,0,0.15
2023,8/1/23,Emerald Lake,10A,10,19,5,Post,Control,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,12,9,1,0.12
2023,8/1/23,Emerald Lake,10B,10,20,5,Post,Control,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,1,0,0.01
2023,7/31/23,Emerald Lake,11A,11,21,3,Post,Castilleja,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,12,7,1,0.12
2023,7/31/23,Emerald Lake,12A,12,23,3,Post,Control,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,25,12,0,0.25
2023,7/31/23,Emerald Lake,12B,12,24,3,Post,Control,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,13A,13,25,1,Post,Control,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,16B,16,32,2,Post,Control,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,7,7,0,0.07
2023,8/1/23,Emerald Lake,17A,17,33,4,Post,Community,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,3,3,0,0.03
2023,8/1/23,Emerald Lake,17B,17,34,4,Post,Community,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,7,5,0,0.07
2023,8/1/23,Emerald Lake,18A,18,35,5,Post,Community,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,50,14,0,0.5
2023,8/1/23,Emerald Lake,18B,18,36,5,Post,Community,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,55,15,1,0.55
2023,8/1/23,Emerald Lake,19A,19,37,5,Post,Castilleja,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,40,12,0,0.4
2023,8/1/23,Emerald Lake,19B,19,38,5,Post,Castilleja,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,30,0,0,0.3
2023,8/1/23,Emerald Lake,20A,20,39,4,Post,Mixed,C,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,5,5,0,0.05
2023,8/1/23,Emerald Lake,20B,20,40,4,Post,Mixed,R,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,3A,3,6,2,Post,Community,R,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,12,2,0,0.12
2023,8/1/23,Emerald Lake,6B,6,12,3,Post,Community,C,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,6,1,0,0.06
2023,8/1/23,Emerald Lake,7B,7,14,4,Post,Castilleja,R,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,8B,8,16,4,Post,Control,R,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,4,3,0,0.04
2023,8/1/23,Emerald Lake,9A,9,17,5,Post,Mixed,C,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,3,4,0,0.03
2023,8/1/23,Emerald Lake,9B,9,18,5,Post,Mixed,R,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,10A,10,19,5,Post,Control,C,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,7,2,1,0.07
2023,7/31/23,Emerald Lake,11A,11,21,3,Post,Castilleja,C,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,3,1,0,0.03
2023,8/1/23,Emerald Lake,13A,13,25,1,Post,Control,R,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,13B,13,26,1,Post,Control,C,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,1.5,1,0,0.015
2023,8/1/23,Emerald Lake,14B,14,28,1,Post,Community,R,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,0.5,1,0,0.005
2023,8/1/23,Emerald Lake,18A,18,35,5,Post,Community,C,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,20,5,0,0.2
2023,8/1/23,Emerald Lake,18B,18,36,5,Post,Community,R,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,4,1,1,0.04
2023,8/1/23,Emerald Lake,19B,19,38,5,Post,Castilleja,R,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,10,0,0,0.1
2023,8/1/23,Emerald Lake,1A,1,1,1,Post,Mixed,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,4,5,1,0.04
2023,8/1/23,Emerald Lake,1B,1,2,1,Post,Mixed,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,4,10,0,0.04
2023,8/1/23,Emerald Lake,2A,2,3,2,Post,Castilleja,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,3,5,1,0.03
2023,8/1/23,Emerald Lake,2B,2,4,2,Post,Castilleja,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,20,8,0,0.2
2023,8/1/23,Emerald Lake,3A,3,5,2,Post,Community,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,4,10,0,0.04
2023,8/1/23,Emerald Lake,3B,3,6,2,Post,Community,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,4,12,0,0.04
2023,8/3/23,Emerald Lake,4A,4,7,2,Post,Mixed,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,3,12,0,0.03
2023,8/1/23,Emerald Lake,4B,4,8,2,Post,Mixed,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,3,8,1,0.03
2023,8/1/23,Emerald Lake,5A,5,9,3,Post,Mixed,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,25,10,1,0.25
2023,8/1/23,Emerald Lake,5B,5,10,3,Post,Mixed,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,9,11,0,0.09
2023,8/1/23,Emerald Lake,6A,6,11,3,Post,Community,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,8,10,0,0.08
2023,8/1/23,Emerald Lake,6B,6,12,3,Post,Community,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,3,8,1,0.03
2023,8/1/23,Emerald Lake,7A,7,13,4,Post,Castilleja,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,6,9,1,0.06
2023,8/1/23,Emerald Lake,7B,7,14,4,Post,Castilleja,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,2,6,0,0.02
2023,8/1/23,Emerald Lake,8A,8,15,4,Post,Control,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,9,12,0,0.09
2023,8/1/23,Emerald Lake,8B,8,16,4,Post,Control,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,0.3,3,1,0.003
2023,8/1/23,Emerald Lake,9A,9,17,5,Post,Mixed,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,12,9,1,0.12
2023,8/1/23,Emerald Lake,9B,9,18,5,Post,Mixed,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,3,6,0,0.03
2023,8/1/23,Emerald Lake,10B,10,20,5,Post,Control,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,2,12,0,0.02
2023,7/31/23,Emerald Lake,11A,11,21,3,Post,Castilleja,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,6,7,1,0.06
2023,7/31/23,Emerald Lake,12A,12,23,3,Post,Control,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,4,4,0,0.04
2023,8/1/23,Emerald Lake,13A,13,25,1,Post,Control,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,2,4,0,0.02
2023,8/1/23,Emerald Lake,13B,13,26,1,Post,Control,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,14A,14,27,1,Post,Community,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,3,9,0,0.03
2023,8/1/23,Emerald Lake,14B,14,28,1,Post,Community,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,5,7,0,0.05
2023,8/1/23,Emerald Lake,15A,15,29,1,Post,Castilleja,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,20,8,1,0.2
2023,8/1/23,Emerald Lake,15B,15,30,1,Post,Castilleja,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,8,10,0,0.08
2023,8/1/23,Emerald Lake,16A,16,31,2,Post,Control,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,9,11,1,0.09
2023,8/1/23,Emerald Lake,16B,16,32,2,Post,Control,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,25,9,0,0.25
2023,8/1/23,Emerald Lake,17A,17,33,4,Post,Community,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,12,9,0,0.12
2023,8/1/23,Emerald Lake,17B,17,34,4,Post,Community,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,9,7,1,0.09
2023,8/1/23,Emerald Lake,18A,18,35,5,Post,Community,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,10,15,0,0.1
2023,8/1/23,Emerald Lake,18B,18,36,5,Post,Community,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,2,8,1,0.02
2023,8/1/23,Emerald Lake,19A,19,37,5,Post,Castilleja,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,8,10,1,0.08
2023,8/1/23,Emerald Lake,19B,19,38,5,Post,Castilleja,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,10,7,0,0.1
2023,8/1/23,Emerald Lake,20A,20,39,4,Post,Mixed,C,Poaceae,Elymus,glaucus,ELGL,grass,perennial,12,7,0,0.12
2023,8/1/23,Emerald Lake,20B,20,40,4,Post,Mixed,R,Poaceae,Elymus,glaucus,ELGL,grass,perennial,5,7,1,0.05
2023,8/1/23,Emerald Lake,20A,20,39,4,Post,Mixed,C,Onagraceae,Epilobium,ciliatum,EPCI,forb,perennial,1,4,0,0.01
2023,8/1/23,Emerald Lake,3A,3,5,2,Post,Community,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,4,1,0,0.04
2023,8/1/23,Emerald Lake,3B,3,6,2,Post,Community,C,Asteraceae,Erigeron,speciosus,ERSP,forb,perennial,0.1,1,0,0.001
2023,8/1/23,Emerald Lake,3B,3,6,2,Post,Community,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,4A,4,7,2,Post,Mixed,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,5,3,0,0.05
2023,8/1/23,Emerald Lake,4B,4,8,2,Post,Mixed,C,Asteraceae,Erigeron,speciosus,ERSP,forb,perennial,5,3,1,0.05
2023,8/1/23,Emerald Lake,5A,5,9,3,Post,Mixed,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,6,2,1,0.06
2023,8/1/23,Emerald Lake,5B,5,10,3,Post,Mixed,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,6,3,0,0.06
2023,8/1/23,Emerald Lake,6A,6,11,3,Post,Community,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,6A,6,11,3,Post,Community,R,Asteraceae,Erigeron,speciosus,ERSP,forb,perennial,4,3,0,0.04
2023,8/1/23,Emerald Lake,7A,7,13,4,Post,Castilleja,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,5,2,0,0.05
2023,8/1/23,Emerald Lake,7B,7,14,4,Post,Castilleja,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,8A,8,15,4,Post,Control,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,8,3,0,0.08
2023,8/1/23,Emerald Lake,8B,8,16,4,Post,Control,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,4,2,0,0.04
2023,8/1/23,Emerald Lake,9A,9,17,5,Post,Mixed,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,0.2,1,0,0.002
2023,8/1/23,Emerald Lake,9B,9,18,5,Post,Mixed,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,0.3,1,0,0.003
2023,8/1/23,Emerald Lake,10B,10,20,5,Post,Control,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,2,0,0.01
2023,7/31/23,Emerald Lake,11A,11,21,3,Post,Castilleja,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,3,2,0,0.03
2023,7/31/23,Emerald Lake,11B,11,22,3,Post,Castilleja,R,Asteraceae,Erigeron,speciosus,ERSP,forb,perennial,3,3,0,0.03
2023,7/31/23,Emerald Lake,12A,12,23,3,Post,Control,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,3,1,0,0.03
2023,7/31/23,Emerald Lake,12B,12,24,3,Post,Control,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,4,4,0,0.04
2023,8/1/23,Emerald Lake,13A,13,25,1,Post,Control,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,2,3,0,0.02
2023,8/1/23,Emerald Lake,13B,13,26,1,Post,Control,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,13B,13,26,1,Post,Control,C,Asteraceae,Erigeron,speciosus,ERSP,forb,perennial,6,2,0,0.06
2023,8/1/23,Emerald Lake,14A,14,27,1,Post,Community,C,Asteraceae,Erigeron,speciosus,ERSP,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,17A,17,33,4,Post,Community,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,19A,19,37,5,Post,Castilleja,C,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,4,1,0,0.04
2023,8/1/23,Emerald Lake,19B,19,38,5,Post,Castilleja,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,4.5,3,0,0.045
2023,8/1/23,Emerald Lake,20B,20,40,4,Post,Mixed,R,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,3A,3,5,2,Post,Community,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.5,2,0,0.005
2023,8/1/23,Emerald Lake,6B,6,12,3,Post,Community,C,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.1,1,0,0.001
2023,8/1/23,Emerald Lake,7A,7,13,4,Post,Castilleja,C,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,7B,7,14,4,Post,Castilleja,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.2,2,0,0.002
2023,8/1/23,Emerald Lake,8B,8,16,4,Post,Control,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1,4,0,0.01
2023,8/1/23,Emerald Lake,9A,9,17,5,Post,Mixed,C,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,4,12,0,0.04
2023,8/1/23,Emerald Lake,9B,9,18,5,Post,Mixed,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,2,4,0,0.02
2023,8/1/23,Emerald Lake,10A,10,19,5,Post,Control,C,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1.5,2,0,0.015
2023,8/1/23,Emerald Lake,10B,10,20,5,Post,Control,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,2,4,0,0.02
2023,8/1/23,Emerald Lake,10B,10,20,5,Post,Control,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,2,4,0,0.02
2023,7/31/23,Emerald Lake,11A,11,21,3,Post,Castilleja,C,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1,2,0,0.01
2023,8/1/23,Emerald Lake,14B,14,28,1,Post,Community,R,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.5,1,0,0.005
