"Year","Date","Site","Pair","Plot","Castilleja","div","rich","even"
2023,"7/13/23","Deer Creek 1",17,33,"Castilleja",1.37381620023892,6,0.766741420281598
2023,"7/13/23","Deer Creek 1",17,34,"Control",1.09861228866811,3,1
2023,"7/13/23","Deer Creek 1",18,35,"Castilleja",1.34026670304136,7,0.688760837026324
2023,"7/13/23","Deer Creek 1",18,36,"Control",1.38629436111989,4,1
2023,"7/13/23","Deer Creek 1",19,37,"Castilleja",1.88669678465808,7,0.969570350190125
2023,"7/13/23","Deer Creek 1",19,38,"Control",1.46179181927226,7,0.751212392813675
2023,"7/13/23","Deer Creek 1",20,39,"Castilleja",1.77213938843753,7,0.91069949416619
2023,"7/13/23","Deer Creek 1",20,40,"Control",1.50537404287268,7,0.773609225278719
2023,"7/14/23","Deer Creek 2",21,41,"Castilleja",1.78385396035562,7,0.916719593256466
2023,"7/14/23","Deer Creek 2",21,42,"Control",1.31223565951908,7,0.674355730225331
2023,"7/14/23","Deer Creek 2",22,43,"Castilleja",1.84386143796137,7,0.947557336527851
2023,"7/14/23","Deer Creek 2",22,44,"Control",1.67749378481241,9,0.763460322679488
2023,"7/14/23","Deer Creek 2",23,45,"Castilleja",1.74712262978293,9,0.795149775677929
2023,"7/14/23","Deer Creek 2",23,46,"Control",1.31223565951908,7,0.674355730225331
2023,"7/14/23","Deer Creek 2",24,47,"Castilleja",1.4622122295667,9,0.665481464502549
2023,"7/14/23","Deer Creek 2",24,48,"Control",2.04228020172275,9,0.92948177568571
2023,"7/14/23","Deer Creek 2",25,49,"Castilleja",2.20478541691352,10,0.957526140346302
2023,"7/14/23","Deer Creek 2",25,50,"Control",1.89462886251168,7,0.973646631850639
2023,"7/14/23","Deer Creek 2",26,51,"Castilleja",2.19765355941704,11,0.916492719405694
2023,"7/14/23","Deer Creek 2",26,52,"Control",1.6357434952315,7,0.840605870741569
2023,"7/18/23","Deer Creek 2",27,53,"Castilleja",1.92862354816974,9,0.877754403470164
2023,"7/18/23","Deer Creek 2",27,54,"Control",1.27961456490827,6,0.714166486565058
2023,"7/18/23","Deer Creek 2",28,55,"Castilleja",1.06800618018425,5,0.663589550074044
2023,"7/18/23","Deer Creek 2",28,56,"Control",1.8777716957277,10,0.815505885728654
2023,"7/18/23","Deer Creek 2",29,57,"Castilleja",1.53672246943722,6,0.857661140252986
2023,"7/18/23","Deer Creek 2",29,58,"Control",1.94109610658634,9,0.883430909433758
2023,"7/18/23","Deer Creek 2",30,59,"Castilleja",1.8523461929579,10,0.80446373017611
2023,"7/18/23","Deer Creek 2",30,60,"Control",1.57885956289845,7,0.811373312208143
2023,"7/18/23","Deer Creek 2",31,61,"Castilleja",2.05663060498331,10,0.893183323057597
2023,"7/18/23","Deer Creek 2",31,62,"Control",0.633663256977656,4,0.457091419217607
2023,"7/18/23","Deer Creek 2",32,63,"Castilleja",1.90615474653985,7,0.979569764547061
2023,"7/18/23","Deer Creek 2",32,64,"Control",1.35923670066501,5,0.844541246458714
2023,"7/18/23","Deer Creek 2",33,65,"Castilleja",1.84386143796137,8,0.886709917544419
2023,"7/18/23","Deer Creek 2",33,66,"Control",1.76519052413502,7,0.907128484319776
2023,"7/18/23","Deer Creek 2",34,67,"Castilleja",1.65806269875605,7,0.852075672435848
2023,"7/18/23","Deer Creek 2",34,68,"Control",1.5498260458782,5,0.962961064794514
2023,"7/18/23","Deer Creek 2",35,69,"Castilleja",2.15262276961291,10,0.934872190462184
2023,"7/18/23","Deer Creek 2",35,70,"Control",0.796311640173813,3,0.72483409150576
2023,"7/18/23","Deer Creek 2",36,71,"Castilleja",1.35178399428965,4,0.975106032457373
2023,"7/18/23","Deer Creek 2",36,72,"Control",1.19455376451267,6,0.666693149961315
2023,"7/18/23","Deer Creek 2",37,73,"Castilleja",1.67698777432242,6,0.935944697445866
2023,"7/18/23","Deer Creek 2",37,74,"Control",1.77290857741186,8,0.852588804193868
2023,"7/18/23","Deer Creek 2",38,75,"Castilleja",2.2540517043469,12,0.907097135636545
2023,"7/18/23","Deer Creek 2",38,76,"Control",1.69668425456778,6,0.946937512376461
2023,"7/18/23","Deer Creek 2",39,77,"Castilleja",1.66858100001262,9,0.759403939507859
2023,"7/18/23","Deer Creek 2",39,78,"Control",1.79352134266893,9,0.816266739944846
2023,"7/18/23","Deer Creek 2",40,79,"Castilleja",2.00050739178836,9,0.910470150581355
2023,"7/18/23","Deer Creek 2",40,80,"Control",2.06521162570945,9,0.93991831650326
2024,"7/5/24","Deer Creek 1",41,1,"Castilleja",1.93380999892063,8,0.929966031821429
2024,"7/5/24","Deer Creek 1",41,2,"Control",2.21708662030422,13,0.864378321487959
2024,"7/5/24","Deer Creek 1",42,3,"Castilleja",2.22388940089641,12,0.894958931791721
2024,"7/5/24","Deer Creek 1",42,4,"Control",2.233807283243,12,0.898950181260765
2024,"7/5/24","Deer Creek 1",43,5,"Castilleja",2.49260004630836,15,0.920440856411686
2024,"7/5/24","Deer Creek 1",43,6,"Control",1.99029452630837,10,0.864373930137972
2024,"7/5/24","Deer Creek 1",44,7,"Castilleja",2.18703290677101,10,0.949816323151479
2024,"7/5/24","Deer Creek 1",44,8,"Control",2.36173836677077,12,0.950433436592985
2024,"7/5/24","Deer Creek 1",45,9,"Castilleja",2.20066318850582,11,0.917747832221888
2024,"7/5/24","Deer Creek 1",45,10,"Control",1.47507631105469,5,0.916516443199602
2024,"7/5/24","Deer Creek 1",46,11,"Castilleja",2.07944154167984,9,0.946394630357186
2024,"7/5/24","Deer Creek 1",46,12,"Control",1.83437197028162,7,0.94268071481726
2024,"7/5/24","Deer Creek 1",47,13,"Castilleja",1.63043258262889,6,0.909961750240577
2024,"7/5/24","Deer Creek 1",47,14,"Control",2.08442976821535,10,0.905256346250801
2024,"7/5/24","Deer Creek 1",48,15,"Castilleja",2.34393298130802,12,0.943268022365344
2024,"7/5/24","Deer Creek 1",48,16,"Control",1.98696677023484,8,0.95552903527632
2024,"7/5/24","Deer Creek 1",49,17,"Castilleja",1.36642549494887,4,0.98566764265349
2024,"7/5/24","Deer Creek 1",49,18,"Control",1.97018144002608,8,0.947456997725703
2024,"7/5/24","Deer Creek 1",50,19,"Castilleja",1.69574253416963,6,0.946411928215015
2024,"7/5/24","Deer Creek 1",50,20,"Control",1.32088834314932,4,0.952819531114783
2024,"7/8/24","Deer Creek 1",51,21,"Castilleja",2.19326188688794,12,0.88263351344609
2024,"7/8/24","Deer Creek 1",51,22,"Control",2.08970607877691,13,0.814716311141924
2024,"7/8/24","Deer Creek 1",52,23,"Castilleja",2.22002532783454,10,0.964144749563997
2024,"7/8/24","Deer Creek 1",52,24,"Control",1.83642238675416,7,0.943734420443664
2024,"7/8/24","Deer Creek 1",53,25,"Castilleja",2.30278665611678,13,0.897790301168282
2024,"7/8/24","Deer Creek 1",53,26,"Control",2.0422950432506,12,0.82187998628634
2024,"7/8/24","Deer Creek 1",54,27,"Castilleja",2.22002532783454,10,0.964144749563997
2024,"7/8/24","Deer Creek 1",54,28,"Control",1.8502677786636,9,0.842093155951655
2024,"7/8/24","Deer Creek 1",55,29,"Castilleja",1.81002853965594,9,0.823779489054461
2024,"7/8/24","Deer Creek 1",55,30,"Control",1.98149192270712,9,0.901815837646126
2024,"7/8/24","Deer Creek 1",56,31,"Castilleja",2.10459865975922,12,0.846952806029461
2024,"7/8/24","Deer Creek 1",56,32,"Control",2.30565733829864,11,0.961533793595544
2024,"7/8/24","Deer Creek 1",57,33,"Castilleja",1.97617558963638,8,0.950339574364743
2024,"7/8/24","Deer Creek 1",57,34,"Control",2.35502432245752,13,0.918156265193565
2024,"7/8/24","Deer Creek 1",58,35,"Castilleja",1.98673164880819,9,0.904200539763115
2024,"7/8/24","Deer Creek 1",58,36,"Control",1.84074872856928,7,0.94595772033098
2024,"7/8/24","Deer Creek 1",59,37,"Castilleja",2.08011585275626,10,0.903382836571521
2024,"7/8/24","Deer Creek 1",59,38,"Control",2.10657733323212,9,0.958744661315413
2024,"7/8/24","Deer Creek 1",60,39,"Castilleja",2.5728685636766,15,0.950081561497424
2024,"7/8/24","Deer Creek 1",60,40,"Control",2.21407666952166,12,0.891009998186675
2024,"7/9/24","Deer Creek 2",61,41,"Castilleja",2.02204108244559,10,0.878161284287798
2024,"7/9/24","Deer Creek 2",61,42,"Control",1.6987829895138,7,0.873001762357072
2024,"7/9/24","Deer Creek 2",62,43,"Castilleja",2.55045275371667,15,0.94180408940669
2024,"7/9/24","Deer Creek 2",62,44,"Control",1.65955046686711,9,0.755293966754663
2024,"7/9/24","Deer Creek 2",63,45,"Castilleja",2.33162677818459,14,0.883507437303194
2024,"7/9/24","Deer Creek 2",63,46,"Control",1.50133624197221,10,0.652022045369894
2024,"7/9/24","Deer Creek 2",64,47,"Castilleja",2.39830270631266,14,0.908772492131614
2024,"7/9/24","Deer Creek 2",64,48,"Control",1.83669756042886,7,0.943875831738955
2024,"7/9/24","Deer Creek 2",65,49,"Castilleja",2.07049304042782,10,0.899203702276891
2024,"7/9/24","Deer Creek 2",65,50,"Control",0.981056959617658,6,0.547538314414673
2024,"7/9/24","Deer Creek 2",66,51,"Castilleja",2.30201410308591,12,0.926398624786288
2024,"7/9/24","Deer Creek 2",66,52,"Control",1.08959306851648,6,0.60811347015563
2024,"7/9/24","Deer Creek 2",67,53,"Castilleja",2.19171626023695,12,0.882011507524412
2024,"7/9/24","Deer Creek 2",67,54,"Control",1.71197402668277,10,0.743500872950017
2024,"7/9/24","Deer Creek 2",68,55,"Castilleja",2.15006022448424,10,0.93375929125317
2024,"7/9/24","Deer Creek 2",68,56,"Control",1.56685575655221,11,0.653429603171815
2024,"7/9/24","Deer Creek 2",69,57,"Castilleja",1.50452677303238,10,0.653407675403667
2024,"7/9/24","Deer Creek 2",69,58,"Control",1.85368574258214,11,0.77304699817806
2024,"7/9/24","Deer Creek 2",70,59,"Castilleja",1.47875152464795,8,0.711129163772199
2024,"7/9/24","Deer Creek 2",70,60,"Control",1.8288411561742,8,0.879486688862052
2024,"7/12/24","Deer Creek 2",71,61,"Castilleja",1.7902561109959,8,0.860931204418317
2024,"7/12/24","Deer Creek 2",71,62,"Control",1.49417513828931,5,0.928383211769586
2024,"7/12/24","Deer Creek 2",72,63,"Castilleja",2.47437866898735,14,0.937599437958431
2024,"7/12/24","Deer Creek 2",72,64,"Control",2.31109788621271,12,0.9300542080363
2024,"7/12/24","Deer Creek 2",73,65,"Castilleja",2.14008967494596,10,0.929429136607155
2024,"7/12/24","Deer Creek 2",73,66,"Control",1.19881818782478,6,0.669073169927918
2024,"7/12/24","Deer Creek 2",74,67,"Castilleja",2.23040678757435,12,0.897581721134126
2024,"7/12/24","Deer Creek 2",74,68,"Control",1.75772266767877,9,0.799974060826192
2024,"7/12/24","Deer Creek 2",75,69,"Castilleja",1.92984909552585,10,0.838122813092856
2024,"7/12/24","Deer Creek 2",75,70,"Control",1.77563948372335,9,0.808128355216209
2024,"7/12/24","Deer Creek 2",76,71,"Castilleja",2.1841987919765,13,0.851556302904218
2024,"7/12/24","Deer Creek 2",76,72,"Control",1.80643697164308,8,0.868712553555985
2024,"7/12/24","Deer Creek 2",77,73,"Castilleja",2.47870179607648,14,0.939237571029896
2024,"7/12/24","Deer Creek 2",77,74,"Control",2.09153775608665,10,0.908343306160741
2024,"7/12/24","Deer Creek 2",78,75,"Castilleja",2.72548578504587,17,0.961976898338295
2024,"7/12/24","Deer Creek 2",78,76,"Control",2.15608784612925,11,0.899158470592035
2024,"7/12/24","Deer Creek 2",79,77,"Castilleja",2.38823411593729,15,0.881901714733814
2024,"7/12/24","Deer Creek 2",79,78,"Control",2.42145093904161,16,0.873353815377813
2024,"7/12/24","Deer Creek 2",80,79,"Castilleja",2.18463946349952,13,0.851728108059648
2024,"7/12/24","Deer Creek 2",80,80,"Control",1.24464458897045,9,0.566462164044868
2024,"7/16/24","Johnson Hill",81,81,"Castilleja",1.52971235264797,6,0.853748719579542
2024,"7/16/24","Johnson Hill",81,82,"Control",2.04755929604475,9,0.931884395052181
2024,"7/16/24","Johnson Hill",82,83,"Castilleja",2.18340287154269,11,0.910549720962015
2024,"7/16/24","Johnson Hill",82,84,"Control",2.14196333177366,11,0.893268090592614
2024,"7/16/24","Johnson Hill",83,85,"Castilleja",2.40056312640875,12,0.966057669254318
2024,"7/16/24","Johnson Hill",83,86,"Control",2.37781161525777,12,0.956901787622739
2024,"7/16/24","Johnson Hill",84,87,"Castilleja",2.36083529114726,12,0.950070012227088
2024,"7/16/24","Johnson Hill",84,88,"Control",2.1814923308477,11,0.909752963607068
2024,"7/16/24","Johnson Hill",85,89,"Castilleja",2.0836422391499,10,0.904914326723338
2024,"7/16/24","Johnson Hill",85,90,"Control",1.90787908127342,9,0.868313189717919
2024,"7/16/24","Johnson Hill",86,91,"Castilleja",1.48129649536899,7,0.761235813528245
2024,"7/16/24","Johnson Hill",86,92,"Control",2.06075891838784,10,0.894976226788751
2024,"7/16/24","Johnson Hill",87,93,"Castilleja",1.68740983177091,9,0.767973310136838
2024,"7/16/24","Johnson Hill",87,94,"Control",2.38194113927085,13,0.928650358082778
2024,"7/16/24","Johnson Hill",88,95,"Castilleja",1.94975875852023,9,0.887373452232178
2024,"7/16/24","Johnson Hill",88,96,"Control",2.06521162570945,9,0.93991831650326
2024,"7/16/24","Johnson Hill",89,97,"Castilleja",2.17908987937281,10,0.946366710182834
2024,"7/16/24","Johnson Hill",89,98,"Control",2.2523542313692,11,0.939304671442417
2024,"7/16/24","Johnson Hill",90,99,"Castilleja",1.92067659201716,8,0.923650198151556
2024,"7/16/24","Johnson Hill",90,100,"Control",2.01403552370927,9,0.91662706875005
2024,"7/17/24","Johnson Hill",91,101,"Castilleja",2.20933253140755,12,0.889100816562278
2024,"7/17/24","Johnson Hill",91,102,"Control",1.80901028426687,7,0.929647386414574
2024,"7/17/24","Johnson Hill",92,103,"Castilleja",2.00100652342451,10,0.869026091375676
2024,"7/17/24","Johnson Hill",92,104,"Control",2.02622962299529,8,0.974410476265874
2024,"7/17/24","Johnson Hill",93,105,"Castilleja",2.06318776501445,11,0.860416127601223
2024,"7/17/24","Johnson Hill",93,106,"Control",2.17116769862911,12,0.873742158005951
2024,"7/17/24","Johnson Hill",94,107,"Castilleja",2.12332277375649,11,0.885494374105234
2024,"7/17/24","Johnson Hill",94,108,"Control",2.25751728345271,13,0.880141074475996
2024,"7/17/24","Johnson Hill",95,109,"Castilleja",2.18999482824294,11,0.913298780428884
2024,"7/17/24","Johnson Hill",95,110,"Control",2.02817459413814,12,0.816197499536319
2024,"7/17/24","Johnson Hill",96,111,"Castilleja",2.27953816680831,13,0.888726383691377
2024,"7/17/24","Johnson Hill",96,112,"Control",2.14207154665004,11,0.8933132197013
2024,"7/17/24","Johnson Hill",97,113,"Castilleja",1.84950321469916,9,0.841745187895808
2024,"7/17/24","Johnson Hill",97,114,"Control",1.90804942024092,9,0.868390714322941
2024,"7/17/24","Johnson Hill",98,115,"Castilleja",2.00578420379284,9,0.912871731220362
2024,"7/17/24","Johnson Hill",98,116,"Control",1.80437161915285,10,0.783628637500916
2024,"7/17/24","Johnson Hill",99,117,"Castilleja",2.14038952063104,9,0.974133250969692
2024,"7/17/24","Johnson Hill",99,118,"Control",1.97488503992004,9,0.898808915706863
2024,"7/17/24","Johnson Hill",100,119,"Castilleja",1.96746803510296,10,0.854460510966247
2024,"7/17/24","Johnson Hill",100,120,"Control",1.8367753995163,9,0.835952509571459
