"year","date","site","pair","plot","castilleja","total_cover","plant_cover","bare","div","rich","even","species"
2024,"10-Jul","Avery",27,53,"Castilleja",1.345,1.265,0.08,1.0823688690741,9,0.492607301155489,"C. septentrionalis"
2024,"10-Jul","Avery",27,54,"Control",1.245,1.195,0.05,1.579362779849,10,0.6859085402118,"C. septentrionalis"
2024,"10-Jul","Avery",28,55,"Castilleja",1.4,1.4,0,1.58368684054352,9,0.720766942477715,"C. septentrionalis"
2024,"10-Jul","Avery",28,56,"Control",1,0.94,0.06,1.35330779906808,7,0.695462634657143,"C. septentrionalis"
2024,"7/11/24","Avery",29,57,"Castilleja",1.34,1.34,0,1.61245945302343,10,0.700282242740812,"C. septentrionalis"
2024,"7/11/24","Avery",29,58,"Control",1.11,1.06,0.05,1.62978291997204,8,0.783759912123064,"C. septentrionalis"
2024,"7/11/24","Avery",30,59,"Castilleja",1.2,1.2,0,1.63425627781174,10,0.709748483469387,"C. septentrionalis"
2024,"7/11/24","Avery",30,60,"Control",1.1,1.1,0,1.65693369674386,8,0.796816675791395,"C. septentrionalis"
2024,"7/11/24","Avery",31,61,"Castilleja",1.34,1.29,0.05,1.59705973574984,10,0.693594230506019,"C. septentrionalis"
2024,"7/11/24","Avery",31,62,"Control",1,0.78,0.22,1.98779776623603,10,0.863289601015917,"C. septentrionalis"
2024,"7/11/24","Avery",32,63,"Castilleja",1.355,1.325,0.03,1.77883417661402,13,0.693516295532045,"C. septentrionalis"
2024,"7/11/24","Avery",32,64,"Control",1.11,0.96,0.15,1.82893178173837,10,0.794294980586455,"C. septentrionalis"
2024,"7/11/24","Avery",33,65,"Castilleja",1.13,1.03,0.1,1.95269566029765,10,0.848044950103695,"C. septentrionalis"
2024,"7/11/24","Avery",33,66,"Control",1,0.76,0.24,1.55246577595719,8,0.746578225374427,"C. septentrionalis"
2024,"7/11/24","Avery",34,67,"Castilleja",1.19,1.11,0.08,1.25284779647067,8,0.602492434318968,"C. septentrionalis"
2024,"7/11/24","Avery",34,68,"Control",1.055,0.955,0.1,1.28038711478638,9,0.58272928857306,"C. septentrionalis"
2024,"7/11/24","Avery",35,69,"Castilleja",1.06,0.86,0.2,1.64553266442341,9,0.748914189926983,"C. septentrionalis"
2024,"7/11/24","Avery",35,70,"Control",1.22,1.02,0.2,1.90982508633957,11,0.796458922958207,"C. septentrionalis"
2024,"7/11/24","Avery",36,71,"Castilleja",1.12,1.02,0.1,2.02357509658687,12,0.814346525556409,"C. septentrionalis"
2024,"7/11/24","Avery",36,72,"Control",1,0.65,0.35,1.15495481870735,5,0.717613776700841,"C. septentrionalis"
2024,"7/11/24","Avery",37,73,"Castilleja",1.25,1.05,0.2,0.936920590863145,8,0.450563563381673,"C. septentrionalis"
2024,"7/11/24","Avery",37,74,"Control",1.22,1.18,0.04,1.21158994340038,8,0.582651600978222,"C. septentrionalis"
2024,"7/11/24","Avery",38,75,"Castilleja",1.22,0.97,0.25,1.644744052737,9,0.748555277281207,"C. septentrionalis"
2024,"7/11/24","Avery",38,76,"Control",1.15,0.97,0.18,1.72384190747894,9,0.78455426234528,"C. septentrionalis"
2024,"7/11/24","Avery",39,77,"Castilleja",1.39,1.36,0.03,1.46910677827471,10,0.638024967131371,"C. septentrionalis"
2024,"7/11/24","Avery",39,78,"Control",1.35,1.25,0.1,1.19099315417662,10,0.517241754843455,"C. septentrionalis"
2024,"7/11/24","Avery",40,79,"Castilleja",1.185,1.105,0.08,0.843380278946907,7,0.433411727338154,"C. septentrionalis"
2024,"7/11/24","Avery",40,80,"Control",1.11,0.91,0.2,1.0682990839693,7,0.548997128406944,"C. septentrionalis"
2024,"18-Jul","Copper Creek",41,81,"Castilleja",1.055,0.655,0.4,2.32913200137585,15,0.860077113942668,"C. septentrionalis"
2024,"18-Jul","Copper Creek",41,82,"Control",1.005,0.605,0.4,2.3973539350064,17,0.846160752431791,"C. septentrionalis"
2024,"18-Jul","Copper Creek",42,83,"Castilleja",1.046,0.746,0.3,2.05489705939456,14,0.778648131791112,"C. septentrionalis"
2024,"18-Jul","Copper Creek",42,84,"Control",1.04,0.64,0.4,2.55044454261197,16,0.919878423422154,"C. septentrionalis"
2024,"18-Jul","Copper Creek",43,85,"Castilleja",1.055,0.705,0.35,2.07318959959305,13,0.808277010835345,"C. septentrionalis"
2024,"18-Jul","Copper Creek",43,86,"Control",1.195,0.645,0.55,2.13298895869712,11,0.889525486326974,"C. septentrionalis"
2024,"18-Jul","Copper Creek",44,87,"Castilleja",1.105,0.655,0.45,2.23873805933576,13,0.872819594984666,"C. septentrionalis"
2024,"18-Jul","Copper Creek",44,88,"Control",1.01,0.51,0.5,1.93358093756422,10,0.839743531497459,"C. septentrionalis"
2024,"18-Jul","Copper Creek",45,89,"Castilleja",1.06,0.66,0.4,2.48608156545298,15,0.91803378107286,"C. septentrionalis"
2024,"18-Jul","Copper Creek",45,90,"Control",1.12,0.72,0.4,2.23915254737622,13,0.872981191953145,"C. septentrionalis"
2024,"18-Jul","Copper Creek",46,91,"Castilleja",1.2,0.85,0.35,2.40677845208233,18,0.832688198501556,"C. septentrionalis"
2024,"18-Jul","Copper Creek",46,92,"Control",1.235,1.035,0.2,2.41205573944758,19,0.819190262224562,"C. septentrionalis"
2024,"18-Jul","Copper Creek",47,93,"Castilleja",1.115,0.815,0.3,2.29581770959621,14,0.869938551100331,"C. septentrionalis"
2024,"18-Jul","Copper Creek",47,94,"Control",1.015,0.765,0.25,1.98311618129461,12,0.798064660281624,"C. septentrionalis"
2024,"18-Jul","Copper Creek",48,95,"Castilleja",1.15,0.95,0.2,2.49377692370227,19,0.846944678204283,"C. septentrionalis"
2024,"18-Jul","Copper Creek",48,96,"Control",1,0.8,0.2,2.19637588474243,15,0.811054345982387,"C. septentrionalis"
2024,"22-Jul","Copper Creek",49,97,"Castilleja",1,0.6,0.4,2.34793166521999,14,0.889685736975745,"C. septentrionalis"
2024,"22-Jul","Copper Creek",49,98,"Control",1.095,0.645,0.45,2.43713737743543,14,0.923487849273337,"C. septentrionalis"
2024,"22-Jul","Copper Creek",50,99,"Castilleja",1.07,0.77,0.3,2.27969985750335,13,0.888789422243996,"C. septentrionalis"
2024,"22-Jul","Copper Creek",50,100,"Control",1,0.59,0.41,2.58509097041597,15,0.954594921971462,"C. septentrionalis"
2024,"22-Jul","Copper Creek",51,101,"Castilleja",1.04,0.69,0.35,2.1878063232127,11,0.91238610294248,"C. septentrionalis"
2024,"22-Jul","Copper Creek",51,102,"Control",1.01,0.41,0.6,1.76926063417108,8,0.850834514319558,"C. septentrionalis"
2024,"22-Jul","Copper Creek",52,103,"Castilleja",1.28,0.98,0.3,1.98491029077742,10,0.862035586357612,"C. septentrionalis"
2024,"22-Jul","Copper Creek",52,104,"Control",1.015,0.615,0.4,1.8409415699356,12,0.740849387679274,"C. septentrionalis"
2024,"22-Jul","Copper Creek",53,105,"Castilleja",1.17,0.62,0.55,2.1372361802551,13,0.833246930992145,"C. septentrionalis"
2024,"22-Jul","Copper Creek",53,106,"Control",1.175,0.525,0.65,2.00756488934373,12,0.807903544189478,"C. septentrionalis"
2024,"22-Jul","Copper Creek",54,107,"Castilleja",1.02,0.67,0.35,2.18994531769196,13,0.853796708040773,"C. septentrionalis"
2024,"22-Jul","Copper Creek",54,108,"Control",1.14,0.59,0.55,1.86303089687117,9,0.847901901374959,"C. septentrionalis"
2024,"22-Jul","Copper Creek",55,109,"Castilleja",1.04,0.64,0.4,1.84299947752973,9,0.838785209550163,"C. septentrionalis"
2024,"22-Jul","Copper Creek",55,110,"Control",1.14,0.69,0.45,1.99877267935057,10,0.868055945220928,"C. septentrionalis"
2024,"22-Jul","Copper Creek",56,111,"Castilleja",1.09,0.74,0.35,2.36268334014095,13,0.921142295955205,"C. septentrionalis"
2024,"22-Jul","Copper Creek",56,112,"Control",1.17,0.82,0.35,2.21362049120276,13,0.86302697741897,"C. septentrionalis"
2024,"7/23/24","Copper Creek",57,113,"Castilleja",1.23,0.98,0.25,2.1009225745828,11,0.876152765475448,"C. septentrionalis"
2024,"7/23/24","Copper Creek",57,114,"Control",1.12,0.57,0.55,2.34513674774249,12,0.943752453615336,"C. septentrionalis"
2024,"7/23/24","Copper Creek",58,115,"Castilleja",1.105,0.855,0.25,2.13667834336921,12,0.859862620413326,"C. septentrionalis"
2024,"7/23/24","Copper Creek",58,116,"Control",1.08,0.68,0.4,2.07314744064188,12,0.834295904362744,"C. septentrionalis"
2024,"7/23/24","Copper Creek",59,117,"Castilleja",1.03,0.43,0.6,2.05505088743306,10,0.892497260442559,"C. septentrionalis"
2024,"7/23/24","Copper Creek",59,118,"Control",1.095,0.395,0.7,2.08366989016292,10,0.904926335405713,"C. septentrionalis"
2024,"7/23/24","Copper Creek",60,119,"Castilleja",1.02,0.77,0.25,2.38969221105586,13,0.931672278091633,"C. septentrionalis"
2024,"7/23/24","Copper Creek",60,120,"Control",1.005,0.505,0.5,1.95303777296416,11,0.814480013001129,"C. septentrionalis"
2023,"7/31/23","Emerald Lake",61,121,"Castilleja",1.05,0.85,0.2,1.83565767802502,7,0.943341437895361,"C. septentrionalis"
2023,"7/31/23","Emerald Lake",61,122,"Control",1.02,0.87,0.15,1.99049817389147,10,0.864462373159566,"C. septentrionalis"
2023,"7/31/23","Emerald Lake",62,123,"Castilleja",1.26,0.71,0.55,2.32365007913919,12,0.935105582069828,"C. septentrionalis"
2023,"7/31/23","Emerald Lake",62,124,"Control",1.165,0.665,0.5,2.07465494033163,12,0.834902566866497,"C. septentrionalis"
2023,"7/31/23","Emerald Lake",63,125,"Castilleja",1.225,0.625,0.6,2.053020368277,11,0.856175993825243,"C. septentrionalis"
2023,"7/31/23","Emerald Lake",63,126,"Control",1.365,0.665,0.7,2.21950366614376,12,0.893193982290287,"C. septentrionalis"
2023,"7/31/23","Emerald Lake",64,127,"Castilleja",1.11,0.76,0.35,2.04984192430516,11,0.85485047973466,"C. septentrionalis"
2023,"7/31/23","Emerald Lake",64,128,"Control",1.05,0.75,0.3,2.01978258921169,10,0.8771804331389,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",65,129,"Castilleja",1.15,0.75,0.4,2.00631419301794,10,0.871331182991865,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",65,130,"Control",1.28,0.88,0.4,2.12359812015555,11,0.885609202472503,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",66,131,"Castilleja",1.07,0.72,0.35,2.35445366186461,13,0.91793378103759,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",66,132,"Control",1.035,0.535,0.5,2.06247980077536,11,0.860120883581551,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",67,133,"Castilleja",1.01,0.51,0.5,2.05435630437337,10,0.892195606852512,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",67,134,"Control",1.08,0.53,0.55,1.67367062333116,9,0.761720326904506,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",68,135,"Castilleja",1.05,0.75,0.3,2.16443216014089,12,0.871031577916841,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",68,136,"Control",1.175,0.625,0.55,1.88553594063451,9,0.858144388190132,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",69,137,"Castilleja",1.17,0.62,0.55,2.08618168123626,10,0.906017192408558,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",69,138,"Control",1.07,0.47,0.6,1.8470607955162,8,0.888248483303883,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",70,139,"Castilleja",1.01,0.66,0.35,1.85493474152616,8,0.892035050924148,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",70,140,"Control",1.2,0.7,0.5,1.48859750013946,7,0.764987787777421,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",71,141,"Castilleja",1.14,0.49,0.65,1.69565010408563,7,0.871391777728698,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",71,142,"Control",1.01,0.61,0.4,1.55627017681279,7,0.799764664143574,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",72,143,"Castilleja",1.12,0.37,0.75,1.58114981481863,6,0.882456513819816,"C. septentrionalis"
2023,"8/1/23","Emerald Lake",72,144,"Control",1.09,0.29,0.8,1.4127537333486,5,0.877793248458997,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",73,145,"Castilleja",1.11,0.76,0.35,2.10575198239044,10,0.914516466209002,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",73,146,"Control",1.29,0.54,0.75,2.08940858991682,10,0.907418621042131,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",74,147,"Castilleja",1.15,0.85,0.3,2.37943281628585,14,0.901622253364516,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",74,148,"Control",1,0.69,0.31,2.10647809085329,10,0.91483181110768,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",75,149,"Castilleja",1.245,0.745,0.5,2.31010296937527,12,0.929653824047013,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",75,150,"Control",1.11,0.61,0.5,1.86472347915496,9,0.848672228769457,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",76,151,"Castilleja",1.06,0.56,0.5,1.93268875366755,8,0.929426826832683,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",76,152,"Control",1,0.64,0.36,1.83754145333748,9,0.836301155690331,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",77,153,"Castilleja",1.03,0.78,0.25,1.82916197615938,9,0.832487491277268,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",77,154,"Control",1,0.53,0.47,1.60978663974278,7,0.827266685732787,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",78,155,"Castilleja",1.075,0.525,0.55,1.6897572679399,8,0.812601476920992,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",78,156,"Control",1.07,0.32,0.75,1.50675983425849,5,0.93620252301605,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",79,157,"Castilleja",1.06,0.71,0.35,2.25780460516343,11,0.941577653859983,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",79,158,"Control",1,0.6,0.4,2.07724746286399,10,0.90213711066936,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",80,159,"Castilleja",1.15,0.65,0.5,2.0678304089206,10,0.898047336105959,"C. septentrionalis"
2023,"8/3/23","Emerald Lake",80,160,"Control",1.035,0.485,0.55,1.81414849567356,8,0.872421012714805,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",81,161,"Castilleja",1.33,1.29,0.04,2.08581029586386,13,0.813197457406385,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",81,162,"Control",1,0.97,0.03,2.18074552513257,13,0.850209973459591,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",82,163,"Castilleja",1.11,0.81,0.3,2.30039008294013,14,0.871671129355684,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",82,164,"Control",1.1,0.85,0.25,2.29285186328771,13,0.893917011116697,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",83,165,"Castilleja",1,0.65,0.35,2.36579753401172,13,0.922356430597556,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",83,166,"Control",1.005,0.695,0.31,2.4254481560592,15,0.895643719998991,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",84,167,"Castilleja",1.01,0.89,0.12,2.09834961406971,14,0.795113312061174,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",84,168,"Control",1.151,1.051,0.1,2.43533725846967,17,0.859567199052889,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",85,169,"Castilleja",1.23,0.93,0.3,2.24637004600088,14,0.851201685083655,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",85,170,"Control",1.18,0.88,0.3,1.94164387558788,13,0.756991115609968,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",86,171,"Castilleja",1.145,0.965,0.18,2.17168384803356,16,0.78326937948417,"C. septentrionalis"
2024,"7/25/24","Emerald Lake",86,172,"Control",1,0.6,0.4,2.20809101572914,14,0.836696873141083,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",87,173,"Castilleja",1.325,1.025,0.3,2.40595394034076,18,0.832402937015962,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",87,174,"Control",1.05,0.87,0.18,2.300475648588,17,0.811966967970894,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",88,175,"Castilleja",1,0.78,0.22,2.1808385047374,13,0.850246223533911,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",88,176,"Control",1.005,0.605,0.4,2.23941321541639,13,0.873082818926563,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",89,177,"Castilleja",1.14,0.84,0.3,2.30870133252788,14,0.874820454493295,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",89,178,"Control",1.005,0.855,0.15,2.25493872783663,16,0.813297230039593,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",90,179,"Castilleja",1.035,0.865,0.17,2.22541204661636,15,0.821776511273902,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",90,180,"Control",1.015,0.665,0.35,2.26432697368776,16,0.81668332397261,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",91,181,"Castilleja",1.05,0.8,0.25,2.04975317328064,13,0.799139822124688,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",91,182,"Control",1.005,0.835,0.17,2.15313588244994,15,0.795087137444345,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",92,183,"Castilleja",1.11,0.88,0.23,2.28886133045958,15,0.845206388540355,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",92,184,"Control",1.085,0.485,0.6,2.2576107580378,15,0.833666509254122,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",93,185,"Castilleja",1,0.82,0.18,2.37683853152695,15,0.877693674422854,"C. septentrionalis"
2024,"7/26/24","Emerald Lake",93,186,"Control",1,0.67,0.33,2.41158791319417,16,0.869796480758248,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",94,187,"Castilleja",1.155,0.805,0.35,2.18808862426476,13,0.85307283666226,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",94,188,"Control",1.09,0.54,0.55,1.98965260436894,12,0.800695110433499,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",95,189,"Castilleja",1,0.69,0.31,2.09762560387775,11,0.874777821897867,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",95,190,"Control",1.06,0.21,0.85,1.63278297588122,6,0.911273529691278,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",96,191,"Castilleja",1.1,0.75,0.35,2.06320613361452,12,0.830295228108685,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",96,192,"Control",1.03,0.63,0.4,1.91675929671225,9,0.872354749934582,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",97,193,"Castilleja",1.02,0.87,0.15,1.91324716492884,11,0.797886040575932,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",97,194,"Control",1,0.83,0.17,2.33317162373525,14,0.88409281509447,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",98,195,"Castilleja",1.055,0.855,0.2,1.99297736486251,14,0.755185324129756,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",98,196,"Control",1.02,0.52,0.5,2.19859736721941,13,0.857169893364016,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",99,197,"Castilleja",1.05,0.9,0.15,2.24288605730016,16,0.808950148036483,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",99,198,"Control",1.065,0.835,0.23,2.0840067233602,14,0.789678458278896,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",100,199,"Castilleja",1.06,0.88,0.18,2.15565473500189,15,0.796017272547058,"C. septentrionalis"
2024,"7/27/24","Emerald Lake",100,200,"Control",1,0.55,0.45,1.89459731157733,9,0.862268395829715,"C. septentrionalis"
2023,"7/7/23","Deer Creek 1",1,1,"Castilleja",1.03,0.88,0.15,1.01993708209634,8,0.490486056786385,"C. linariifolia"
2023,"7/7/23","Deer Creek 1",1,2,"Control",1.25,0.85,0.4,1.16121481124145,7,0.596746366632185,"C. linariifolia"
2023,"7/7/23","Deer Creek 1",2,3,"Castilleja",1.385,1.185,0.2,1.4144950913857,10,0.614307412868046,"C. linariifolia"
2023,"7/7/23","Deer Creek 1",2,4,"Control",1.225,0.475,0.75,1.2935168675188,8,0.622050123358532,"C. linariifolia"
2023,"7/11/23","Deer Creek 1",3,5,"Castilleja",1.175,0.875,0.3,1.49084870621582,9,0.678514486681757,"C. linariifolia"
2023,"7/11/23","Deer Creek 1",3,6,"Control",1.02,0.82,0.2,1.1441192331192,6,0.638545102045491,"C. linariifolia"
2023,"7/11/23","Deer Creek 1",4,7,"Castilleja",1.04,0.84,0.2,0.943037640050419,5,0.585942230367978,"C. linariifolia"
2023,"7/11/23","Deer Creek 1",4,8,"Control",1.1,0.35,0.75,1.70921429681692,7,0.878362393888896,"C. linariifolia"
2023,"7/11/23","Deer Creek 1",5,9,"Castilleja",1.06,0.91,0.15,1.12016925768742,7,0.575653124699122,"C. linariifolia"
