Year,Date,Site,Field Plot,Pair,Plot,Treatment,total.cover,plant.cover,Bare ground,Achillea millefolium,Achnatherum sp.,Agoseris sp.,Androsace septentrionales,Anemone multifida,Aquilegia coerulea,Astragalus alpinus,Boechera stricta,Botrychium sp.,Bromus inermis,Campanula petiolata,"Carex sp. (obtusata, geyeri)",Carex pityophila,"Carex sp. (chalciolepis, ebenea, egglestonii, hoodii) ",Castilleja septentrionalis,Chenopodium atrovirens,Cirsium griseum,Cymopterus lemmonii,Dactylis glomerata,Danthonia parryi,Delphinium nuttalianum,Deschampsia cespitosa,Draba spectabilis,Elymus lanceolatus,Eremogone congesta,Erigeron coulteri,Erigeron leiomerus,Erigeron speciosus,Erigeron subtrinervis,Eriogonum umbellatum majus,Fragaria virginiana,Frasera speciosa,Galium boreale,Gentiana parryi,Helianthella quinquenerva,Heterotheca sp.,Hymenoxys hoopesii,Ipomopsis aggregata,Lathyrus lanszwertii,Lomatium triternatum,Lupinus argenteus,Maianthemum stellatum,Mertensia brevistyla,Moehringia sp.,Noccaea fendleri,Oreochrysum parryi,Phleum alpinum,Poa alpina,Poa compressa,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus balsamifera,Potentilla glaucophylla,Potentilla pulcherrima,Sedum lanceolatum,Senecio crassulus,Sibbaldia procumbens,Silene drummondii,Solidago multiradiata,Taraxacum officinale,Thalictrum fendleri,Trisetum canescens,Trisetum spicatum ,Valeriana edulis,Valeriana occidentalis,Vicia americana,Viola adunca
2024,7/11/24,Avery,C13,13,25,Castilleja,1.13,1.03,0.1,0,0.04,0.03,0,0,0,0,0,0,0.05,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.18,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.01,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.04,0.3,0,0,0,0,0,0,0
2024,7/11/24,Avery,C13C,13,26,Control,1,0.76,0.24,0,0.02,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.04,0,0
2024,7/11/24,Avery,C14,14,27,Castilleja,1.19,1.11,0.08,0,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0.04,0,0
2024,7/11/24,Avery,C14C,14,28,Control,1.055,0.955,0.1,0,0,0.04,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.01,0,0,0,0,0,0.05,0,0,0,0,0,0.04,0,0,0,0,0,0.6,0,0,0,0,0,0,0.005
2024,7/11/24,Avery,C15,15,29,Castilleja,1.06,0.86,0.2,0.01,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.08,0,0,0,0,0,0.25,0,0,0,0,0,0,0.01
2024,7/11/24,Avery,C15C,15,30,Control,1.22,1.02,0.2,0.03,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.02,0,0,0.16,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.05,0,0,0,0,0,0.35,0,0,0,0,0,0,0.01
2024,7/11/24,Avery,C16,16,31,Castilleja,1.12,1.02,0.1,0.25,0.02,0.04,0,0,0,0,0.03,0,0.03,0,0,0,0,0.1,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0.06,0,0,0,0.13,0,0,0,0,0.03,0.25,0,0,0,0,0,0,0
2024,7/11/24,Avery,C16C,16,32,Control,1,0.65,0.35,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.01,0,0,0,0,0,0.35,0,0,0,0,0,0,0
2024,7/11/24,Avery,C17,17,33,Castilleja,1.25,1.05,0.2,0.04,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0.07,0,0,0,0,0,0.75,0,0,0,0,0,0,0
2024,7/11/24,Avery,C17C,17,34,Control,1.22,1.18,0.04,0.09,0,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.08,0,0,0,0,0,0.8,0,0,0,0,0,0,0
2024,7/11/24,Avery,C18,18,35,Castilleja,1.22,0.97,0.25,0,0,0.09,0,0,0,0,0,0,0.04,0,0,0,0,0.15,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.4,0,0,0,0,0.11,0,0
2024,7/11/24,Avery,C18C,18,36,Control,1.15,0.97,0.18,0,0,0.01,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.22,0,0,0,0,0,0.38,0,0,0,0,0.12,0,0
2024,7/11/24,Avery,C19,19,37,Castilleja,1.39,1.36,0.03,0.02,0.01,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.06,0,0,0,0,0,0.55,0,0,0,0,0.4,0,0
2024,7/11/24,Avery,C19C,19,38,Control,1.35,1.25,0.1,0.01,0,0.03,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.03,0,0,0,0,0,0.09,0,0,0,0,0,0.85,0,0,0,0,0.13,0,0
2024,7/11/24,Avery,C20,20,39,Castilleja,1.185,1.105,0.08,0,0,0.02,0,0,0,0,0.005,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.17,0,0,0,0,0,0.75,0,0,0,0,0.01,0,0
2024,7/11/24,Avery,C20C,20,40,Control,1.11,0.91,0.2,0.02,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.05,0,0,0,0,0,0.65,0,0,0,0,0.09,0,0
2024,7/18,Copper Creek,E1,1,1,Castilleja,1.055,0.655,0.4,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.05,0.005,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.01,0.02,0,0.05,0,0,0.09,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0.03,0.02
2024,7/18,Copper Creek,E1C,1,2,Control,1.005,0.605,0.4,0,0,0,0.005,0,0,0,0.01,0,0,0.005,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.03,0,0,0,0.12,0,0,0.01,0,0,0,0.08,0,0,0,0,0,0.03,0,0,0.09,0.005,0,0,0.01,0,0,0,0,0.02,0.04,0.03,0,0,0,0,0,0.02
2024,7/18,Copper Creek,E2,2,3,Castilleja,1.046,0.746,0.3,0,0,0,0,0.26,0,0,0.01,0,0,0.02,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0.006,0,0,0.02,0.02,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.02,0.02,0.06,0,0,0,0,0,0.02
2024,7/18,Copper Creek,E2C,2,4,Control,1.04,0.64,0.4,0,0,0,0,0.11,0,0,0.03,0,0,0.01,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0,0.11,0,0,0.03,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0.05,0,0,0,0.03,0.01,0,0,0,0,0.04,0.02,0,0,0,0,0,0.02
2024,7/18,Copper Creek,E3,3,5,Castilleja,1.055,0.705,0.35,0.01,0,0.02,0,0,0,0.02,0.005,0,0,0.07,0,0,0,0.02,0,0,0.005,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.02,0,0,0,0,0,0,0,0.06,0.005,0,0,0,0,0,0,0,0,0.15,0.18,0,0,0,0,0,0
2024,7/18,Copper Creek,E3C,3,6,Control,1.195,0.645,0.55,0,0,0,0,0.14,0,0.05,0,0,0,0.02,0,0,0,0,0.005,0,0.03,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.03,0,0,0,0,0,0,0,0.08,0,0,0,0.03,0,0,0,0,0,0.14,0,0,0,0,0,0,0
2024,7/18,Copper Creek,E4,4,7,Castilleja,1.105,0.655,0.45,0,0,0,0,0.01,0,0.07,0.02,0,0,0.07,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.15,0,0,0.02,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0,0.02,0,0,0.08,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0
2024,7/18,Copper Creek,E4C,4,8,Control,1.01,0.51,0.5,0,0,0.02,0,0,0,0,0.04,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.15,0.02,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0
2024,7/18,Copper Creek,E5,5,9,Castilleja,1.06,0.66,0.4,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0.04,0,0,0,0,0,0,0.13,0,0,0.06,0,0.03,0,0.01,0,0,0.08,0,0,0.05,0.01,0,0,0.03,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0.04,0,0,0,0,0,0.05,0.03,0,0,0,0,0,0
2024,7/18,Copper Creek,E5C,5,10,Control,1.12,0.72,0.4,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.15,0,0,0.07,0,0,0,0.02,0,0,0.13,0,0,0.03,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.12,0.02,0,0,0,0,0,0
2024,7/18,Copper Creek,E6,6,11,Castilleja,1.2,0.85,0.35,0,0.01,0,0,0.03,0,0,0.02,0,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0.02,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0.03,0.01,0,0,0.05,0.01,0,0,0,0.07,0.04,0.22,0,0,0,0,0,0.04
2024,7/18,Copper Creek,E6C,6,12,Control,1.235,1.035,0.2,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0.005,0,0.08,0,0,0,0,0,0.04,0.15,0,0,0,0,0.01,0,0.02,0.09,0,0,0,0,0.06,0.01,0.02,0,0.04,0,0,0,0,0,0,0,0,0.02,0.01,0.3,0,0.02,0,0,0,0,0.05,0,0.07,0,0,0,0,0,0
2024,7/18,Copper Creek,E7,7,13,Castilleja,1.115,0.815,0.3,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.13,0,0,0.09,0,0,0,0.03,0.05,0,0,0,0,0.11,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0.005,0,0,0,0,0,0,0,0,0.06,0.15,0,0,0,0,0.03,0
2024,7/18,Copper Creek,E7C,7,14,Control,1.015,0.765,0.25,0.005,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.08,0,0.11,0,0,0.02,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.2,0,0.01,0,0,0,0,0,0.1,0.16,0,0,0,0,0,0
2024,7/18,Copper Creek,E8,8,15,Castilleja,1.15,0.95,0.2,0,0,0,0,0,0,0,0.01,0,0,0.03,0.04,0,0,0.06,0,0,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0,0.01,0.15,0.04,0,0,0,0,0,0.05,0.04,0,0.15,0.01,0.02,0,0,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0,0.02,0.18,0,0,0,0,0.01,0.04
2024,7/18,Copper Creek,E8C,8,16,Control,1,0.8,0.2,0,0,0,0.03,0,0,0,0.01,0,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.22,0,0,0,0,0.02,0.02,0.11,0,0,0,0,0,0.01
2024,7/22,Copper Creek,E9,9,17,Castilleja,1,0.6,0.4,0,0,0.01,0,0,0,0,0.01,0,0,0.04,0.02,0,0,0.03,0,0,0,0,0,0,0,0,0,0.07,0,0,0.02,0,0,0.01,0.02,0.07,0,0,0,0,0,0.02,0,0,0.11,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.02,0.09,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E9C,9,18,Control,1.095,0.645,0.45,0,0,0,0,0,0,0,0.005,0,0,0.02,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.05,0,0,0,0,0.06,0,0,0.02,0,0,0,0,0.12,0,0,0,0.07,0,0,0,0,0,0,0,0,0.04,0,0,0,0.03,0.04,0,0,0,0.03,0.05,0.02,0,0,0,0,0,0
2024,7/22,Copper Creek,E10,10,19,Castilleja,1.07,0.77,0.3,0,0,0,0,0,0,0,0,0,0,0.05,0.08,0,0,0.09,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0.13,0,0.02,0,0,0,0,0,0,0.13,0,0,0.02,0.01,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0.01
2024,7/22,Copper Creek,E10C,10,20,Control,1,0.59,0.41,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.05,0,0,0.04,0,0.02,0,0.02,0,0,0,0,0,0.04,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0.07,0,0.08,0,0,0.03,0,0,0,0.08,0.02,0.02,0,0,0,0,0,0
2024,7/22,Copper Creek,E11,11,21,Castilleja,1.04,0.69,0.35,0,0,0,0,0,0,0,0,0,0,0.05,0.06,0,0,0.08,0,0,0,0,0,0,0,0,0,0.09,0,0,0.03,0,0,0,0,0,0,0.02,0,0,0.1,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.02,0.06,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E11C,11,22,Control,1.01,0.41,0.6,0.09,0,0,0,0.05,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E12,12,23,Castilleja,1.28,0.98,0.3,0,0.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.11,0,0,0.06,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.02,0,0,0,0,0,0,0,0.3,0,0,0,0.04,0,0,0,0.01,0,0.16,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E12C,12,24,Control,1.015,0.615,0.4,0,0.01,0.02,0,0,0,0,0.005,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.25,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0
