Year,Date,Site,Field Plot,Pair,Plot,Treatment,Total Cover,Plant Cover,Bare ground,Achnatherum sp.,Amelanchier alnifolia,Antennaria parvifolia,Artemisia dracunculus,Artemisia tridentada,Berberis repens,Boechera stricta,Bromus frondosus,Calochortus gunnisonii,Campanula petiolata,Carex sp.,Castilleja linariifolia,Chenopodium atrovirens,Collomia linearis,Crepis sp.,Dactylus glomeratus,Delphinum nuttalliianum,Elymus elymoides,Elymus trachycaulus,Eremogone congesta,Erigeron flagellaris,Erigeron speciosus,Eriogonum umbellatum aureum,Eriogonum umbellatum majus,Festuca rubra,Festuca thurberi,Galium bifolium,Galium boreale,Gayophytum sp.,Helianthella quinquenervis,Heliomerus multiflora ,Heterotheca sp.,Hydrophyllum capitatum,Ipomopsis aggregatta,Koeleria macrantha,Lathyrus lanszwertii,Linum lewisii,Lomatium dissectum,Lupinus sp.,Mertensia brevistyla,Paxistima myrsinites,Phacelia sp.,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus tremuloides,Potentilla hippiana,Potentilla pulcherrima,Rosa woodsii,Sedum lanceolatum,Senecio pudicus,Senecio integerrimus,Symphoricarpos rotundifolius,Taraxacum officinale,Thalictrum fendleri,Vicia americana,Viola adunca,Viola praemorsa,Wyethia amplexicaulis
2024,7/5/24,Deer Creek 1,A6,46,11,Castilleja,1.13,0.38,0.75,0,0,0,0,0.12,0,0,0,0,0,0,0.01,0,0,0,0,0.005,0,0,0.02,0,0,0,0.11,0,0.05,0,0,0.005,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A6C,46,12,Control,1.09,0.44,0.65,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.09,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.005,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A7,47,13,Castilleja,1.025,0.775,0.25,0,0,0,0,0.35,0,0,0,0,0,0,0.02,0,0,0,0,0.005,0,0,0.25,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A7C,47,14,Control,1.34,1.14,0.2,0,0,0,0,0.3,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.12,0,0,0,0.4,0,0.13,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.04,0.05,0,0,0.01,0,0,0
2024,7/5/24,Deer Creek 1,A8,48,15,Castilleja,1.155,0.955,0.2,0,0,0,0,0.45,0,0,0,0.005,0,0.01,0.05,0,0,0,0,0,0,0,0.11,0.01,0,0,0.12,0,0.07,0,0,0,0,0,0,0,0,0,0.01,0,0.04,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0,0,0
2024,7/5/24,Deer Creek 1,A8C,48,16,Control,1.255,0.705,0.55,0,0,0,0,0.2,0,0.01,0,0.005,0,0,0,0,0,0,0,0,0.03,0,0.08,0,0,0,0.15,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.03,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A9,49,17,Castilleja,1.1,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A9C,49,18,Control,1.22,0.82,0.4,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.01,0,0,0.2,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A10,50,19,Castilleja,1.03,0.48,0.55,0,0,0,0,0.07,0,0,0,0,0,0.09,0.15,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A10C,50,20,Control,1.105,0.255,0.85,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.005,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A11,51,21,Castilleja,1.245,0.945,0.3,0,0.15,0,0,0,0,0,0,0,0,0.04,0.1,0,0,0.01,0,0,0,0,0.14,0,0,0,0.17,0,0.02,0.01,0,0.01,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.07,0,0,0.12,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A11C,51,22,Control,1.055,0.885,0.17,0,0,0,0,0.6,0.005,0,0,0,0,0.01,0,0,0,0,0,0,0.005,0,0.01,0.01,0,0.12,0,0,0,0.005,0,0.005,0,0,0,0.02,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.005,0
2024,7/8/24,Deer Creek 1,A12,52,23,Castilleja,1.015,0.765,0.25,0,0,0,0,0.22,0.05,0,0,0.01,0,0.03,0.12,0,0,0,0,0,0,0,0.07,0,0,0,0.1,0,0.08,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.005,0
2024,7/8/24,Deer Creek 1,A12C,52,24,Control,1.1,0.75,0.35,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0.01,0,0,0.17,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A13,53,25,Castilleja,1.22,1.14,0.08,0,0,0,0,0.25,0,0,0,0.005,0,0,0.01,0,0,0,0,0,0.005,0,0.18,0.01,0,0.13,0,0,0.12,0,0,0,0,0,0,0.01,0,0,0.03,0,0.08,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.25,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A13C,53,26,Control,1.04,0.64,0.4,0,0,0,0,0.15,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0.07,0.15,0,0.02,0,0,0,0,0,0,0,0,0,0.07,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.01,0
2024,7/8/24,Deer Creek 1,A14,54,27,Castilleja,1.045,0.795,0.25,0,0.04,0,0,0.3,0.12,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0.02,0.005,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A14C,54,28,Control,1.16,0.61,0.55,0,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A15,55,29,Castilleja,1.16,0.81,0.35,0,0.05,0,0,0.1,0.25,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0.08,0,0,0.12,0,0,0.1,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A15C,55,30,Control,1.105,0.905,0.2,0,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.07,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.02,0,0.005,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A16,56,31,Castilleja,1.07,0.37,0.7,0,0,0.05,0,0.04,0,0,0,0.005,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0.04,0.04,0,0,0,0,0.005,0,0,0.03,0,0,0.005,0,0,0,0,0.005,0,0,0.01,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A16C,56,32,Control,1,0.55,0.45,0,0.02,0,0,0,0.03,0,0,0.005,0,0.01,0,0,0,0,0,0,0.03,0,0.04,0,0,0.3,0,0,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.005,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A17,57,33,Castilleja,1.29,0.89,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0.07,0,0,0,0,0.01,0,0,0.2,0,0.1,0.12,0,0,0.04,0,0,0,0,0,0.05,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A17C,57,34,Control,1.13,0.73,0.4,0,0,0.01,0,0.2,0.01,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.07,0.01,0,0.03,0.2,0,0,0,0,0,0,0,0,0,0,0.07,0.03,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.04,0.05,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A18,58,35,Castilleja,1,0.35,0.65,0,0.02,0,0,0,0,0,0,0,0,0.05,0.15,0,0,0,0,0.005,0,0,0.04,0,0,0.02,0,0,0.03,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A18C,58,36,Control,1.095,0.595,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.005,0,0,0,0,0,0.05,0,0,0.08,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A19,59,37,Castilleja,1.665,1.565,0.1,0,0,0,0,0.55,0,0,0,0.005,0,0.02,0.07,0,0,0,0,0,0,0,0.12,0,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.05,0.15,0,0,0,0,0.01,0
2024,7/8/24,Deer Creek 1,A19C,59,38,Control,1.115,0.565,0.55,0,0,0,0,0.2,0,0,0,0.005,0,0.1,0,0,0,0,0,0,0.05,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A20,60,39,Castilleja,1.205,0.655,0.55,0.02,0,0,0,0,0.02,0,0,0,0,0.04,0.03,0,0,0,0,0,0,0,0.05,0.02,0,0.22,0,0,0,0.005,0,0.015,0,0,0.1,0.01,0,0,0.02,0,0.02,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.07,0,0.01,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A20C,60,40,Control,1.1,0.6,0.5,0,0.15,0,0,0.18,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.04,0,0,0,0.01,0.01,0.03,0,0,0.005,0,0,0,0.005,0,0,0.06,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B1,61,41,Castilleja,1.15,1,0.15,0.03,0,0,0,0.45,0,0,0,0.01,0,0.05,0.1,0,0,0,0,0,0,0,0.04,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B1C,61,42,Control,1.36,1.21,0.15,0.03,0,0.12,0,0.5,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B2,62,43,Castilleja,1.185,0.535,0.65,0.02,0,0.12,0,0.02,0,0,0,0,0,0.07,0.01,0,0,0,0,0.01,0,0,0.07,0.01,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0,0.005,0.02,0,0,0,0,0.03,0,0,0,0.01,0,0.05,0,0,0,0,0.04,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B2C,62,44,Control,1.625,1.225,0.4,0.03,0,0.12,0,0.15,0,0,0,0.01,0,0.3,0,0,0,0,0,0.005,0,0,0.02,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B3,63,45,Castilleja,1.28,0.78,0.5,0,0.15,0,0,0,0.04,0,0,0.005,0,0.05,0.07,0,0,0,0,0.005,0,0,0.2,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0.02,0,0,0.05,0.1,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B3C,63,46,Control,1.25,0.65,0.6,0,0.2,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0.03,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0.02,0,0,0,0,0,0,0.2,0,0,0,0,0,0.01,0
2024,7/9/23,Deer Creek 2,B4,64,47,Castilleja,1.125,0.775,0.35,0,0.1,0,0,0.15,0.01,0.02,0,0,0,0.05,0.05,0,0,0,0,0.005,0,0,0.02,0,0,0,0.12,0,0.08,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.04,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0.05,0
2024,7/9/23,Deer Creek 2,B4C,64,48,Control,1.23,1.08,0.15,0,0.08,0,0,0.15,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B5,65,49,Castilleja,1.16,0.71,0.45,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.005,0,0,0.08,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.005,0,0.06,0,0.01,0,0,0.04,0.25,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B5C,65,50,Control,1.035,0.235,0.8,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0,0.12,0,0,0.04,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B6,66,51,Castilleja,1.18,0.63,0.55,0,0.12,0,0,0.18,0.02,0,0,0,0,0.02,0.12,0,0,0,0,0.005,0,0,0.06,0.02,0,0,0.01,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B6C,66,52,Control,1.065,0.165,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0.1,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B7,67,53,Castilleja,1.125,0.875,0.25,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0.06,0,0.04,0,0.22,0,0.25,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0.06,0,0,0,0.005,0,0.08,0,0,0,0,0.03,0,0.02,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B7C,67,54,Control,1.145,0.545,0.6,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.005,0.04,0,0,0,0,0,0.12,0,0,0,0,0.01,0,0,0,0,0,0,0.09,0.005,0,0,0,0,0,0,0,0.005,0,0.08,0,0,0,0,0.04,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B8,68,55,Castilleja,1.08,0.53,0.55,0,0.08,0.07,0,0,0.01,0,0,0,0,0.005,0.07,0,0,0,0,0,0.06,0,0,0.005,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,0
2024,7/9/23,Deer Creek 2,B8C,68,56,Control,1.005,0.405,0.6,0,0,0.01,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.18,0.01,0,0,0,0.02,0,0.02,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B9,69,57,Castilleja,1.01,0.46,0.55,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0.005,0.07,0,0.02,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.2,0,0,0,0,0.02,0
2024,7/9/23,Deer Creek 2,B9C,69,58,Control,1.125,0.625,0.5,0,0,0,0,0.35,0,0,0,0,0,0.005,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0.02,0,0.12,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B10,70,59,Castilleja,1.17,0.42,0.75,0,0,0,0,0,0.01,0,0,0,0,0,0.05,0,0,0,0,0.005,0,0,0.04,0,0,0,0,0,0.07,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.02,0,0,0,0.005,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/9/23,Deer Creek 2,B10C,70,60,Control,2.13,1.33,0.8,0,0,0,0,0.7,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.03,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.06,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B11,71,61,Castilleja,1.03,0.58,0.45,0,0,0,0,0.23,0,0,0,0,0,0.03,0.1,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B11C,71,62,Control,1.07,0.32,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B12,72,63,Castilleja,1.23,0.93,0.3,0,0.2,0,0,0.08,0,0.01,0,0,0.04,0.04,0.06,0,0,0,0,0,0,0,0.12,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.15,0,0.03,0.04,0.01,0,0,0,0.01,0,0
2024,7/12/24,Deer Creek 2,B12C,72,64,Control,1.19,0.64,0.55,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0.01,0,0.03,0,0.2,0,0.18,0,0.05,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0.02,0.03,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B13,73,65,Castilleja,1.215,0.765,0.45,0,0.08,0,0,0,0,0,0,0,0,0.01,0.08,0,0,0,0,0.005,0.01,0,0.08,0,0,0,0.13,0,0.2,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B13C,73,66,Control,1.11,0.21,0.9,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.06,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B14,74,67,Castilleja,1.05,0.5,0.55,0,0,0,0,0,0,0,0,0.05,0,0.02,0.12,0,0,0,0,0.01,0.02,0,0.08,0,0,0.05,0,0,0.02,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.01,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0
2024,7/12/24,Deer Creek 2,B14C,74,68,Control,1.12,0.32,0.8,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.02,0,0.01,0.01,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B15,75,69,Castilleja,1.11,0.46,0.65,0,0,0,0,0.2,0,0.01,0,0,0,0.01,0.1,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.05,0,0,0,0.01,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B15C,75,70,Control,1.075,0.525,0.55,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.01,0,0.06,0,0.09,0,0,0.05,0,0,0,0,0,0,0
