"Year","Date","Site","Pair","Plot","Castilleja","div","rich","even"
2023,"7/31/23","Emerald Lake",24,48,"Control",2.03637291118448,10,0.884385518424679
2023,"8/1/23","Emerald Lake",25,49,"Castilleja",2.05842926715985,10,0.893964472115677
2023,"8/1/23","Emerald Lake",25,50,"Control",2.18838082373165,11,0.912625688267772
2023,"8/1/23","Emerald Lake",26,51,"Castilleja",2.32761086695689,13,0.907468547160896
2023,"8/1/23","Emerald Lake",26,52,"Control",2.0520750893281,11,0.855781781884621
2023,"8/1/23","Emerald Lake",27,53,"Castilleja",2.05667304063532,10,0.893201752627102
2023,"8/1/23","Emerald Lake",27,54,"Control",1.8855395981336,9,0.858146052789702
2023,"8/1/23","Emerald Lake",28,55,"Castilleja",2.23267205443769,12,0.89849333158176
2023,"8/1/23","Emerald Lake",28,56,"Control",1.97423975261631,9,0.898515232798713
2023,"8/1/23","Emerald Lake",29,57,"Castilleja",2.02995280655368,10,0.881597302410283
2023,"8/1/23","Emerald Lake",29,58,"Control",1.88865483564028,8,0.908250988443067
2023,"8/1/23","Emerald Lake",30,59,"Castilleja",1.87246410936174,8,0.900464894939586
2023,"8/1/23","Emerald Lake",30,60,"Control",1.92067659201716,7,0.987032516865999
2023,"8/1/23","Emerald Lake",31,61,"Castilleja",1.79302384897866,7,0.921431983819565
2023,"8/1/23","Emerald Lake",31,62,"Control",1.7412237648017,7,0.894812006426413
2023,"8/1/23","Emerald Lake",32,63,"Castilleja",1.67669613259185,6,0.935781929096892
2023,"8/1/23","Emerald Lake",32,64,"Control",1.51710639706103,5,0.942631203937882
2023,"8/3/23","Emerald Lake",33,65,"Castilleja",2.16932085438332,10,0.942124076536325
2023,"8/3/23","Emerald Lake",33,66,"Control",2.20799093478563,10,0.9589182790698
2023,"8/3/23","Emerald Lake",34,67,"Castilleja",2.4549699357882,14,0.930245019022041
2023,"8/3/23","Emerald Lake",34,68,"Control",2.08765970855474,10,0.906659091517074
2023,"8/3/23","Emerald Lake",35,69,"Castilleja",2.35668018337295,12,0.94839787384931
2023,"8/3/23","Emerald Lake",35,70,"Control",1.86154180385313,9,0.847224185936402
2023,"8/3/23","Emerald Lake",36,71,"Castilleja",1.86360991900524,8,0.896206929433447
2023,"8/3/23","Emerald Lake",36,72,"Control",2.03910741600264,9,0.928037778675648
2023,"8/3/23","Emerald Lake",37,73,"Castilleja",2.0532293722652,9,0.934464957949089
2023,"8/3/23","Emerald Lake",37,74,"Control",1.78183030776047,7,0.91567964154229
2023,"8/3/23","Emerald Lake",38,75,"Castilleja",1.932815491883,8,0.92948777503099
2023,"8/3/23","Emerald Lake",38,76,"Control",1.5649572502428,5,0.972362610668201
2023,"8/3/23","Emerald Lake",39,77,"Castilleja",2.32537697129164,11,0.969757519300624
2023,"8/3/23","Emerald Lake",39,78,"Control",2.16366581385643,10,0.939668123640558
2023,"8/3/23","Emerald Lake",40,79,"Castilleja",2.09768059580791,10,0.911011107554902
2023,"8/3/23","Emerald Lake",40,80,"Control",1.93999782745386,8,0.93294174833435
2024,"7/10/24","Avery",41,1,"Castilleja",1.864565680654,8,0.896666553630425
2024,"7/10/24","Avery",41,2,"Control",2.0147761689441,12,0.810805576586142
2024,"7/10/24","Avery",42,3,"Castilleja",1.71093450225095,8,0.822785573894422
2024,"7/10/24","Avery",42,4,"Control",1.43192755048052,7,0.735865194585517
2024,"7/10/24","Avery",43,5,"Castilleja",1.86781101055786,12,0.751662446038852
2024,"7/10/24","Avery",43,6,"Control",1.84653921196262,9,0.840396212116494
2024,"7/10/24","Avery",44,7,"Castilleja",1.49053745196799,8,0.71679699673783
2024,"7/10/24","Avery",44,8,"Control",1.99351456576623,10,0.865772375506031
2024,"7/10/24","Avery",45,9,"Castilleja",1.36227855412836,10,0.591630058873085
2024,"7/10/24","Avery",45,10,"Control",1.77086907958013,8,0.85160801305795
2024,"7/10/24","Avery",46,11,"Castilleja",1.67518682660042,7,0.860875733349597
2024,"7/10/24","Avery",46,12,"Control",1.48827001994738,9,0.677340875984404
2024,"7/10/24","Avery",47,13,"Castilleja",1.47409687395581,9,0.670890399261288
2024,"7/10/24","Avery",47,14,"Control",1.92276481208042,10,0.835046147884271
2024,"7/10/24","Avery",48,15,"Castilleja",2.10465286410028,9,0.957868797668297
2024,"7/10/24","Avery",48,16,"Control",1.54101844764476,7,0.79192682580585
2024,"7/11/24","Avery",49,17,"Castilleja",1.76234998719388,10,0.765378874620569
2024,"7/11/24","Avery",49,18,"Control",1.75811797828546,8,0.845476029523388
2024,"7/11/24","Avery",50,19,"Castilleja",1.92163382289107,10,0.834554965520241
2024,"7/11/24","Avery",50,20,"Control",1.73065446419392,8,0.83226887099497
2024,"7/11/24","Avery",51,21,"Castilleja",1.70273057078405,10,0.739486491059488
2024,"7/11/24","Avery",51,22,"Control",1.49908087062398,10,0.651042550038717
2024,"7/11/24","Avery",52,23,"Castilleja",1.9517105502716,13,0.760915822604451
2024,"7/11/24","Avery",52,24,"Control",2.11609425610897,10,0.919008058615292
2024,"7/11/24","Avery",53,25,"Castilleja",2.1364017054173,10,0.92782747179143
2024,"7/11/24","Avery",53,26,"Control",1.77933064327706,8,0.855677165052528
2024,"7/11/24","Avery",54,27,"Castilleja",1.70121772001813,8,0.81811278938086
2024,"7/11/24","Avery",54,28,"Control",1.85805887131429,9,0.845639035026128
2024,"7/11/24","Avery",55,29,"Castilleja",1.96362965180559,9,0.893686367820524
2024,"7/11/24","Avery",55,30,"Control",2.0235230401599,11,0.843874652539946
2024,"7/11/24","Avery",56,31,"Castilleja",2.38839778002761,12,0.961161973722987
2024,"7/11/24","Avery",56,32,"Control",1.41536913507919,5,0.879418288922122
2024,"7/11/24","Avery",57,33,"Castilleja",1.42402137946901,8,0.684809527426602
2024,"7/11/24","Avery",57,34,"Control",1.44327699417427,8,0.694069520708116
2024,"7/11/24","Avery",58,35,"Castilleja",1.96453263065992,9,0.894097331207537
2024,"7/11/24","Avery",58,36,"Control",1.90151554356788,9,0.86541701889807
2024,"7/11/24","Avery",59,37,"Castilleja",1.78053541887791,10,0.77327670725197
2024,"7/11/24","Avery",59,38,"Control",1.66957880963542,10,0.725088864127261
2024,"7/11/24","Avery",60,39,"Castilleja",1.27909855328494,7,0.657326626260675
2024,"7/11/24","Avery",60,40,"Control",1.64477366589668,7,0.845246460477724
2024,"7/18","Copper Creek",1,1,"Castilleja",2.18380090163576,15,0.806410789854237
2024,"7/18","Copper Creek",1,2,"Control",2.55586523202236,17,0.902108285415319
2024,"7/18","Copper Creek",2,3,"Castilleja",2.3329993430048,14,0.884027533931945
2024,"7/18","Copper Creek",2,4,"Control",2.59847436358336,16,0.937201519554706
2024,"7/18","Copper Creek",3,5,"Castilleja",2.18523956021907,13,0.851962068514969
2024,"7/18","Copper Creek",3,6,"Control",2.1205734209787,11,0.884347804941442
2024,"7/18","Copper Creek",4,7,"Castilleja",2.1691826915432,13,0.845701957129471
2024,"7/18","Copper Creek",4,8,"Control",2.07332345108802,10,0.900432934008136
2024,"7/18","Copper Creek",5,9,"Castilleja",2.48250348811588,15,0.916712506697795
2024,"7/18","Copper Creek",5,10,"Control",2.38410682013126,13,0.929494694776645
2024,"7/18","Copper Creek",6,11,"Castilleja",2.60357455301377,18,0.900774976748616
2024,"7/18","Copper Creek",6,12,"Control",2.77609699836398,19,0.942827145682565
2024,"7/18","Copper Creek",7,13,"Castilleja",2.49238565233179,14,0.944422701379946
2024,"7/18","Copper Creek",7,14,"Control",2.07559538287396,12,0.835281028786749
2024,"7/18","Copper Creek",8,15,"Castilleja",2.6714362397775,19,0.907281916412402
2024,"7/18","Copper Creek",8,16,"Control",2.53157840676665,15,0.934834371141371
2024,"7/22","Copper Creek",9,17,"Castilleja",2.21814192357281,14,0.840505395120077
2024,"7/22","Copper Creek",9,18,"Control",2.31680558906491,14,0.877891345165537
2024,"7/22","Copper Creek",10,19,"Castilleja",2.22372953909928,13,0.866968204510692
2024,"7/22","Copper Creek",10,20,"Control",2.49910375508675,15,0.922842476874906
2024,"7/22","Copper Creek",11,21,"Castilleja",2.09868067282828,11,0.875217819825422
2024,"7/22","Copper Creek",11,22,"Control",1.564789939106,8,0.752504895060392
2024,"7/22","Copper Creek",12,23,"Castilleja",1.86415051365237,10,0.809590281516338
2024,"7/22","Copper Creek",12,24,"Control",2.20153986792975,12,0.885964818081828
2024,"7/22","Copper Creek",13,25,"Castilleja",2.12522207216131,13,0.828562975709034
2024,"7/22","Copper Creek",13,26,"Control",2.23554691260561,12,0.899650259616932
2024,"7/22","Copper Creek",14,27,"Castilleja",2.06791387304995,13,0.80622015675838
2024,"7/22","Copper Creek",14,28,"Control",1.97634963552555,9,0.899475481892502
2024,"7/22","Copper Creek",15,29,"Castilleja",1.98573666671079,9,0.903747703895692
2024,"7/22","Copper Creek",15,30,"Control",2.06251088141122,10,0.895737094662303
2024,"7/22","Copper Creek",16,31,"Castilleja",2.41531800383315,13,0.941663037832265
2024,"7/22","Copper Creek",16,32,"Control",2.29122858945444,13,0.893284143325938
2024,"7/23","Copper Creek",17,33,"Castilleja",2.17917161477195,11,0.908785149832185
2024,"7/23","Copper Creek",17,34,"Control",2.27368211235193,12,0.914996992963866
2024,"7/23","Copper Creek",18,35,"Castilleja",1.97142932135169,12,0.793361521858329
2024,"7/23","Copper Creek",18,36,"Control",2.07400497883769,12,0.834641003119628
2024,"7/23","Copper Creek",19,37,"Castilleja",1.92636981755172,10,0.836611781867688
2024,"7/23","Copper Creek",19,38,"Control",1.87484361529351,10,0.814234236553516
2024,"7/23","Copper Creek",20,39,"Castilleja",2.34658213163295,13,0.914864897744142
2024,"7/23","Copper Creek",20,40,"Control",1.83782973822564,11,0.766434530762835
2024,"7/25/2024","Emerald Lake",1,1,"Castilleja",2.404998045668,13,0.93763958289148
2024,"7/25/2024","Emerald Lake",1,2,"Control",2.28141969223299,13,0.889459936351669
2024,"7/25/2024","Emerald Lake",2,3,"Castilleja",2.44186447139512,14,0.925279054756689
2024,"7/25/2024","Emerald Lake",2,4,"Control",2.35915293627473,13,0.919765893003641
2024,"7/25/2024","Emerald Lake",3,5,"Castilleja",2.40768911480935,13,0.938688753368672
2024,"7/25/2024","Emerald Lake",3,6,"Control",2.56332015572533,15,0.946555626879453
2024,"7/25/2024","Emerald Lake",4,7,"Castilleja",2.36974732396122,14,0.897952195796635
2024,"7/25/2024","Emerald Lake",4,8,"Control",2.67283184748005,17,0.943392368628847
2024,"7/25/2024","Emerald Lake",5,9,"Castilleja",2.42409642506992,14,0.918546330110732
2024,"7/25/2024","Emerald Lake",5,10,"Control",2.30908489659424,13,0.900245804026119
2024,"7/25/2024","Emerald Lake",6,11,"Castilleja",2.52147936611771,16,0.909431444300465
2024,"7/25/2024","Emerald Lake",6,12,"Control",2.46300667433205,15,0.909512930495001
2024,"7/26/2024","Emerald Lake",7,13,"Castilleja",2.73881330989965,18,0.947564375557409
2024,"7/26/2024","Emerald Lake",7,14,"Control",2.45010518675739,17,0.864779629778836
2024,"7/26/2024","Emerald Lake",8,15,"Castilleja",2.44557085582479,13,0.953457754910649
2024,"7/26/2024","Emerald Lake",8,16,"Control",2.39467750365311,13,0.933615900324463
2024,"7/26/2024","Emerald Lake",9,17,"Castilleja",2.31879143556811,14,0.878643828440877
2024,"7/26/2024","Emerald Lake",9,18,"Control",2.47998479285904,16,0.894465440534445
2024,"7/26/2024","Emerald Lake",10,19,"Castilleja",2.5413475483901,15,0.938441815944085
2024,"7/26/2024","Emerald Lake",10,20,"Control",2.53182792831081,16,0.913163899139547
2024,"7/26/2024","Emerald Lake",11,21,"Castilleja",2.32472584564789,13,0.906343760310577
2024,"7/26/2024","Emerald Lake",11,22,"Control",2.46506067032075,15,0.910271408306034
2024,"7/26/2024","Emerald Lake",12,23,"Castilleja",2.50770369919793,15,0.92601817284527
2024,"7/26/2024","Emerald Lake",12,24,"Control",2.48595079527636,15,0.917985491651724
2024,"7/26/2024","Emerald Lake",13,25,"Castilleja",2.46461255658879,15,0.910105933629172
2024,"7/26/2024","Emerald Lake",13,26,"Control",2.44444287991781,16,0.88164640514844
2024,"7/27/2024","Emerald Lake",14,27,"Castilleja",2.26681895647948,13,0.883767529321863
2024,"7/27/2024","Emerald Lake",14,28,"Control",2.38447490221482,12,0.959583291556746
2024,"7/27/2024","Emerald Lake",15,29,"Castilleja",2.19834847962438,11,0.916782523641611
2024,"7/27/2024","Emerald Lake",15,30,"Control",1.52269992598575,6,0.849835009741446
2024,"7/27/2024","Emerald Lake",16,31,"Castilleja",2.29882589356442,12,0.925115594889869
2024,"7/27/2024","Emerald Lake",16,32,"Control",1.93235057007568,9,0.879450644238809
2024,"7/27/2024","Emerald Lake",17,33,"Castilleja",2.10185298057311,11,0.876540774910585
2024,"7/27/2024","Emerald Lake",17,34,"Control",2.43257585166397,14,0.921759381414655
2024,"7/27/2024","Emerald Lake",18,35,"Castilleja",2.34832854938,14,0.889836125584418
2024,"7/27/2024","Emerald Lake",18,36,"Control",2.31502672422924,13,0.902562351765246
2024,"7/27/2024","Emerald Lake",19,37,"Castilleja",2.46052093710239,16,0.887445338490271
2024,"7/27/2024","Emerald Lake",19,38,"Control",2.29044808353132,14,0.867903875307338
2024,"7/27/2024","Emerald Lake",20,39,"Castilleja",2.36732383218355,15,0.874180187361378
2024,"7/27/2024","Emerald Lake",20,40,"Control",2.00951743733944,9,0.9145707990285
