year,date,site,field_plot,pair,plot,castilleja,total_cover,plant_cover,bare,Achillea millefolium,Achnatherum sp.,Agoseris sp.,Androsace septentrionales,Anemone multifida,Aquilegia coerulea,Artemisia dracunculus,Astragalus alpinus,Boechera stricta,Botrychium sp.,Bromus inermis,Campanula petiolata,"Carex sp. (obtusata, geyeri)",Carex pityophila,"Carex sp. (chalciolepis, ebenea, egglestonii, hoodii)",Castilleja septentrionalis,Chenopodium atrovirens,Cirsium griseum,Cymopterus lemmonii,Dactylis glomerata,Danthonia parryi,Delphinium barbeyi,Delphinium nuttalianum,Deschampsia cespitosa,Draba spectabilis,Elymus lanceolatus,Eremogone congesta,Erigeron coulteri,Erigeron leiomerus,Erigeron speciosus,Erigeron subtrinervis,Eriogonum umbellatum majus,Fragaria virginiana,Frasera speciosa,Galium boreale,Gentiana parryi,Helianthella quinquenerva,Heterotheca sp.,Hymenoxys hoopesii,Ipomopsis aggregata,Lathyrus lanszwertii,Lomatium triternatum,Lupinus argenteus,Maianthemum stellatum,Mertensia brevistyla,Moehringia sp.,Noccaea fendleri,Oreochrysum parryi,Phleum alpinum,Poa alpina,Poa compressa,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus balsamifera,Potentilla glaucophylla,Potentilla pulcherrima,Pyrrocoma crocea,Sedum lanceolatum,Senecio crassulus,Sibbaldia procumbens,Solidago multiradiata,Silene drummondii,Solidago multiradiata,Taraxacum officinale,Thalictrum fendleri,Trisetum canescens,Trisetum spicatum,Valeriana edulis,Valeriana occidentalis,Vicia americana,Viola adunca
2023,7/26/23,Avery,E6,6,11,Castilleja,1.21,0.86,0.3,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.03,0,0,0,0,0,0,0,0.4,0.12,0,0,0,0,0,0
2023,7/26/23,Avery,E6C,6,12,Control,1.2,0.8,0.3,0,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
2023,7/26/23,Avery,E7,7,13,Castilleja,1.21,0.58,0.6,0,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
2023,7/26/23,Avery,E7C,7,14,Control,1.09,0.59,0.45,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.2,0,0,0,0,0,0,0,0.12,0.1,0,0,0,0,0,0
2023,7/27/23,Avery,E8,8,15,Castilleja,1.03,0.73,0.3,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.02,0,0,0,0,0.03,0,0,0.2,0,0,0,0,0,0,0
2023,7/27/23,Avery,E8C,8,16,Control,1.06,0.31,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.02,0,0,0.1,0,0,0,0,0,0,0
2023,7/27/23,Avery,E9,9,17,Castilleja,1.025,0.625,0.4,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.02,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
2023,7/27/23,Avery,E9C,9,18,Control,1.01,0.86,0.15,0.04,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.01,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
2023,7/27/23,Avery,E10,10,19,Castilleja,1.2,0.61,0.55,0,0.04,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0.08,0,0,0,0,0,0
2023,7/27/23,Avery,E10C,10,20,Control,1.21,0.51,0.7,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.04,0,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0,0
2023,7/27/23,Avery,E11,11,21,Castilleja,1.43,0.88,0.55,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.08,0,0,0,0,0,0
2023,7/27/23,Avery,E11C,11,22,Control,1.08,0.73,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0,0.35,0.12,0,0,0,0,0,0
2023,7/27/23,Avery,E12,12,23,Castilleja,1.16,0.81,0.35,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.08,0,0,0,0,0,0,0,0.35,0.15,0,0,0,0,0,0
2023,7/27/23,Avery,E12C,12,24,Control,1.16,0.96,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.04,0,0,0,0,0,0,0,0.5,0.15,0,0,0,0,0,0
2023,7/28/23,Avery,E13,13,25,Castilleja,1.035,0.585,0.45,0.01,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.12,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
2023,7/28/23,Avery,E13C,13,26,Control,1.19,0.57,0.6,0.005,0.02,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.2,0,0,0,0,0,0,0,0.12,0.08,0,0,0,0,0,0
2023,7/28/23,Avery,E14,14,27,Castilleja,1.02,0.83,0.15,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.08,0,0,0,0,0,0,0,0.35,0.08,0,0,0,0,0,0
2023,7/28/23,Avery,E14C,14,28,Control,1.135,0.485,0.65,0,0,0.03,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.15,0.1,0,0,0,0,0,0
2023,7/28/23,Avery,E15,15,29,Castilleja,1.18,0.68,0.5,0.05,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.08,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
2023,7/28/23,Avery,E15C,15,30,Control,1.055,0.505,0.55,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.01,0,0,0,0,0,0
2023,7/28/23,Avery,E16,16,31,Castilleja,1.02,0.82,0.15,0.04,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
2023,7/28/23,Avery,E16C,16,32,Control,1.07,0.45,0.6,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.04,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
2023,7/28/23,Avery,E17,17,33,Castilleja,1.11,0.76,0.3,0,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.35,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
2023,7/28/23,Avery,E17C,17,34,Control,1.14,0.66,0.4,0.05,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0
2023,7/28/23,Avery,E18,18,35,Castilleja,1.025,0.625,0.4,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.12,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0
2023,7/28/23,Avery,E18C,18,36,Control,1,0.51,0.45,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
2023,7/28/23,Avery,E19,19,37,Castilleja,1.01,0.66,0.35,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.04,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
2023,7/28/23,Avery,E19C,19,38,Control,1,0.41,0.59,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.02,0,0,0,0,0,0,0,0.15,0.03,0,0,0,0,0,0
2023,7/28/23,Avery,E20,20,39,Castilleja,1.15,0.95,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.65,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
2023,7/28/23,Avery,E20C,20,40,Control,1.005,0.705,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
2024,10-Jul,Avery,C1,21,41,Castilleja,1.11,0.86,0.25,0.09,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.07,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
2024,10-Jul,Avery,C1C,21,42,Control,1.39,1.29,0.1,0.01,0.03,0.01,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.15,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.01,0,0,0,0,0,0,0,0.45,0.07,0,0,0,0,0,0.005
2024,10-Jul,Avery,C2,22,43,Castilleja,1.22,1.17,0.05,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.3,0,0,0,0,0,0,0,0.45,0.02,0,0,0,0.05,0,0
2024,10-Jul,Avery,C2C,22,44,Control,1.02,0.92,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.01
2024,10-Jul,Avery,C3,23,45,Castilleja,1.055,1.005,0.05,0.03,0.005,0.03,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0.23,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.005,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.005
2024,10-Jul,Avery,C3C,23,46,Control,1.045,0.895,0.15,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.05,0,0,0,0.03,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.01
2024,10-Jul,Avery,C4,24,47,Castilleja,1.24,1.14,0.1,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.07,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0
2024,10-Jul,Avery,C4C,24,48,Control,1,0.75,0.25,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0.04,0.03,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0
2024,10-Jul,Avery,C5,25,49,Castilleja,1.35,1.3,0.05,0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0.1,0,0,0,0,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0.08,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0
2024,10-Jul,Avery,C5C,25,50,Control,1.065,0.965,0.1,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.16,0,0,0,0,0.005,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.25,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
2024,10-Jul,Avery,C6,26,51,Castilleja,1,0.84,0.16,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
2024,10-Jul,Avery,C6C,26,52,Control,1.3,1.22,0.08,0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.02
2024,10-Jul,Avery,C7,27,53,Castilleja,1.345,1.265,0.08,0,0,0.03,0,0,0,0,0,0,0.005,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.02
2024,10-Jul,Avery,C7C,27,54,Control,1.245,1.195,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.04,0,0,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0.005,0,0,0,0,0,0.03,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.6,0,0,0,0,0.17,0,0.06
2024,10-Jul,Avery,C8,28,55,Castilleja,1.4,1.4,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.15,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.6,0,0,0,0,0,0,0,0.35,0,0,0,0,0.07,0,0.1
2024,10-Jul,Avery,C8C,28,56,Control,1,0.94,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.45,0,0,0,0,0.03,0,0
2024,7/11/24,Avery,C9,29,57,Castilleja,1.34,1.34,0,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0.06,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.07,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.7,0,0,0,0,0.12,0,0
2024,7/11/24,Avery,C9C,29,58,Control,1.11,1.06,0.05,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0,0,0.2,0,0,0,0,0,0,0,0.45,0,0,0,0,0.09,0,0
2024,7/11/24,Avery,C10,30,59,Castilleja,1.2,1.2,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.08
2024,7/11/24,Avery,C10C,30,60,Control,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.04,0.06,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.08
2024,7/11/24,Avery,C11,31,61,Castilleja,1.34,1.29,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.01,0,0.2,0,0,0.06,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.06,0,0,0,0,0,0,0,0.6,0,0,0,0,0.02,0,0
2024,7/11/24,Avery,C11C,31,62,Control,1,0.78,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0.12,0,0,0,0,0,0,0,0.25,0.06,0,0,0,0.1,0,0
2024,7/11/24,Avery,C12,32,63,Castilleja,1.355,1.325,0.03,0,0.01,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.1,0,0,0,0.04,0,0,0,0,0,0,0,0.09,0,0,0.11,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.02,0,0.15,0,0,0,0.06,0,0,0,0,0,0,0.02,0.6,0,0,0.03,0,0.01,0,0
