Year,Date,Site,Field Plot,Pair,Plot,Treatment,Achnatherum sp.,Amelanchier alnifolia,Antennaria parvifolia,Artemisia dracunculus,Artemisia tridentada,Berberis repens,Boechera stricta,Bromus frondosus,Calochortus gunnisonii,Campanula petiolata,Carex sp.,Castilleja linariifolia,Chenopodium atrovirens,Collomia linearis,Crepis sp.,Dactylus glomeratus,Delphinum nuttalliianum,Elymus elymoides,Elymus trachycaulus,Eremogone congesta,Erigeron flagellaris,Erigeron speciosus,Eriogonum umbellatum aureum,Eriogonum umbellatum majus,Festuca rubra,Festuca thurberi,Galium bifolium,Galium boreale,Gayophytum sp.,Helianthella quinquenervis,Heliomerus multiflora ,Heterotheca sp.,Hydrophyllum capitatum,Ipomopsis aggregatta,Koeleria macrantha,Lathyrus lanszwertii,Linum lewisii,Lomatium dissectum,Lupinus sp.,Mertensia brevistyla,Paxistima myrsinites,Phacelia sp.,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus tremuloides,Potentilla hippiana,Potentilla pulcherrima,Rosa woodsii,Sedum lanceolatum,Senecio pudicus,Senecio integerrimus,Symphoricarpos rotundifolius,Taraxacum officinale,Thalictrum fendleri,Vicia americana,Viola adunca,Viola praemorsa,Wyethia amplexicaulis
2024,7/5/24,Deer Creek 1,A6,46,91,Castilleja,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A6C,46,92,Control,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A7,47,93,Castilleja,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A7C,47,94,Control,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0
2024,7/5/24,Deer Creek 1,A8,48,95,Castilleja,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
2024,7/5/24,Deer Creek 1,A8C,48,96,Control,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A9,49,97,Castilleja,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A9C,49,98,Control,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A10,50,99,Castilleja,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2024,7/5/24,Deer Creek 1,A10C,50,100,Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A11,51,101,Castilleja,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,3,0,1,8,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A11C,51,102,Control,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,13,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,7/8/24,Deer Creek 1,A12,52,103,Castilleja,0,0,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2024,7/8/24,Deer Creek 1,A12C,52,104,Control,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A13,53,105,Castilleja,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5,1,0,5,0,0,1,0,0,0,0,0,0,1,0,0,3,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A13C,53,106,Control,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
2024,7/8/24,Deer Creek 1,A14,54,107,Castilleja,0,1,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A14C,54,108,Control,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A15,55,109,Castilleja,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A15C,55,110,Control,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A16,56,111,Castilleja,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A16C,56,112,Control,0,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A17,57,113,Castilleja,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,1,3,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A17C,57,114,Control,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A18,58,115,Castilleja,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A18C,58,116,Control,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A19,59,117,Castilleja,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0
2024,7/8/24,Deer Creek 1,A19C,59,118,Control,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A20,60,119,Castilleja,2,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,4,2,0,4,0,0,0,5,0,4,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2024,7/8/24,Deer Creek 1,A20C,60,120,Control,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,4,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B1,61,121,Castilleja,0,0,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B1C,61,122,Control,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,7/9/24,Deer Creek 2,B2,62,123,Castilleja,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,5,0,0,6,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,2,0
2024,7/9/24,Deer Creek 2,B2C,62,124,Control,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B3,63,125,Castilleja,0,3,0,0,0,1,0,0,4,0,6,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,8,0,0,0,1,0,0,3,1,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B3C,63,126,Control,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,0,0,0,0,0,0,10,0,0,0,0,0,1,0
2024,7/9/24,Deer Creek 2,B4,64,127,Castilleja,0,2,0,0,1,1,3,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,2,0
2024,7/9/24,Deer Creek 2,B4C,64,128,Control,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B5,65,129,Castilleja,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,4,2,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B5C,65,130,Control,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,3,0,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B6,66,131,Castilleja,0,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B6C,66,132,Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B7,67,133,Castilleja,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B7C,67,134,Control,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,4,0,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B8,68,135,Castilleja,0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
2024,7/9/24,Deer Creek 2,B8C,68,136,Control,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,1,0,0,0,2,0,1,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B9,69,137,Castilleja,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,7/9/24,Deer Creek 2,B9C,69,138,Control,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B10,70,139,Castilleja,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/9/24,Deer Creek 2,B10C,70,140,Control,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B11,71,141,Castilleja,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B11C,71,142,Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B12,72,143,Castilleja,0,5,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,3,0,0
2024,7/12/24,Deer Creek 2,B12C,72,144,Control,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B13,73,145,Castilleja,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B13C,73,146,Control,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B14,74,147,Castilleja,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,1,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024,7/12/24,Deer Creek 2,B14C,74,148,Control,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B15,75,149,Castilleja,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B15C,75,150,Control,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,1,0,2,0,0,4,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B16,76,151,Castilleja,0,3,0,0,0,0,1,0,0,5,2,3,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,1,0,3,0,0,5,2,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B16C,76,152,Control,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B17,77,153,Castilleja,0,2,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,1,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,1,0,1,0,0,2,0,0,1,0,0,0,0
2024,7/12/24,Deer Creek 2,B17C,77,154,Control,0,2,0,0,2,4,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B18,78,155,Castilleja,0,3,0,0,2,3,0,0,3,0,3,2,1,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0
2024,7/12/24,Deer Creek 2,B18C,78,156,Control,0,2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B19,79,157,Castilleja,0,2,0,0,0,6,1,0,2,0,4,1,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,11,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2024,7/12/24,Deer Creek 2,B19C,79,158,Control,0,1,0,0,0,9,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B20,80,159,Castilleja,1,0,0,0,0,4,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,7/12/24,Deer Creek 2,B20C,80,160,Control,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2024,7/16/24,Johnson Hill,D1,81,161,Castilleja,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2024,7/16/24,Johnson Hill,D1C,81,162,Control,0,0,0,0,0,5,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
2024,7/16/24,Johnson Hill,D2,82,163,Castilleja,0,0,0,0,0,4,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,7,0
2024,7/16/24,Johnson Hill,D2C,82,164,Control,0,0,0,0,0,2,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2024,7/16/24,Johnson Hill,D3,83,165,Castilleja,0,0,0,2,0,2,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
2024,7/16/24,Johnson Hill,D3C,83,166,Control,0,0,0,2,0,4,0,3,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0
