Year,Date,Site,Field plot,Pair,Plot,Treatment,Achillea millefolium,Achnatherum sp.,Agoseris sp.,Androsace septentrionales,Anemone multifida,Aquilegia coerulea,Astragalus alpinus,Boechera stricta,Botrychium sp.,Bromus inermis,Campanula petiolata,"Carex sp. (obtusata, geyeri)",Carex pityophila,"Carex sp. (chalciolepis, ebenea, egglestonii, hoodii) ",Castilleja septentrionalis,Chenopodium atrovirens,Cirsium griseum,Cymopterus lemmonii,Dactylis glomerata,Danthonia parryi,Delphinium nuttalianum,Deschampsia cespitosa,Draba spectabilis,Elymus lanceolatus,Eremogone congesta,Erigeron coulteri,Erigeron leiomerus,Erigeron speciosus,Erigeron subtrinervis,Eriogonum umbellatum majus,Fragaria virginiana,Frasera speciosa,Galium boreale,Gentiana parryi,Helianthella quinquenerva,Heterotheca sp.,Hymenoxys hoopesii,Ipomopsis aggregata,Lathyrus lanszwertii,Lomatium triternatum,Lupinus argenteus,Maianthemum stellatum,Mertensia brevistyla,Moehringia sp.,Noccaea fendleri,Oreochrysum parryi,Phleum alpinum,Poa alpina,Poa compressa,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus balsamifera,Potentilla glaucophylla,Potentilla pulcherrima,Sedum lanceolatum,Senecio crassulus,Sibbaldia procumbens,Silene drummondii,Solidago multiradiata,Taraxacum officinale,Thalictrum fendleri,Trisetum canescens,Trisetum spicatum ,Valeriana edulis,Valeriana occidentalis,Vicia americana,Viola adunca
2024,7/23,Copper Creek,E20,20,39,Castilleja,0,0,0,0,0,0,0,5,0,0,7,0,0,0,1,0,0,2,0,0,0,0,0,0,7,0,0,1,0,0,0,0,7,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,2,0,0,,0,1,5,5,0,0,0,0,0,0
2024,7/23,Copper Creek,E20C,20,40,Control,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,1,0,0,,0,0,1,2,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F1,1,1,Castilleja,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,7,6,2,0,4,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,6,0,2,,0,0,0,0,0,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F1C,1,2,Control,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,3,0,2,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,3,,0,0,1,1,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F2,2,3,Castilleja,7,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,1,0,2,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,4,0,0,,0,0,3,1,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F2C,2,4,Control,8,0,2,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,2,,0,0,5,0,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F3,3,5,Castilleja,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,6,7,0,0,3,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,,0,0,2,2,0,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F3C,3,6,Control,2,0,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,0,3,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,,0,0,0,0,1,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F4,4,7,Castilleja,0,0,5,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,5,,0,0,2,0,1,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F4C,4,8,Control,2,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,4,0,0,0,0,5,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,6,0,5,,0,0,4,0,1,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F5,5,9,Castilleja,3,0,3,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,6,2,0,2,12,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,,0,0,3,0,1,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F5C,5,10,Control,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,11,0,0,0,5,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,,0,0,2,0,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F6,6,11,Castilleja,5,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,4,2,1,0,4,8,0,0,0,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,,0,0,0,0,1,0,0,0,0,2
2024,7/25/2024,Emerald Lake,F6C,6,12,Control,10,0,3,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,7,0,0,0,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,1,,0,0,2,1,0,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F7,7,13,Castilleja,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,6,2,3,0,3,0,0,0,0,4,0,0,,0,0,2,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,5,0,4,,0,0,1,2,0,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F7C,7,14,Control,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,3,0,2,0,0,0,0,5,0,0,,0,1,1,0,0,0,0,0,0,0,16,4,1,0,0,0,0,0,0,1,3,0,3,,0,0,0,0,0,0,0,0,0,2
2024,7/26/2024,Emerald Lake,F8,8,15,Castilleja,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,5,3,3,0,5,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,3,,0,0,3,0,0,0,0,0,0,2
2024,7/26/2024,Emerald Lake,F8C,8,16,Control,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,9,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,5,0,3,,0,0,2,0,0,0,0,0,0,0
2024,7/26/2024,Emerald Lake,F9,9,17,Castilleja,8,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,5,0,1,,0,0,6,0,1,0,1,0,0,0
2024,7/26/2024,Emerald Lake,F9C,9,18,Control,5,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,5,2,0,10,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,7,0,3,,0,0,1,0,0,0,1,0,0,1
2024,7/26/2024,Emerald Lake,F10,10,19,Castilleja,2,0,3,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,1,1,0,6,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,5,0,0,,0,0,4,0,0,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F10C,10,20,Control,7,0,1,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,4,,0,0,4,0,0,0,0,0,0,0
2024,7/26/2024,Emerald Lake,F11,11,21,Castilleja,5,0,1,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,5,,0,0,1,0,1,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F11C,11,22,Control,2,0,1,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,,0,0,0,0,2,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F12,12,23,Castilleja,1,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,6,7,4,0,1,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,,0,0,3,0,0,0,0,0,0,2
2024,7/26/2024,Emerald Lake,F12C,12,24,Control,5,0,1,1,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,3,,0,0,0,0,1,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F13,13,25,Castilleja,4,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,5,11,3,0,6,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,,0,0,2,0,1,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F13C,13,26,Control,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,2,0,11,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8,0,1,,0,0,3,0,1,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F14,14,27,Castilleja,12,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,1,0,0,0,0,4
2024,7/27/2024,Emerald Lake,F14C,14,28,Control,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F15,15,29,Castilleja,2,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,5,0,0,0,0,0,0,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F15C,15,30,Control,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2024,7/27/2024,Emerald Lake,F16,16,31,Castilleja,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,6,6,0,6,1,0,0,0,0,0,0,0,0,0,4
2024,7/27/2024,Emerald Lake,F16C,16,32,Control,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2024,7/27/2024,Emerald Lake,F17,17,33,Castilleja,0,0,0,0,2,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,4,0,0,0,0,0,1,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F17C,17,34,Control,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,7,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F18,18,35,Castilleja,9,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,8,0,5,0,0,0,0,0,1,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F18C,18,36,Control,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,1
2024,7/27/2024,Emerald Lake,F19,19,37,Castilleja,10,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,6,1,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,7,0,0,0,1,0,1,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F19C,19,38,Control,9,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,1,0,0,0,0,2
2024,7/27/2024,Emerald Lake,F20,20,39,Castilleja,9,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,0,7,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,1,0,0,0,0,1
2024,7/27/2024,Emerald Lake,F20C,20,40,Control,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,2
