year,date,site,pair,plot,castilleja,total.cover,plant.cover,species,cover,functional.group,life.history,Family
2023,7/7/2023,Deer Creek 1,2,3,Castilleja,1.385,1.185,Eriogonum.umbellatum,0.1,forb,perennial,Polygonaceae
2023,7/7/2023,Deer Creek 1,2,3,Castilleja,1.385,1.185,Festuca.thurberi,0.05,grass,perennial,Poaceae
2023,7/7/2023,Deer Creek 1,2,3,Castilleja,1.385,1.185,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/7/2023,Deer Creek 1,2,3,Castilleja,1.385,1.185,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/7/2023,Deer Creek 1,2,3,Castilleja,1.385,1.185,Heliomerus.multiflora,0.15,forb,perennial,Asteraceae
2023,7/7/2023,Deer Creek 1,2,3,Castilleja,1.385,1.185,Poa.pratensis,0.005,grass,perennial,Poaceae
2023,7/7/2023,Deer Creek 1,2,3,Castilleja,1.385,1.185,Symphoricarpos.rotundifolius,0.6,shrub,perennial,Caprifoliaceae
2023,7/7/2023,Deer Creek 1,2,3,Castilleja,1.385,1.185,Viola.nuttalii,0.05,forb,perennial,Violaceae
2023,7/7/2023,Deer Creek 1,2,4,Control,1.225,0.475,Bare.ground,0.75,,,
2023,7/7/2023,Deer Creek 1,2,4,Control,1.225,0.475,Bromus.inermis,0.01,grass,perennial,Poaceae
2023,7/7/2023,Deer Creek 1,2,4,Control,1.225,0.475,Collomia.linearis,0.005,forb,perennial,Polemoniaceae
2023,7/7/2023,Deer Creek 1,2,4,Control,1.225,0.475,Galium.bifolium,0.02,forb,annual,Rubiaceae
2023,7/7/2023,Deer Creek 1,2,4,Control,1.225,0.475,Gayophytum.diffusum,0.05,forb,annual,Onagraceae
2023,7/7/2023,Deer Creek 1,2,4,Control,1.225,0.475,Lathyrus.lanszwertii,0.02,legume,perennial,Fabaceae
2023,7/7/2023,Deer Creek 1,2,4,Control,1.225,0.475,Poa.pratensis,0.05,grass,perennial,Poaceae
2023,7/7/2023,Deer Creek 1,2,4,Control,1.225,0.475,Symphoricarpos.rotundifolius,0.3,shrub,perennial,Caprifoliaceae
2023,7/7/2023,Deer Creek 1,2,4,Control,1.225,0.475,Viola.nuttalii,0.02,forb,perennial,Violaceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Bare.ground,0.3,,,
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Agastache.urticifolia,0.02,forb,perennial,Lamiaceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Bromus.inermis,0.02,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Castilleja.linariifolia,0.1,hemiparasite,perennial,Orobanchaceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Erigeron.speciosus,0.02,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Lathyrus.lanszwertii,0.1,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Lomatium.dissectum,0.03,forb,perennial,Apiaceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Lupinus.argenteus,0.4,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Poa.pratensis,0.005,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Rosa.blanda,0.15,shrub,perennial,Rosaceae
2023,7/11/2023,Deer Creek 1,3,5,Castilleja,1.175,0.875,Viola.nuttalii,0.03,forb,perennial,Violaceae
2023,7/11/2023,Deer Creek 1,3,6,Control,1.02,0.82,Bare.ground,0.2,,,
2023,7/11/2023,Deer Creek 1,3,6,Control,1.02,0.82,Bromus.inermis,0.05,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,3,6,Control,1.02,0.82,Eriogonum.umbellatum,0.2,forb,perennial,Polygonaceae
2023,7/11/2023,Deer Creek 1,3,6,Control,1.02,0.82,Festuca.thurberi,0.2,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,3,6,Control,1.02,0.82,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/11/2023,Deer Creek 1,3,6,Control,1.02,0.82,Lupinus.argenteus,0.01,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,3,6,Control,1.02,0.82,Poa.pratensis,0.005,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,3,6,Control,1.02,0.82,Symphoricarpos.rotundifolius,0.35,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,4,7,Castilleja,1.04,0.84,Bare.ground,0.2,,,
2023,7/11/2023,Deer Creek 1,4,7,Castilleja,1.04,0.84,Bromus.inermis,0.03,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,4,7,Castilleja,1.04,0.84,Castilleja.linariifolia,0.05,hemiparasite,perennial,Orobanchaceae
2023,7/11/2023,Deer Creek 1,4,7,Castilleja,1.04,0.84,Eriogonum.umbellatum,0.25,forb,perennial,Polygonaceae
2023,7/11/2023,Deer Creek 1,4,7,Castilleja,1.04,0.84,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/11/2023,Deer Creek 1,4,7,Castilleja,1.04,0.84,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/11/2023,Deer Creek 1,4,7,Castilleja,1.04,0.84,Lupinus.argenteus,0.1,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,4,7,Castilleja,1.04,0.84,Symphoricarpos.rotundifolius,0.4,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,4,8,Control,1.1,0.35,Bare.ground,0.75,,,
2023,7/11/2023,Deer Creek 1,4,8,Control,1.1,0.35,Artemisia.tridentada,0.1,shrub,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,4,8,Control,1.1,0.35,Eriogonum.umbellatum,0.08,forb,perennial,Polygonaceae
2023,7/11/2023,Deer Creek 1,4,8,Control,1.1,0.35,Gayophytum.diffusum,0.02,forb,annual,Onagraceae
2023,7/11/2023,Deer Creek 1,4,8,Control,1.1,0.35,Heliomerus.multiflora,0.04,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,4,8,Control,1.1,0.35,Hesperostipa.comata,0.08,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,4,8,Control,1.1,0.35,Ipomopsis.aggregatta,0.01,forb,biennial,Polemoniaceae
2023,7/11/2023,Deer Creek 1,4,8,Control,1.1,0.35,Viola.nuttalii,0.02,forb,perennial,Violaceae
2023,7/11/2023,Deer Creek 1,5,9,Castilleja,1.06,0.91,Bare.ground,0.15,,,
2023,7/11/2023,Deer Creek 1,5,9,Castilleja,1.06,0.91,Bromus.inermis,0.05,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,5,9,Castilleja,1.06,0.91,Castilleja.linariifolia,0.15,hemiparasite,perennial,Orobanchaceae
2023,7/11/2023,Deer Creek 1,5,9,Castilleja,1.06,0.91,Eriogonum.umbellatum,0.08,forb,perennial,Polygonaceae
2023,7/11/2023,Deer Creek 1,5,9,Castilleja,1.06,0.91,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/11/2023,Deer Creek 1,5,9,Castilleja,1.06,0.91,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/11/2023,Deer Creek 1,5,9,Castilleja,1.06,0.91,Hesperostipa.comata,0.1,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,5,9,Castilleja,1.06,0.91,Symphoricarpos.rotundifolius,0.5,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,5,9,Castilleja,1.06,0.91,Viola.nuttalii,0.02,forb,perennial,Violaceae
2023,7/11/2023,Deer Creek 1,5,10,Control,1.105,0.355,Bare.ground,0.75,,,
2023,7/11/2023,Deer Creek 1,5,10,Control,1.105,0.355,Bromus.inermis,0.1,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,5,10,Control,1.105,0.355,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/11/2023,Deer Creek 1,5,10,Control,1.105,0.355,Heliomerus.multiflora,0.03,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,5,10,Control,1.105,0.355,Hesperostipa.comata,0.02,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,5,10,Control,1.105,0.355,Symphoricarpos.rotundifolius,0.2,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Bare.ground,0.45,,,
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Agastache.urticifolia,0.05,forb,perennial,Lamiaceae
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Bromus.inermis,0.02,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Carex.obtusata,0.04,sedge,perennial,Cyperaceae
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Castilleja.linariifolia,0.2,hemiparasite,perennial,Orobanchaceae
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Erigeron.speciosus,0.05,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Heliomerus.multiflora,0.02,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Lathyrus.lanszwertii,0.02,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,6,11,Castilleja,1.105,0.655,Symphoricarpos.rotundifolius,0.25,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,6,12,Control,1.08,0.68,Bare.ground,0.4,,,
2023,7/11/2023,Deer Creek 1,6,12,Control,1.08,0.68,Artemisia.tridentada,0.15,shrub,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,6,12,Control,1.08,0.68,Erigeron.speciosus,0.03,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,6,12,Control,1.08,0.68,Eriogonum.umbellatum,0.04,forb,perennial,Polygonaceae
2023,7/11/2023,Deer Creek 1,6,12,Control,1.08,0.68,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/11/2023,Deer Creek 1,6,12,Control,1.08,0.68,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/11/2023,Deer Creek 1,6,12,Control,1.08,0.68,Poa.pratensis,0.15,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,6,12,Control,1.08,0.68,Symphoricarpos.rotundifolius,0.3,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,7,13,Castilleja,1.085,1.005,Bare.ground,0.08,,,
2023,7/11/2023,Deer Creek 1,7,13,Castilleja,1.085,1.005,Bromus.inermis,0.02,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,7,13,Castilleja,1.085,1.005,Castilleja.linariifolia,0.25,hemiparasite,perennial,Orobanchaceae
2023,7/11/2023,Deer Creek 1,7,13,Castilleja,1.085,1.005,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/11/2023,Deer Creek 1,7,13,Castilleja,1.085,1.005,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/11/2023,Deer Creek 1,7,13,Castilleja,1.085,1.005,Lathyrus.lanszwertii,0.08,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,7,13,Castilleja,1.085,1.005,Poa.pratensis,0.005,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,7,13,Castilleja,1.085,1.005,Rosa.blanda,0.04,shrub,perennial,Rosaceae
2023,7/11/2023,Deer Creek 1,7,13,Castilleja,1.085,1.005,Symphoricarpos.rotundifolius,0.6,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,7,14,Control,1.21,0.51,Bare.ground,0.7,,,
2023,7/11/2023,Deer Creek 1,7,14,Control,1.21,0.51,Artemisia.tridentada,0.3,shrub,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,7,14,Control,1.21,0.51,Bromus.inermis,0.03,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,7,14,Control,1.21,0.51,Carex.obtusata,0.01,sedge,perennial,Cyperaceae
2023,7/11/2023,Deer Creek 1,7,14,Control,1.21,0.51,Eriogonum.umbellatum,0.04,forb,perennial,Polygonaceae
2023,7/11/2023,Deer Creek 1,7,14,Control,1.21,0.51,Rosa.blanda,0.05,shrub,perennial,Rosaceae
2023,7/11/2023,Deer Creek 1,7,14,Control,1.21,0.51,Symphoricarpos.rotundifolius,0.08,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,8,15,Castilleja,1.17,0.67,Bare.ground,0.5,,,
2023,7/11/2023,Deer Creek 1,8,15,Castilleja,1.17,0.67,Agastache.urticifolia,0.02,forb,perennial,Lamiaceae
2023,7/11/2023,Deer Creek 1,8,15,Castilleja,1.17,0.67,Castilleja.linariifolia,0.2,hemiparasite,perennial,Orobanchaceae
2023,7/11/2023,Deer Creek 1,8,15,Castilleja,1.17,0.67,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/11/2023,Deer Creek 1,8,15,Castilleja,1.17,0.67,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/11/2023,Deer Creek 1,8,15,Castilleja,1.17,0.67,Hesperostipa.comata,0.03,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,8,15,Castilleja,1.17,0.67,Lathyrus.lanszwertii,0.1,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,8,15,Castilleja,1.17,0.67,Poa.pratensis,0.01,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,8,15,Castilleja,1.17,0.67,Symphoricarpos.rotundifolius,0.3,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,8,16,Control,1.17,0.47,Bare.ground,0.7,,,
2023,7/11/2023,Deer Creek 1,8,16,Control,1.17,0.47,Eriogonum.umbellatum,0.05,forb,perennial,Polygonaceae
2023,7/11/2023,Deer Creek 1,8,16,Control,1.17,0.47,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/11/2023,Deer Creek 1,8,16,Control,1.17,0.47,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/11/2023,Deer Creek 1,8,16,Control,1.17,0.47,Heliomerus.multiflora,0.08,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,8,16,Control,1.17,0.47,Hesperostipa.comata,0.1,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,8,16,Control,1.17,0.47,Lupinus.argenteus,0.15,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,8,16,Control,1.17,0.47,Rosa.blanda,0.08,shrub,perennial,Rosaceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Bare.ground,0.03,,,
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Agastache.urticifolia,0.25,forb,perennial,Lamiaceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Bromus.inermis,0.04,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Castilleja.linariifolia,0.08,hemiparasite,perennial,Orobanchaceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Erigeron.speciosus,0.08,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Heliomerus.multiflora,0.02,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Lathyrus.lanszwertii,0.04,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Lupinus.argenteus,0.08,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Populus.tremuloides,0.15,shrub,perennial,Salicaceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Symphoricarpos.rotundifolius,0.1,shrub,perennial,Caprifoliaceae
2023,7/11/2023,Deer Creek 1,9,17,Castilleja,1.02,0.99,Vicia.americana,0.15,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Bare.ground,0.4,,,
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Agastache.urticifolia,0.3,forb,perennial,Lamiaceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Bromus.inermis,0.02,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Erigeron.speciosus,0.03,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Eriogonum.umbellatum,0.15,forb,perennial,Polygonaceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Festuca.thurberi,0.05,grass,perennial,Poaceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Heliomerus.multiflora,0.02,forb,perennial,Asteraceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Lathyrus.lanszwertii,0.15,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Lupinus.argenteus,0.01,legume,perennial,Fabaceae
2023,7/11/2023,Deer Creek 1,9,18,Control,1.29,0.89,Symphoricarpos.rotundifolius,0.15,shrub,perennial,Caprifoliaceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Bare.ground,0.3,,,
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Agastache.urticifolia,0.3,forb,perennial,Lamiaceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Bromus.inermis,0.05,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Castilleja.linariifolia,0.04,hemiparasite,perennial,Orobanchaceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Collomia.linearis,0.01,forb,perennial,Polemoniaceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Erigeron.speciosus,0.08,forb,perennial,Asteraceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Heliomerus.multiflora,0.02,forb,perennial,Asteraceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Lathyrus.lanszwertii,0.15,legume,perennial,Fabaceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Poa.pratensis,0.01,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Symphoricarpos.rotundifolius,0.25,shrub,perennial,Caprifoliaceae
2023,7/13/2023,Deer Creek 1,10,19,Castilleja,1.225,0.925,Viola.nuttalii,0.01,forb,perennial,Violaceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Bare.ground,0.5,,,
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Bromus.inermis,0.05,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Collomia.linearis,0.01,forb,perennial,Polemoniaceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Erigeron.speciosus,0.15,forb,perennial,Asteraceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Eriogonum.umbellatum,0.1,forb,perennial,Polygonaceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Hesperostipa.comata,0.2,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Lathyrus.lanszwertii,0.1,legume,perennial,Fabaceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Poa.pratensis,0.005,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Symphoricarpos.rotundifolius,0.35,shrub,perennial,Caprifoliaceae
2023,7/13/2023,Deer Creek 1,10,20,Control,1.495,0.995,Viola.nuttalii,0.02,forb,perennial,Violaceae
2023,7/13/2023,Deer Creek 1,11,21,Castilleja,1.07,0.37,Bare.ground,0.7,,,
2023,7/13/2023,Deer Creek 1,11,21,Castilleja,1.07,0.37,Artemisia.tridentada,0.2,shrub,perennial,Asteraceae
2023,7/13/2023,Deer Creek 1,11,21,Castilleja,1.07,0.37,Carex.obtusata,0.02,sedge,perennial,Cyperaceae
2023,7/13/2023,Deer Creek 1,11,21,Castilleja,1.07,0.37,Castilleja.linariifolia,0.03,hemiparasite,perennial,Orobanchaceae
2023,7/13/2023,Deer Creek 1,11,21,Castilleja,1.07,0.37,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/13/2023,Deer Creek 1,11,21,Castilleja,1.07,0.37,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/13/2023,Deer Creek 1,11,21,Castilleja,1.07,0.37,Hesperostipa.comata,0.03,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,11,21,Castilleja,1.07,0.37,Symphoricarpos.rotundifolius,0.08,shrub,perennial,Caprifoliaceae
2023,7/13/2023,Deer Creek 1,11,22,Control,1.15,0.75,Bare.ground,0.4,,,
2023,7/13/2023,Deer Creek 1,11,22,Control,1.15,0.75,Artemisia.tridentada,0.35,shrub,perennial,Asteraceae
2023,7/13/2023,Deer Creek 1,11,22,Control,1.15,0.75,Carex.obtusata,0.06,sedge,perennial,Cyperaceae
2023,7/13/2023,Deer Creek 1,11,22,Control,1.15,0.75,Erigeron.speciosus,0.02,forb,perennial,Asteraceae
2023,7/13/2023,Deer Creek 1,11,22,Control,1.15,0.75,Eriogonum.umbellatum,0.1,forb,perennial,Polygonaceae
2023,7/13/2023,Deer Creek 1,11,22,Control,1.15,0.75,Festuca.thurberi,0.08,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,11,22,Control,1.15,0.75,Hesperostipa.comata,0.04,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,11,22,Control,1.15,0.75,Lomatium.dissectum,0.05,forb,perennial,Apiaceae
2023,7/13/2023,Deer Creek 1,11,22,Control,1.15,0.75,Poa.pratensis,0.05,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Bare.ground,0.5,,,
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Artemisia.tridentada,0.4,shrub,perennial,Asteraceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Bromus.inermis,0.08,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Castilleja.linariifolia,0.04,hemiparasite,perennial,Orobanchaceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Eriogonum.umbellatum,0.04,forb,perennial,Polygonaceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Festuca.thurberi,0.005,grass,perennial,Poaceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Galium.bifolium,0.005,forb,annual,Rubiaceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Gayophytum.diffusum,0.005,forb,annual,Onagraceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Heliomerus.multiflora,0.1,forb,perennial,Asteraceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Lupinus.argenteus,0.01,legume,perennial,Fabaceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Potentilla.hippiana,0.03,forb,perennial,Rosaceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Symphoricarpos.rotundifolius,0.04,shrub,perennial,Caprifoliaceae
2023,7/13/2023,Deer Creek 1,12,23,Castilleja,1.265,0.765,Viola.nuttalii,0.01,forb,perennial,Violaceae
