Year,Date,Site,Field plot,Pair,Plot,Treatment,Achillea millefolium,Achnatherum sp.,Agoseris sp.,Androsace septentrionales,Anemone multifida,Aquilegia coerulea,Astragalus alpinus,Boechera stricta,Botrychium sp.,Bromus inermis,Campanula petiolata,"Carex sp. (obtusata, geyeri)",Carex pityophila,"Carex sp. (chalciolepis, ebenea, egglestonii, hoodii) ",Castilleja septentrionalis,Chenopodium atrovirens,Cirsium griseum,Cymopterus lemmonii,Dactylis glomerata,Danthonia parryi,Delphinium nuttalianum,Deschampsia cespitosa,Draba spectabilis,Elymus lanceolatus,Eremogone congesta,Erigeron coulteri,Erigeron leiomerus,Erigeron speciosus,Erigeron subtrinervis,Eriogonum umbellatum majus,Fragaria virginiana,Frasera speciosa,Galium boreale,Gentiana parryi,Helianthella quinquenerva,Heterotheca sp.,Hymenoxys hoopesii,Ipomopsis aggregata,Lathyrus lanszwertii,Lomatium triternatum,Lupinus argenteus,Maianthemum stellatum,Mertensia brevistyla,Moehringia sp.,Noccaea fendleri,Oreochrysum parryi,Phleum alpinum,Poa alpina,Poa compressa,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus balsamifera,Potentilla glaucophylla,Potentilla pulcherrima,Sedum lanceolatum,Senecio crassulus,Sibbaldia procumbens,Silene drummondii,Solidago multiradiata,Taraxacum officinale,Thalictrum fendleri,Trisetum canescens,Trisetum spicatum ,Valeriana edulis,Valeriana occidentalis,Vicia americana,Viola adunca
2024,7/10/24,Avery,C6,26,51,Castilleja,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,,0,0,10,0,0,0,0,0,0,0
2024,7/10/24,Avery,C6C,26,52,Control,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,,0,0,40,0,0,0,0,0,0,2
2024,7/10/24,Avery,C7,27,53,Castilleja,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,,0,0,30,0,0,0,0,0,0,1
2024,7/10/24,Avery,C7C,27,54,Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,,0,0,15,0,0,0,0,3,0,3
2024,7/10/24,Avery,C8,28,55,Castilleja,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,0,0,2,0,0,0,0,3,0,3
2024,7/10/24,Avery,C8C,28,56,Control,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,0,0,10,0,0,0,0,1,0,0
2024,7/11/24,Avery,C9,29,57,Castilleja,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,,0,0,30,0,0,0,0,1,0,0
2024,7/11/24,Avery,C9C,29,58,Control,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,0,,0,0,20,0,0,0,0,1,0,0
2024,7/11/24,Avery,C10,30,59,Castilleja,0,1,3,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,,0,0,20,0,0,0,0,0,0,3
2024,7/11/24,Avery,C10C,30,60,Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,,0,0,20,0,0,0,0,0,0,2
2024,7/11/24,Avery,C11,31,61,Castilleja,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,4,0,0,3,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,,0,0,25,0,0,0,0,1,0,0
2024,7/11/24,Avery,C11C,31,62,Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,3,0,0,,0,0,8,2,0,0,0,1,0,0
2024,7/11/24,Avery,C12,32,63,Castilleja,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,2,0,0,,0,3,25,0,0,4,0,1,0,0
2024,7/11/24,Avery,C12C,32,64,Control,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,,0,0,4,0,0,0,0,3,0,0
2024,7/11/24,Avery,C13,33,65,Castilleja,0,3,3,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,2,9,0,0,0,0,0,0,0
2024,7/11/24,Avery,C13C,33,66,Control,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,0,1,0,0
2024,7/11/24,Avery,C14,34,67,Castilleja,0,4,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,,0,0,15,0,0,0,0,1,0,0
2024,7/11/24,Avery,C14C,34,68,Control,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,6,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,2,0,0,,0,0,10,0,0,0,0,0,0,1
2024,7/11/24,Avery,C15,35,69,Castilleja,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,,0,0,6,0,0,0,0,0,0,1
2024,7/11/24,Avery,C15C,35,70,Control,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,7,0,0,,0,0,6,0,0,0,0,0,0,2
2024,7/11/24,Avery,C16,36,71,Castilleja,7,3,3,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,5,0,0,,0,3,7,0,0,0,0,0,0,0
2024,7/11/24,Avery,C16C,36,72,Control,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,0,0,5,0,0,0,0,0,0,0
2024,7/11/24,Avery,C17,37,73,Castilleja,3,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,,0,0,30,0,0,0,0,0,0,0
2024,7/11/24,Avery,C17C,37,74,Control,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,,0,0,30,0,0,0,0,0,0,0
2024,7/11/24,Avery,C18,38,75,Castilleja,0,0,7,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,9,0,0,0,0,2,0,0
2024,7/11/24,Avery,C18C,38,76,Control,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,,0,0,12,0,0,0,0,1,0,0
2024,7/11/24,Avery,C19,39,77,Castilleja,1,1,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,,0,0,20,0,0,0,0,5,0,0
2024,7/11/24,Avery,C19C,39,78,Control,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,,0,0,25,0,0,0,0,1,0,0
2024,7/11/24,Avery,C20,40,79,Castilleja,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,,0,0,30,0,0,0,0,1,0,0
2024,7/11/24,Avery,C20C,40,80,Control,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,,0,0,18,0,0,0,0,2,0,0
2024,7/18,Copper Creek,E1,41,81,Castilleja,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,,1,0,0,8,0,0,0,2,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,,0,3,4,0,0,0,0,0,1,1
2024,7/18,Copper Creek,E1C,41,82,Control,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,,4,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,10,4,0,0,1,0,0,,0,2,6,3,0,0,0,0,0,3
2024,7/18,Copper Creek,E2,42,83,Castilleja,0,0,0,0,10,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,,3,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,0,2,1,4,0,0,0,0,0,2
2024,7/18,Copper Creek,E2C,42,84,Control,0,0,0,0,4,0,0,7,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,6,0,0,0,3,1,0,,0,0,4,2,0,0,0,0,0,3
2024,7/18,Copper Creek,E3,43,85,Castilleja,1,0,1,0,0,0,5,1,0,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0,,0,0,9,3,0,0,0,0,0,0
2024,7/18,Copper Creek,E3C,43,86,Control,0,0,0,0,2,0,4,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,2,0,0,,0,0,9,0,0,0,0,0,0,0
2024,7/18,Copper Creek,E4,44,87,Castilleja,0,0,0,0,2,0,9,2,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,10,2,0,0,0,0,0,,0,0,4,0,0,0,0,0,0,0
2024,7/18,Copper Creek,E4C,44,88,Control,0,0,1,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,8,0,0,1,0,0,,0,0,2,0,0,0,0,0,0,0
2024,7/18,Copper Creek,E5,45,89,Castilleja,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,1,0,1,0,1,0,,5,0,0,3,2,0,0,2,2,0,0,0,0,0,0,0,6,0,0,0,3,0,0,,0,0,4,4,0,0,0,0,0,0
2024,7/18,Copper Creek,E5C,45,90,Control,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,6,0,,2,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,0,0,8,1,0,0,0,0,0,0
2024,7/18,Copper Creek,E6,46,91,Castilleja,0,1,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,2,,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,6,10,0,0,3,2,0,,0,8,5,10,0,0,0,0,0,1
2024,7/18,Copper Creek,E6C,46,92,Control,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,2,7,0,0,0,0,1,0,3,4,,0,0,0,4,1,1,0,4,0,0,0,0,0,0,0,0,3,5,1,0,1,0,0,,0,2,0,3,0,0,0,0,0,0
2024,7/18,Copper Creek,E7,47,93,Castilleja,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,3,4,,0,0,0,8,3,0,0,0,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0,,0,0,5,9,0,0,0,0,2,0
2024,7/18,Copper Creek,E7C,47,94,Control,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,,0,0,6,9,0,0,0,0,0,0
2024,7/18,Copper Creek,E8,48,95,Castilleja,0,0,0,0,0,0,0,1,0,0,4,5,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,6,,0,0,0,0,3,1,0,8,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,,0,0,1,8,0,0,0,0,1,3
2024,7/18,Copper Creek,E8C,48,96,Control,0,0,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,4,,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,3,0,0,0,5,0,0,,0,2,2,8,0,0,0,0,0,1
2024,7/22,Copper Creek,E9,49,97,Castilleja,0,0,1,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,1,8,,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,0,1,16,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E9C,49,98,Control,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,1,10,0,,0,1,7,1,0,0,0,0,0,0
2024,7/22,Copper Creek,E10,50,99,Castilleja,0,0,0,0,0,0,0,0,0,0,8,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2,0,2,0,,0,0,0,0,16,0,0,2,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,0,0,1,2,0,0,0,0,0,1
2024,7/22,Copper Creek,E10C,50,100,Control,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,0,1,0,3,0,,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,8,0,1,0,0,7,0,,0,3,5,1,0,0,0,0,0,0
2024,7/22,Copper Creek,E11,51,101,Castilleja,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,1,0,0,12,0,0,0,4,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,0,2,5,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E11C,51,102,Control,7,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E12,52,103,Castilleja,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,1,0,0,,1,0,6,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E12C,52,104,Control,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,3,0,0,0,0,0,,0,0,8,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E13,53,105,Castilleja,0,0,2,0,1,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,2,0,,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,15,0,0,0,1,0,0,,0,0,7,0,0,0,0,0,1,0
2024,7/22,Copper Creek,E13C,53,106,Control,0,2,1,0,6,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,1,0,0,2,0,0,,0,0,8,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E14,54,107,Castilleja,0,1,0,0,0,0,0,1,0,0,16,0,0,0,3,0,0,2,0,0,0,0,0,0,9,0,0,1,0,0,0,0,3,,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,7,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E14C,54,108,Control,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,11,0,0,0,0,0,,0,0,6,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E15,55,109,Castilleja,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,1,0,0,,0,0,2,1,0,0,0,0,0,0
2024,7/22,Copper Creek,E15C,55,110,Control,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,0,0,9,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E16,56,111,Castilleja,0,0,0,0,0,0,0,3,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,,3,0,0,4,0,0,0,7,3,0,0,0,0,0,0,0,9,8,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,1
2024,7/22,Copper Creek,E16C,56,112,Control,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,,5,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,8,15,0,0,1,0,0,,0,0,2,1,0,0,0,0,0,0
2024,7/23,Copper Creek,E17,57,113,Castilleja,0,0,0,0,0,0,0,4,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,5,,0,0,0,0,2,0,0,7,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,,0,0,7,8,0,0,0,0,0,0
2024,7/23,Copper Creek,E17C,57,114,Control,0,0,3,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,6,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,,0,0,5,4,0,0,0,0,0,0
2024,7/23,Copper Creek,E18,58,115,Castilleja,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,0,0,2,0,0,,0,0,6,5,0,0,0,0,0,0
2024,7/23,Copper Creek,E18C,58,116,Control,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,9,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,,0,4,7,2,0,0,0,0,0,0
2024,7/23,Copper Creek,E19,59,117,Castilleja,0,1,0,0,0,0,0,2,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,14,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0
2024,7/23,Copper Creek,E19C,59,118,Control,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,,0,0,2,0,0,0,0,0,0,1
