TagID,Year_t,Goodbuds_t,logvol_t,Year_t1,Survival_t1,logvol_t1
HT2B3,2005,NA,-3.278118739,2006,0,NA
HT2B3,2005,NA,-2.256467497,2006,0,NA
HT2B3,2005,NA,-2.872653631,2006,0,NA
HT3B1,2005,NA,-3.411650132,2006,0,NA
HT3B1,2005,NA,-3.342657274,2006,0,NA
HT3B2,2005,NA,-2.297289489,2006,1,NA
HT3B2,2005,NA,-3.361876741,2006,1,NA
HT3B2,2005,NA,-3.106268493,2006,0,NA
HT3B2,2005,NA,-3.361876741,2006,0,NA
HT3B3,2005,NA,-2.430820886,2006,0,NA
HT4B1,2005,NA,-4.782196189,2006,0,NA
HT4B2,2005,NA,-3.411650132,2006,0,NA
AD10,2005,3,11.08874139,2006,1,11.53532654
AD11,2005,3,10.09239782,2006,1,10.28503667
AD14,2005,12,12.05389173,2006,1,13.04280975
AD15,2005,2,10.58895591,2006,1,10.75763115
AD16,2005,4,11.55391242,2006,1,11.1980158
AD17,2005,18,11.24646617,2006,1,11.27755676
AD18,2005,11,11.07505409,2006,1,10.89181701
AD19,2005,11,11.12795433,2006,1,11.07558634
AD20,2005,2,11.59170687,2006,1,10.86589588
AD21,2005,6,12.36527476,2006,1,12.39195219
AD22,2005,6,10.44324138,2006,1,10.14336108
AD23,2005,31,12.15824866,2006,1,12.29686481
AD27,2005,23,11.64619505,2006,1,11.09631689
AD28,2005,5,11.2926527,2006,1,11.19552691
AD29,2005,26,11.87904832,2006,1,12.90388714
AD3,2005,9,11.21010153,2006,1,11.2852376
AD4,2005,17,11.59663204,2006,1,11.89843647
AD6,2005,1,11.48474507,2006,1,11.81589215
AD8,2005,21,12.5953929,2006,1,12.55300084
AD9,2005,6,10.82602656,2006,1,11.21694088
LJ11,2005,0,9.743357124,2006,1,7.321982197
LJ12,2005,0,10.87372019,2006,1,10.69913266
LJ13,2005,0,9.719063204,2006,1,9.633296382
LJ14,2005,1,9.931396626,2006,1,9.622410988
LJ15,2005,0,8.47992918,2006,1,4.923221499
LJ16,2005,0,11.11360521,2006,1,11.27939116
LJ17,2005,0,9.419617943,2006,1,9.599160755
LJ3,2005,0,9.286235194,2006,1,9.514123712
LJ8,2005,0,9.52403937,2006,1,9.159396256
LJ9,2005,0,10.47896789,2006,1,10.61206436
SJ11,2005,0,8.583529996,2006,1,8.452826055
SJ13,2005,0,7.126144097,2006,1,7.299189811
SJ17,2005,0,6.620670288,2006,1,5.814438593
SJ2,2005,0,8.372392385,2006,1,8.217787716
SJ20,2005,0,7.311066436,2006,1,6.34598554
SJ3,2005,0,9.05415817,2006,1,8.740473227
SJ4,2005,0,9.470505275,2006,1,9.749075069
SJ5,2005,0,6.945714688,2006,1,6.763771132
SJ7,2005,0,8.427319229,2006,1,8.479494302
SJ9,2005,0,3.865202607,2006,1,3.734997051
AD1,2005,20,12.25661917,2006,1,12.00432966
AD11,2005,1,10.82549047,2006,1,10.95675983
AD12,2005,15,12.76369264,2006,1,12.6898805
AD14,2005,11,12.00388913,2006,1,12.17963568
AD15,2005,9,12.33131821,2006,1,12.06327827
AD16,2005,2,11.22869354,2006,1,11.40138363
AD17,2005,0,10.94552004,2006,1,10.89781113
AD18,2005,22,12.33745009,2006,1,12.40493815
AD19,2005,5,10.947492,2006,1,11.00406961
AD22,2005,4,11.52020997,2006,1,11.12275367
AD23,2005,9,13.16943365,2006,1,12.84870072
AD24,2005,7,12.28483197,2006,1,12.30530201
AD28,2005,15,11.49047845,2006,1,11.33810411
AD29,2005,3,11.66736762,2006,1,11.60256222
AD3,2005,1,11.04883808,2006,1,10.69455581
AD30,2005,12,11.56620734,2006,1,11.49078095
AD4,2005,16,12.66312039,2006,1,12.74181266
AD6,2005,4,11.06723544,2006,1,11.09333021
AD7,2005,8,12.42124502,2006,1,12.39403371
AD9,2005,4,11.11057194,2006,1,11.1222353
LJ10,2005,0,9.63629753,2006,1,9.326834883
LJ11,2005,0,9.346070128,2006,1,9.004738101
LJ12,2005,0,10.15450326,2006,1,10.13955896
LJ14,2005,0,10.3601573,2006,1,10.16282462
LJ17,2005,0,10.88551467,2006,1,10.80014062
LJ2,2005,0,10.05548428,2006,1,10.12388928
LJ5,2005,0,11.02801473,2006,1,10.36363349
LJ6,2005,7,11.16560039,2006,1,10.98304872
LJ7,2005,7,12.37798003,2006,1,12.10219368
LJ9,2005,0,9.585150018,2006,1,10.04586942
SJ1,2005,0,7.949898576,2006,1,6.419330726
SJ10,2005,0,6.358306024,2006,1,5.442015292
SJ12,2005,0,7.493285957,2006,1,7.638010845
SJ13,2005,0,7.562278828,2006,1,7.504303755
SJ14,2005,0,6.307251393,2006,1,6.72986958
SJ16,2005,0,7.66774138,2006,1,8.47033164
SJ17,2005,0,7.052642973,2006,1,6.358306024
SJ2,2005,0,7.084078432,2006,1,6.420503371
SJ3,2005,0,2.818706319,2006,0,NA
SJ9,2005,0,7.791985827,2006,1,7.982688399
AD1,2005,22,11.11748111,2006,1,11.18737775
AD10,2005,4,11.74575963,2006,1,12.37463241
AD12,2005,16,11.39770726,2006,1,12.01650747
AD13,2005,8,11.54654529,2006,1,11.34244678
AD15,2005,0,11.1673246,2006,1,11.20604439
AD17,2005,1,11.78418561,2006,1,11.89292624
AD18,2005,8,11.8913997,2006,1,12.27790185
AD19,2005,7,10.62379884,2006,1,11.05384636
AD20,2005,16,10.81703647,2006,1,10.92227622
AD21,2005,6,11.58330875,2006,1,11.25460641
AD22,2005,4,10.51501661,2006,1,10.23780584
AD24,2005,12,11.81733752,2006,1,12.1899278
AD25,2005,0,11.08704144,2006,1,11.04393746
AD28,2005,3,10.96967803,2006,1,11.14815704
AD3,2005,20,12.26721216,2006,1,12.41098326
AD30,2005,3,10.539764,2006,1,10.71482296
AD5,2005,7,11.80992629,2006,1,12.34750042
AD6,2005,10,11.29175168,2006,1,11.1381067
AD7,2005,33,12.05528993,2006,1,12.13227114
AD8,2005,12,11.91316137,2006,1,11.95260427
LJ13,2005,0,8.842834673,2006,1,8.925067797
LJ14,2005,2,10.38365771,2006,1,10.46230901
LJ17,2005,0,10.31590271,2006,1,10.30026202
LJ18,2005,0,10.79505756,2006,1,10.99636807
LJ19,2005,0,10.2890907,2006,1,10.25159916
LJ2,2005,0,10.96808575,2006,1,10.93299713
LJ20,2005,0,9.310875129,2006,1,9.143317266
LJ4,2005,8,11.1625092,2006,1,11.5540368
LJ6,2005,0,9.981582142,2006,1,9.916129154
LJ8,2005,0,9.345424205,2006,1,9.230832421
SJ10,2005,0,6.632289252,2006,1,7.3719251
SJ11,2005,0,6.909136982,2006,1,7.003852809
SJ12,2005,0,8.304216173,2006,1,8.104128398
SJ13,2005,0,6.722571137,2006,1,6.969377063
SJ14,2005,0,8.464870716,2006,1,7.839910565
SJ15,2005,0,8.641752215,2006,1,8.383361416
SJ19,2005,0,6.206929271,2006,1,6.037582144
SJ3,2005,0,2.125559139,2006,0,NA
SJ5,2005,0,7.658454434,2006,1,7.915997024
SJ9,2005,0,7.409317917,2006,1,7.701508242
AD10,2006,0,11.53532654,2007,1,11.64147983
AD11,2006,0,10.28503667,2007,1,10.7940964
AD14,2006,3,13.04280975,2007,1,12.13223344
AD15,2006,0,10.75763115,2007,1,10.79649757
AD16,2006,6,11.1980158,2007,1,10.70858396
AD17,2006,11,11.27755676,2007,1,11.20415402
AD18,2006,1,10.89181701,2007,1,11.13481171
AD19,2006,0,11.07558634,2007,1,11.481892
AD20,2006,19,10.86589588,2007,1,11.87796214
AD21,2006,3,12.39195219,2007,1,12.18113755
AD22,2006,1,10.14336108,2007,1,10.77295789
AD23,2006,5,12.29686481,2007,1,12.22438248
AD27,2006,5,11.09631689,2007,1,11.51287084
AD28,2006,0,11.19552691,2007,1,11.57072642
AD29,2006,9,12.90388714,2007,1,12.83036892
AD3,2006,1,11.2852376,2007,1,11.45007744
AD4,2006,3,11.89843647,2007,1,11.89471319
AD6,2006,0,11.81589215,2007,1,12.00802732
AD8,2006,16,12.55300084,2007,1,12.66064754
AD9,2006,0,11.21694088,2007,1,11.28922055
LJ11,2006,0,7.321982197,2007,1,9.937734977
LJ12,2006,0,10.69913266,2007,1,10.77895905
LJ13,2006,0,9.633296382,2007,1,10.1449072
LJ14,2006,0,9.622410988,2007,1,9.734429768
LJ15,2006,0,4.923221499,2007,0,NA
LJ16,2006,0,11.27939116,2007,1,11.53842573
LJ17,2006,0,9.599160755,2007,1,9.387096901
LJ3,2006,0,9.514123712,2007,1,9.820528107
LJ8,2006,0,9.159396256,2007,1,9.244562498
LJ9,2006,0,10.61206436,2007,1,10.90041807
SJ11,2006,0,8.452826055,2007,1,7.855075351
SJ13,2006,0,7.299189811,2007,1,8.368268667
SJ17,2006,0,5.814438593,2007,1,2.125559139
SJ2,2006,0,8.217787716,2007,1,8.843807735
SJ20,2006,0,6.34598554,2007,1,3.948090267
SJ3,2006,0,8.740473227,2007,1,9.311182868
SJ4,2006,0,9.749075069,2007,1,10.14741038
SJ5,2006,0,6.763771132,2007,1,8.02408569
SJ7,2006,0,8.479494302,2007,1,9.340626768
SJ9,2006,0,3.734997051,2007,1,5.397679478
AD1,2006,17,12.00432966,2007,1,12.1460169
AD11,2006,4,10.95675983,2007,1,10.87190902
AD12,2006,3,12.6898805,2007,1,12.79535557
AD14,2006,0,12.17963568,2007,1,12.00388913
AD15,2006,3,12.06327827,2007,1,11.90285969
AD16,2006,1,11.40138363,2007,1,11.32139482
AD17,2006,3,10.89781113,2007,1,10.9778218
AD18,2006,10,12.40493815,2007,1,12.38471382
AD19,2006,0,11.00406961,2007,1,11.38510625
AD22,2006,3,11.12275367,2007,1,10.9542913
AD23,2006,8,12.84870072,2007,1,12.79257079
AD24,2006,0,12.30530201,2007,1,12.55937251
AD28,2006,1,11.33810411,2007,1,11.46284048
AD29,2006,0,11.60256222,2007,1,11.69994566
AD3,2006,0,10.69455581,2007,1,10.90072234
AD30,2006,2,11.49078095,2007,1,11.36575484
AD4,2006,15,12.74181266,2007,1,13.01962824
AD6,2006,3,11.09333021,2007,1,11.14486101
AD7,2006,1,12.39403371,2007,1,12.51728275
AD9,2006,6,11.1222353,2007,1,11.14134342
LJ10,2006,0,9.326834883,2007,1,9.810630398
LJ11,2006,0,9.004738101,2007,1,9.193491545
LJ12,2006,0,10.13955896,2007,1,10.11712763
LJ14,2006,0,10.16282462,2007,1,9.968472904
LJ17,2006,0,10.80014062,2007,1,10.69877077
LJ2,2006,0,10.12388928,2007,1,10.29968967
LJ5,2006,16,10.36363349,2007,1,11.09156424
LJ6,2006,0,10.98304872,2007,1,11.02332262
LJ7,2006,2,12.10219368,2007,1,12.15830255
LJ9,2006,1,10.04586942,2007,1,9.556562562
SJ1,2006,0,6.419330726,2007,1,5.973043623
SJ10,2006,0,5.442015292,2007,1,6.098794828
SJ12,2006,0,7.638010845,2007,1,8.047786644
SJ13,2006,0,7.504303755,2007,1,7.14943966
SJ14,2006,0,6.72986958,2007,1,7.6312717
SJ16,2006,0,8.47033164,2007,1,8.307644046
SJ17,2006,0,6.358306024,2007,1,6.925216167
SJ2,2006,0,6.420503371,2007,1,7.255457854
SJ9,2006,0,7.982688399,2007,1,7.399599822
AD1,2006,2,11.18737775,2007,1,11.02567356
AD10,2006,15,12.37463241,2007,1,11.95008465
AD12,2006,6,12.01650747,2007,1,12.28836787
AD13,2006,5,11.34244678,2007,1,11.33591826
AD15,2006,0,11.20604439,2007,1,11.38293814
AD17,2006,16,11.89292624,2007,1,11.72846933
AD18,2006,5,12.27790185,2007,1,12.31869987
AD19,2006,6,11.05384636,2007,1,11.08904343
AD20,2006,5,10.92227622,2007,1,11.01601165
AD21,2006,0,11.25460641,2007,1,11.11896322
AD22,2006,1,10.23780584,2007,1,10.3701559
AD24,2006,17,12.1899278,2007,1,12.18126973
AD25,2006,2,11.04393746,2007,1,11.45124903
AD28,2006,2,11.14815704,2007,1,10.98719274
AD3,2006,60,12.41098326,2007,1,12.19158498
AD30,2006,1,10.71482296,2007,1,11.01807068
AD5,2006,6,12.34750042,2007,1,12.05281128
AD6,2006,13,11.1381067,2007,1,11.3156968
AD7,2006,7,12.13227114,2007,1,11.9891894
AD8,2006,12,11.95260427,2007,1,12.06054498
LJ13,2006,0,8.925067797,2007,1,8.753931148
LJ14,2006,0,10.46230901,2007,1,10.46586225
LJ17,2006,0,10.30026202,2007,1,10.27125377
LJ18,2006,0,10.99636807,2007,1,11.14097512
LJ19,2006,0,10.25159916,2007,1,10.2671198
LJ2,2006,0,10.93299713,2007,1,10.94781222
LJ20,2006,0,9.143317266,2007,1,8.794839089
LJ4,2006,3,11.5540368,2007,1,11.58988926
LJ6,2006,0,9.916129154,2007,1,10.17120751
LJ8,2006,0,9.230832421,2007,1,9.364706809
SJ10,2006,0,7.3719251,2007,1,7.537205191
SJ11,2006,0,7.003852809,2007,1,8.276045296
SJ12,2006,0,8.104128398,2007,1,8.555480209
SJ13,2006,0,6.969377063,2007,1,6.030998016
SJ14,2006,0,7.839910565,2007,0,NA
SJ15,2006,0,8.383361416,2007,1,8.379448045
SJ19,2006,0,6.037582144,2007,1,5.610638005
SJ5,2006,0,7.915997024,2007,1,8.06638807
SJ9,2006,0,7.701508242,2007,1,7.732279901
AD10,2007,9,11.64147983,2008,1,11.12072413
AD11,2007,3,10.7940964,2008,1,10.50840811
AD14,2007,3,12.13223344,2008,1,11.71196155
AD15,2007,5,10.79649757,2008,1,10.96149693
AD16,2007,2,10.70858396,2008,1,10.64815645
AD17,2007,29,11.20415402,2008,1,11.62788267
AD18,2007,3,11.13481171,2008,1,11.47028015
AD19,2007,8,11.481892,2008,1,11.14865084
AD20,2007,4,11.87796214,2008,1,11.19346701
AD21,2007,9,12.18113755,2008,1,11.86568458
AD22,2007,0,10.77295789,2008,1,10.33178457
AD23,2007,15,12.22438248,2008,1,12.14807895
AD27,2007,11,11.51287084,2008,1,11.29459237
AD28,2007,8,11.57072642,2008,1,11.5213412
AD29,2007,19,12.83036892,2008,1,12.60021955
AD3,2007,13,11.45007744,2008,1,10.91388215
AD4,2007,20,11.89471319,2008,1,11.76652054
AD6,2007,5,12.00802732,2008,1,11.78058533
AD8,2007,26,12.66064754,2008,1,11.85226849
AD9,2007,9,11.28922055,2008,1,10.89214216
LJ11,2007,0,9.937734977,2008,1,9.21906758
LJ12,2007,0,10.77895905,2008,1,8.597712215
LJ13,2007,0,10.1449072,2008,1,9.978638935
LJ14,2007,0,9.734429768,2008,1,9.43510612
LJ15,2007,NA,NA,2008,0,NA
LJ16,2007,3,11.53842573,2008,1,11.5414899
LJ17,2007,0,9.387096901,2008,0,NA
LJ3,2007,0,9.820528107,2008,1,9.887729746
LJ8,2007,0,9.244562498,2008,1,9.340626768
LJ9,2007,0,10.90041807,2008,1,10.58895591
SJ11,2007,0,7.855075351,2008,1,7.995142911
SJ13,2007,0,8.368268667,2008,1,8.557129222
SJ17,2007,0,2.125559139,2008,1,3.734997051
SJ2,2007,0,8.843807735,2008,1,9.836086446
SJ20,2007,0,3.948090267,2008,0,NA
SJ3,2007,0,9.311182868,2008,1,9.496733919
SJ4,2007,0,10.14741038,2008,1,9.857301384
SJ5,2007,0,8.02408569,2008,1,8.256564816
SJ7,2007,0,9.340626768,2008,1,8.988578524
SJ9,2007,0,5.397679478,2008,1,4.558349787
AD1,2007,54,12.1460169,2008,1,12.20592835
AD11,2007,1,10.87190902,2008,1,10.85821773
AD12,2007,14,12.79535557,2008,1,12.40330032
AD14,2007,31,12.00388913,2008,1,11.75759726
AD15,2007,5,11.90285969,2008,1,11.65260171
AD16,2007,5,11.32139482,2008,1,10.16002814
AD17,2007,6,10.9778218,2008,1,11.21183389
AD18,2007,15,12.38471382,2008,1,12.35360787
AD19,2007,23,11.38510625,2008,1,11.04975792
AD22,2007,7,10.9542913,2008,1,10.74632093
AD23,2007,9,12.79257079,2008,1,12.45523312
AD24,2007,3,12.55937251,2008,1,12.42197257
AD28,2007,6,11.46284048,2008,1,11.63968655
AD29,2007,7,11.69994566,2008,1,11.64657305
AD3,2007,0,10.90072234,2008,1,10.5719442
AD30,2007,10,11.36575484,2008,1,11.1381067
AD4,2007,30,13.01962824,2008,1,13.02452746
AD6,2007,9,11.14486101,2008,1,11.04526308
AD7,2007,23,12.51728275,2008,1,12.52653248
AD9,2007,12,11.14134342,2008,1,11.10497577
LJ10,2007,0,9.810630398,2008,1,9.583560555
LJ11,2007,0,9.193491545,2008,1,7.408128148
LJ12,2007,0,10.11712763,2008,1,9.915518236
LJ14,2007,0,9.968472904,2008,1,9.598628227
LJ17,2007,0,10.69877077,2008,1,10.65864106
LJ2,2007,0,10.29968967,2008,1,10.13346719
LJ5,2007,0,11.09156424,2008,1,10.57283437
LJ6,2007,0,11.02332262,2008,1,10.76683769
LJ7,2007,6,12.15830255,2008,1,12.06865195
LJ9,2007,0,9.556562562,2008,1,9.48426065
SJ1,2007,0,5.973043623,2008,1,6.052778591
SJ10,2007,0,6.098794828,2008,1,8.320841059
SJ12,2007,0,8.047786644,2008,1,7.424852591
SJ13,2007,0,7.14943966,2008,1,5.648005764
SJ14,2007,0,7.6312717,2008,1,7.528764253
SJ16,2007,0,8.307644046,2008,1,8.553677033
SJ17,2007,0,6.925216167,2008,1,6.500136219
SJ2,2007,0,7.255457854,2008,1,7.413826169
SJ9,2007,0,7.399599822,2008,1,7.606198062
AD1,2007,2,11.02567356,2008,1,10.96528863
AD10,2007,10,11.95008465,2008,1,11.90450336
AD12,2007,1,12.28836787,2008,1,11.33089325
AD13,2007,0,11.33591826,2008,1,11.35224488
AD15,2007,3,11.38293814,2008,1,11.47276255
AD17,2007,10,11.72846933,2008,1,11.93538184
AD18,2007,4,12.31869987,2008,1,12.34656135
AD19,2007,2,11.08904343,2008,1,10.82784738
AD20,2007,7,11.01601165,2008,1,10.92227622
AD21,2007,4,11.11896322,2008,1,10.98753149
AD22,2007,8,10.3701559,2008,1,10.28503667
AD24,2007,20,12.18126973,2008,1,12.26638896
AD25,2007,0,11.45124903,2008,1,11.04451058
AD28,2007,0,10.98719274,2008,1,10.79031259
AD3,2007,15,12.19158498,2008,1,11.74575963
AD30,2007,0,11.01807068,2008,1,9.79479175
AD5,2007,2,12.05281128,2008,1,11.53156395
AD6,2007,13,11.3156968,2008,1,10.27803396
AD7,2007,11,11.9891894,2008,1,12.05903054
AD8,2007,1,12.06054498,2008,1,11.79042558
LJ13,2007,0,8.753931148,2008,1,8.884959411
LJ14,2007,0,10.46586225,2008,1,9.857530978
LJ17,2007,0,10.27125377,2008,1,10.47268291
LJ18,2007,0,11.14097512,2008,1,10.88190702
LJ19,2007,3,10.2671198,2008,1,10.33075195
LJ2,2007,0,10.94781222,2008,1,11.00860565
LJ20,2007,0,8.794839089,2008,1,7.713509798
LJ4,2007,9,11.58988926,2008,1,11.45194493
LJ6,2007,0,10.17120751,2008,1,9.886944864
LJ8,2007,0,9.364706809,2008,1,9.221788882
SJ10,2007,0,7.537205191,2008,1,7.713509798
SJ11,2007,0,8.276045296,2008,1,8.226648534
SJ12,2007,0,8.555480209,2008,1,6.15536518
SJ13,2007,0,6.030998016,2008,1,5.538921806
SJ14,2007,NA,NA,2008,0,NA
SJ15,2007,0,8.379448045,2008,1,5.77072342
SJ19,2007,0,5.610638005,2008,1,3.734997051
SJ5,2007,0,8.06638807,2008,1,8.06638807
SJ9,2007,0,7.732279901,2008,1,7.713509798
1,2009,0,9.425884238,2010,1,10.32443921
2,2009,0,7.927252575,2010,1,7.340494896
3,2009,1,8.670549539,2010,1,8.364234654
4,2009,0,9.487768083,2010,1,9.779706113
5,2009,0,8.501435385,2010,1,8.947756529
6,2009,0,7.578774673,2010,1,7.670736583
7,2009,0,8.964391298,2010,1,9.435936948
8,2009,0,5.421396005,2010,1,6.443047252
9,2009,0,11.02801473,2010,1,11.1026346
10,2009,0,7.448721545,2010,1,6.69185855
11,2009,0,7.584346462,2010,1,8.067968838
12,2009,0,9.578654686,2010,1,5.973043623
13,2009,0,11.02410083,2010,1,11.33591826
14,2009,0,10.1721185,2010,NA,NA
15,2009,NA,NA,2010,1,8.275895347
17,2009,0,4.968376947,2010,1,6.106845812
18,2009,0,7.658454434,2010,1,6.15091083
20,2009,1,11.08903943,2010,1,10.82702511
21,2009,0,8.121894616,2010,1,7.575524055
22,2009,0,8.427319229,2010,1,8.275228636
23,2009,0,10.7940964,2010,1,11.11772893
24,2009,0,10.27740597,2010,1,9.931396626
25,2009,0,7.123299145,2010,1,8.184171106
26,2009,0,10.63311857,2010,1,10.67352399
27,2009,0,8.760828792,2010,1,8.583529996
28,2009,0,10.47598911,2010,1,10.16051416
29,2009,0,5.830327321,2010,1,6.206929271
30,2009,0,9.684931345,2010,1,8.952782007
31,2009,0,3.467934266,2010,0,NA
32,2009,0,8.48480856,2010,1,8.147795345
33,2009,0,9.400731458,2010,1,7.82756921
34,2009,0,11.25061647,2010,1,11.6241002
35,2009,0,10.21196941,2010,1,10.2238196
36,2009,0,8.338415704,2010,1,8.770741538
37,2009,0,4.711912405,2010,1,5.065051694
38,2009,0,10.72701593,2010,1,10.87979879
39,2009,0,10.30049967,2010,1,10.00954719
40,2009,0,6.787818292,2010,1,6.400487638
41,2009,11,11.62557666,2010,1,11.9395749
42,2009,4,10.80610739,2010,1,11.26139483
